CD,FI3312B
5.794,30.884
5.796,31.038
5.796,31.030
5.796,31.092
5.797,30.945
5.797,30.912
5.798,30.824
5.797,31.169
5.797,31.076
5.798,31.118
5.796,31.345
5.799,31.053
5.799,30.887
5.798,31.113
5.798,30.909
5.797,31.000
5.797,31.091
5.796,30.659
5.797,30.971
5.796,31.100
5.796,30.909
5.796,31.330
5.797,30.924
5.796,30.880
2.453,30.619
2.740,30.624
3.064,29.819
3.062,30.441
3.062,30.755
3.062,30.509
3.063,30.705
3.063,30.384
3.063,31.343
3.063,31.426
3.063,30.937
3.062,31.400
3.061,31.386
6.010,31.910
6.011,31.651
6.012,31.800
6.012,31.675
6.011,31.726
6.011,31.874
6.012,31.554
6.012,31.334
6.011,31.475
3.063,30.859
3.063,31.153
3.064,31.126
3.065,31.222
3.065,31.200
3.063,31.337
3.064,31.092
3.065,31.301
3.063,31.415
3.676,29.078
2.452,30.558
2.451,30.583
2.452,30.639
6.011,31.416
6.011,31.002
6.012,31.011
6.012,31.096
6.012,31.175
