DOL,CD,FI3312A
107.167,6.011,29.792
107.208,6.012,29.731
107.250,6.012,29.696
107.292,6.013,29.888
107.375,2.454,15.047
107.417,2.454,14.972
107.458,2.454,14.974
107.500,2.453,14.933
107.542,2.454,14.926
107.583,2.454,14.942
107.625,2.454,14.978
107.667,2.454,14.925
107.708,2.453,14.991
107.750,2.453,14.874
107.792,2.453,14.792
107.833,2.453,14.791
107.875,2.453,14.785
107.958,6.011,29.711
108.000,6.013,29.563
108.042,6.013,29.384
108.083,6.014,29.505
108.125,6.014,29.515
108.167,6.014,29.385
108.208,6.014,29.572
108.250,6.014,29.241
108.292,6.013,29.431
108.375,2.454,13.644
108.417,2.454,13.655
108.458,2.454,13.672
108.500,2.454,13.671
108.542,2.453,13.676
108.583,2.454,13.673
108.625,2.453,13.677
108.667,2.454,13.679
108.708,2.454,13.673
108.750,2.453,13.653
108.792,2.453,13.662
108.833,2.454,13.650
108.875,2.453,13.652
108.958,6.012,28.604
109.000,6.012,28.482
109.042,6.014,28.466
109.083,6.014,28.700
109.125,6.013,28.346
109.167,6.013,28.670
109.208,6.015,28.696
109.250,6.015,28.601
109.292,6.013,28.559
109.375,2.454,13.329
109.417,2.455,13.337
109.458,2.454,13.342
109.500,2.455,13.345
109.542,2.454,13.351
109.583,2.454,13.337
109.625,2.454,13.336
109.667,2.454,13.343
109.708,2.453,13.344
109.750,2.453,13.331
109.792,2.453,13.311
109.833,2.453,13.326
109.875,2.454,13.321
109.958,6.013,29.408
110.000,6.013,29.130
110.042,6.015,29.288
110.083,6.015,29.303
110.125,6.014,29.297
110.167,6.015,29.144
110.208,6.014,29.223
110.250,6.014,29.301
110.292,6.016,29.319
110.375,6.015,29.030
110.417,6.016,29.099
110.458,6.014,29.179
110.500,6.016,29.063
110.542,6.017,29.126
110.583,6.018,29.018
110.625,6.017,29.000
110.667,6.019,29.190
110.708,6.017,29.158
110.750,6.018,29.247
110.792,6.016,29.104
110.833,6.016,29.128
110.875,6.015,28.363
110.958,6.017,28.889
111.000,6.014,29.079
111.042,6.014,29.012
111.083,6.012,28.351
111.125,6.015,29.080
111.167,6.013,29.075
111.208,6.012,29.057
111.250,6.013,28.872
111.292,6.014,28.936
111.375,6.014,29.062
111.417,6.015,29.032
111.458,6.016,29.148
111.500,6.017,29.122
111.542,6.018,28.944
111.583,6.016,29.064
111.625,6.015,29.061
111.667,6.017,29.371
111.708,6.018,29.080
111.750,6.019,28.659
111.792,6.016,29.071
111.833,6.014,28.674
111.875,6.014,28.876
111.958,6.015,28.903
112.000,6.014,28.921
112.042,6.015,29.038
112.083,6.015,29.010
112.125,6.015,28.925
112.167,6.014,28.957
112.208,6.014,29.081
112.250,6.014,29.059
112.292,6.014,28.955
112.375,2.760,15.408
112.417,2.760,15.309
112.458,2.761,15.319
112.500,2.760,15.302
112.542,2.761,15.293
112.583,2.760,15.305
112.625,2.760,15.298
112.667,2.760,15.430
112.708,2.760,15.451
112.750,2.760,15.428
112.792,2.759,15.443
112.833,2.759,15.709
112.875,2.759,15.636
112.958,6.013,29.572
113.000,6.014,28.949
113.042,6.014,29.284
113.083,6.012,28.678
113.125,6.013,29.361
113.167,6.012,29.205
113.208,6.011,29.378
113.250,6.012,29.463
113.292,6.012,28.639
113.375,2.760,15.886
113.417,2.759,15.876
113.458,2.759,15.885
113.500,2.759,15.868
113.542,2.759,15.853
113.583,2.759,15.847
113.625,2.758,15.833
113.667,2.759,15.853
113.708,2.759,15.861
113.750,2.759,15.857
113.792,2.758,15.852
113.833,2.759,15.849
113.875,2.759,15.850
113.958,6.010,29.696
114.000,6.011,29.525
114.042,6.012,29.492
114.083,6.013,29.427
114.125,6.013,29.539
114.167,6.013,29.578
114.208,6.015,29.551
114.250,6.015,29.544
114.292,6.014,29.510
114.375,2.760,15.082
114.417,2.760,14.883
114.458,2.760,14.998
114.500,2.761,15.032
114.542,2.760,14.978
114.583,2.760,14.900
114.625,2.759,14.973
114.667,2.758,14.943
114.708,2.757,14.984
114.750,2.757,14.823
114.792,2.757,15.117
114.833,2.758,15.138
114.875,2.758,15.083
114.958,6.011,29.160
115.000,6.013,29.252
115.042,6.014,29.456
115.083,6.014,29.206
115.125,6.013,29.351
115.167,6.013,29.404
115.208,6.014,29.436
115.250,6.014,29.301
115.292,6.014,29.384
115.375,2.760,15.319
115.417,2.758,15.125
115.458,2.758,15.279
115.500,2.757,15.302
115.542,2.758,15.357
115.583,2.757,15.403
115.625,2.758,15.459
115.667,2.758,15.413
115.708,2.758,15.453
115.750,2.758,15.493
115.792,2.759,15.480
115.833,2.758,15.511
115.875,2.759,15.472
115.958,6.013,29.203
116.000,6.012,29.483
116.042,6.013,29.574
116.083,6.014,29.545
116.125,6.013,28.813
116.167,6.013,29.433
116.208,6.015,28.998
116.250,6.014,29.541
116.292,6.011,29.143
116.375,2.758,15.203
116.417,2.757,15.236
116.458,2.756,15.205
116.500,2.755,15.197
116.542,2.756,15.216
116.583,2.757,15.236
116.625,2.757,15.289
116.667,2.757,15.296
116.708,2.757,15.302
116.750,2.756,15.280
116.792,2.758,15.267
116.833,2.757,15.248
116.875,2.757,15.438
116.958,6.010,28.580
117.000,6.012,28.536
117.042,6.013,28.476
117.083,6.013,28.539
117.125,6.012,28.719
117.167,6.012,28.613
117.208,6.011,28.443
117.250,6.011,28.621
117.292,6.012,28.559
117.375,6.014,28.688
117.417,6.013,28.590
117.458,6.013,28.692
117.500,6.015,28.639
117.542,6.014,28.476
117.583,6.014,28.548
117.625,6.016,28.786
117.667,6.015,28.292
117.708,6.014,28.515
117.750,6.016,28.765
117.792,6.014,28.671
117.833,6.013,28.686
117.875,6.014,28.602
117.958,6.012,28.575
118.000,6.014,28.604
118.042,6.013,28.521
118.083,6.014,28.532
118.125,6.013,28.687
118.167,6.012,28.595
118.208,6.012,28.695
118.250,6.011,28.868
118.292,6.014,28.625
118.375,6.014,28.787
118.417,6.014,28.604
118.458,6.015,28.586
118.500,6.015,28.650
118.542,6.013,28.605
118.583,6.015,28.440
118.625,6.012,28.670
118.667,6.013,28.746
118.708,6.013,28.839
118.750,6.014,28.655
118.792,6.014,28.580
118.833,6.014,28.616
118.875,6.014,28.818
118.958,6.015,28.675
119.000,6.014,28.738
119.042,6.013,28.751
119.083,6.014,28.591
119.125,6.013,28.766
119.167,6.013,28.832
119.208,6.012,28.572
119.250,6.013,28.641
119.292,6.014,28.606
119.375,2.760,15.110
119.417,2.760,15.681
119.458,2.759,15.669
119.500,2.759,15.658
119.542,2.759,15.634
119.583,2.758,15.661
119.625,2.759,15.684
119.667,2.759,15.862
119.708,2.758,15.786
119.750,2.758,15.792
119.792,2.759,15.778
119.833,2.758,15.788
119.875,2.759,15.790
119.958,5.490,26.421
120.000,5.491,26.677
120.042,5.491,26.763
120.083,5.491,26.555
120.125,5.490,26.727
120.167,5.490,26.482
120.208,5.491,26.544
120.250,5.489,26.655
120.292,5.490,26.516
120.375,5.490,26.530
120.417,5.490,26.501
120.458,5.490,26.591
120.500,5.491,26.652
120.542,5.491,26.460
120.583,5.493,26.812
120.625,5.492,26.647
120.667,5.493,26.604
120.708,5.492,26.619
120.750,5.492,26.660
120.792,5.491,26.641
120.833,5.491,26.613
120.875,5.491,26.586
120.958,5.493,26.588
121.000,5.491,26.659
121.042,5.491,26.570
121.083,5.490,26.606
121.125,5.490,26.511
121.167,5.489,26.642
121.208,5.490,26.670
121.250,5.489,26.429
121.292,5.490,26.623
121.375,5.490,26.648
121.417,5.490,26.689
121.458,5.492,26.659
121.500,5.492,26.393
121.542,5.493,26.764
121.583,5.494,26.684
121.625,5.493,26.738
121.667,5.493,26.627
121.708,5.492,26.782
121.750,5.492,26.710
121.792,5.492,26.681
121.833,5.493,26.658
121.875,5.491,26.608
121.958,5.493,26.638
122.000,5.493,26.666
122.042,5.491,26.667
122.083,5.492,26.666
122.125,5.492,26.584
122.167,5.490,26.556
122.208,5.491,26.464
122.250,5.491,26.623
122.292,5.491,26.517
122.375,5.491,26.684
122.417,5.491,26.761
122.458,5.493,26.664
122.500,5.492,26.540
122.542,5.497,26.670
122.583,5.493,26.678
122.625,5.492,26.561
122.667,5.492,26.571
122.708,5.492,26.644
122.750,5.493,26.664
122.792,5.492,26.688
122.833,5.490,26.658
122.875,5.491,26.644
122.958,5.490,26.534
123.000,5.489,26.533
123.042,5.490,26.626
123.083,5.489,26.470
123.125,5.488,26.528
123.167,5.490,26.429
123.208,5.491,26.305
123.250,5.490,26.509
123.292,5.490,26.624
123.375,5.490,26.546
123.417,5.490,26.724
123.458,5.490,26.657
123.500,5.491,26.642
123.542,5.493,26.428
123.583,5.491,26.677
123.625,5.493,26.627
123.667,5.492,26.848
123.708,5.491,26.596
123.750,5.490,26.785
123.792,5.489,26.412
123.833,5.488,26.545
123.875,5.488,26.493
123.958,5.490,26.878
124.000,5.490,26.660
124.042,5.490,26.605
124.083,5.489,26.744
124.125,5.490,26.501
124.167,5.491,26.425
124.208,5.491,26.618
124.250,5.489,26.514
124.292,3.065,15.415
124.375,3.065,15.155
124.417,3.066,15.154
124.458,3.065,15.159
124.500,3.065,15.155
124.542,3.065,15.146
124.583,3.066,15.135
124.625,3.064,15.128
124.667,3.064,15.112
124.708,3.063,15.119
124.750,3.064,15.108
124.792,3.064,15.078
124.833,3.065,15.107
124.875,3.064,15.068
124.958,3.064,15.080
125.000,3.064,15.075
125.042,3.065,15.056
125.083,3.062,15.015
125.125,3.063,14.990
125.167,3.064,14.966
125.208,3.065,14.960
125.250,3.063,14.950
125.292,3.065,14.930
125.375,5.491,27.377
125.417,5.490,27.144
125.458,5.492,27.068
125.500,5.491,27.049
125.542,5.491,27.070
125.583,5.493,26.950
125.625,5.492,26.877
125.667,5.491,27.219
125.708,5.491,27.200
125.750,5.491,27.211
125.792,5.489,27.058
125.833,5.491,27.004
125.875,5.491,27.030
125.958,5.491,27.040
126.000,5.489,27.003
126.042,5.491,27.016
126.083,5.489,27.050
126.125,5.490,27.000
126.167,5.489,26.973
126.208,5.490,26.867
126.250,5.490,27.075
126.292,5.490,27.057
126.375,3.064,15.472
126.417,3.064,15.460
126.458,3.064,15.436
126.500,3.064,15.454
126.542,3.064,15.445
126.583,3.063,15.464
126.625,3.062,15.435
126.667,3.064,15.437
126.708,3.063,15.411
126.750,3.063,15.410
126.792,3.063,15.393
126.833,3.062,15.375
126.875,3.062,15.384
126.958,5.487,27.186
127.000,5.488,27.118
127.042,5.489,27.113
127.083,5.489,27.062
127.125,5.489,27.095
127.167,5.489,27.198
127.208,5.490,27.167
127.250,5.489,27.169
127.292,5.491,27.227
127.375,3.064,15.749
127.417,3.065,15.749
127.458,3.065,15.751
127.500,3.064,15.698
127.542,3.064,15.749
127.583,3.064,15.761
127.625,3.064,15.771
127.667,3.065,15.782
127.708,3.064,15.764
127.750,3.064,15.761
127.792,3.063,15.746
127.833,3.063,15.747
127.875,3.065,15.757
127.958,5.486,27.327
128.000,5.488,27.369
128.042,5.489,27.280
128.083,5.490,27.271
128.125,5.489,27.406
128.167,5.488,27.375
128.208,5.489,27.325
128.250,5.488,27.308
128.292,5.490,27.444
128.375,3.064,15.573
128.417,3.064,15.556
128.458,3.064,15.566
128.500,3.064,15.503
128.542,3.064,15.455
128.583,3.064,15.476
128.625,3.065,15.436
128.667,3.063,15.593
128.708,3.065,15.549
128.750,3.065,15.483
128.792,3.065,15.481
128.833,3.064,15.497
128.875,3.064,15.455
128.958,5.491,27.522
129.000,5.490,27.593
129.042,5.491,26.992
129.083,5.491,27.360
129.125,5.490,27.192
129.167,5.490,27.597
129.208,5.490,27.509
129.250,5.491,27.511
129.292,5.490,27.571
129.375,2.759,15.040
129.417,2.759,14.968
129.458,2.759,14.967
129.500,2.760,14.960
129.542,2.759,14.863
129.583,2.759,14.931
129.625,2.760,14.929
129.667,2.759,14.970
129.708,2.759,14.939
129.750,2.759,14.991
129.792,2.759,14.984
129.833,2.758,14.942
129.875,2.758,14.965
129.958,5.490,27.674
130.000,5.489,27.601
130.042,5.490,27.583
130.083,5.490,27.566
130.125,5.490,27.741
130.167,5.489,27.616
130.208,5.489,27.697
130.250,5.490,27.572
130.292,5.491,27.736
130.375,3.065,15.960
130.417,3.066,15.925
130.458,3.065,15.938
130.500,3.064,15.938
130.542,3.065,15.943
130.583,3.064,15.962
130.625,3.064,15.942
130.667,3.064,15.996
130.708,3.064,15.946
130.750,3.062,15.683
130.792,3.062,15.676
130.833,3.061,15.890
130.875,3.062,15.863
130.958,5.489,26.726
131.000,5.490,26.659
131.042,5.489,26.645
131.083,5.488,26.898
131.125,5.488,26.857
131.167,5.487,26.757
131.208,5.488,26.888
131.250,5.488,26.876
131.292,5.490,26.675
131.375,5.491,26.973
131.417,5.490,26.837
131.458,5.490,26.885
131.500,5.489,26.881
131.542,5.489,26.902
131.583,5.489,27.080
131.625,5.490,27.029
131.667,5.487,26.496
131.708,5.488,26.897
131.750,5.486,26.957
131.792,5.486,27.008
131.833,5.487,26.760
131.875,5.487,26.976
131.958,5.488,26.964
132.000,5.487,26.892
132.042,5.487,27.007
132.083,5.488,26.386
132.125,5.487,26.920
132.167,5.487,26.949
132.208,5.488,26.947
132.250,5.486,26.899
132.292,5.487,27.026
132.375,5.487,26.881
132.417,5.487,26.864
132.458,5.489,26.895
132.500,5.488,26.603
132.542,5.489,26.848
132.583,5.488,26.924
132.625,5.490,26.938
132.667,5.489,26.904
132.708,5.491,26.811
132.750,5.491,26.855
132.792,5.489,26.885
132.833,5.490,26.921
132.875,5.492,26.896
132.958,5.489,26.641
133.000,5.490,26.926
133.042,5.490,26.488
133.083,5.490,26.919
133.125,5.488,26.232
133.167,5.489,26.888
133.208,5.491,26.906
133.250,5.489,26.559
133.292,5.489,26.825
133.375,3.065,15.470
133.417,3.062,15.458
133.458,3.064,15.538
133.500,3.064,15.539
133.542,3.065,15.522
133.583,3.065,15.516
133.625,3.064,15.480
133.667,3.064,15.496
133.708,3.063,15.001
133.750,3.062,15.278
133.792,3.062,15.366
133.833,3.062,15.297
133.875,3.062,15.553
133.958,6.009,30.084
134.000,6.010,29.824
134.042,6.013,29.978
134.083,6.012,30.166
134.125,6.011,30.088
134.167,6.009,29.960
134.208,6.010,29.914
134.250,6.011,30.167
134.292,6.012,30.038
134.375,3.062,15.219
134.417,3.063,15.136
134.458,3.063,14.975
134.500,3.065,15.249
134.542,3.065,15.244
134.583,3.064,15.246
134.625,3.065,15.215
134.667,3.065,15.271
134.708,3.064,15.207
134.750,3.065,15.207
134.792,3.064,15.102
134.833,3.063,15.062
134.875,3.063,15.032
134.958,6.009,29.997
135.000,6.009,29.896
135.042,6.009,29.947
135.083,6.009,29.734
135.125,6.008,29.813
135.167,6.010,29.935
135.208,6.010,29.866
135.250,6.009,29.805
135.292,6.009,29.679
135.375,6.011,29.374
135.417,6.010,29.657
135.458,6.011,29.788
135.500,6.013,29.548
135.542,6.013,29.685
135.583,6.013,29.543
135.625,6.014,29.644
135.667,6.015,29.780
135.708,6.013,29.696
135.750,6.011,29.688
135.792,6.012,29.786
135.833,6.012,29.673
135.875,6.011,29.689
135.958,6.013,29.795
136.000,6.011,29.811
136.042,6.012,29.812
136.083,6.011,29.606
136.125,6.011,29.813
136.167,6.011,29.794
136.208,6.011,29.848
136.250,6.011,29.801
136.292,6.011,29.660
136.375,6.011,29.446
136.417,6.012,29.721
136.458,6.013,29.743
136.500,6.014,29.758
136.542,6.015,29.791
136.583,6.017,29.854
136.625,6.017,29.784
136.667,6.015,29.432
136.708,6.013,29.813
136.750,6.013,29.796
136.792,6.013,29.662
136.833,6.012,29.790
136.875,6.010,30.064
136.958,6.013,29.913
137.000,6.013,29.748
137.042,6.012,29.760
137.083,6.012,29.716
137.125,6.012,29.821
137.167,6.012,29.624
137.208,6.012,29.716
137.250,6.010,29.670
137.292,6.011,29.854
137.375,6.012,29.785
137.417,2.758,14.529
137.458,2.758,14.627
137.500,2.758,14.664
137.542,2.758,14.659
137.583,2.758,14.664
137.625,2.758,14.660
137.667,2.758,14.691
137.708,2.758,14.652
137.750,2.757,14.684
137.792,2.757,14.637
137.833,2.757,14.675
137.875,2.757,14.661
137.958,6.011,29.305
138.000,6.013,29.043
138.042,6.014,29.214
138.083,6.013,29.314
138.125,6.012,29.294
138.167,6.012,29.454
138.208,6.012,29.334
138.250,6.012,29.243
138.292,6.012,29.053
138.375,6.011,28.909
138.417,6.011,28.934
138.458,6.013,29.344
138.500,6.013,29.104
138.542,6.014,29.203
138.583,6.014,29.289
138.625,6.012,29.060
138.667,6.012,29.127
138.708,6.013,29.102
138.750,6.013,29.128
138.792,6.013,29.153
138.833,6.014,29.130
138.875,6.014,29.044
138.958,6.013,29.162
139.000,6.012,29.286
139.042,6.012,29.169
139.083,6.013,29.085
139.125,6.013,29.435
139.167,6.012,29.092
139.208,6.011,29.161
139.250,6.012,29.112
139.292,6.011,29.101
139.375,6.012,29.233
139.417,6.012,29.005
139.458,6.012,29.373
139.500,6.014,28.775
139.542,6.013,28.921
139.583,6.012,29.090
139.625,6.014,28.823
139.667,6.014,29.215
139.708,6.014,29.035
139.750,6.014,29.459
139.792,6.014,29.306
139.833,6.013,29.400
139.875,6.014,29.024
139.958,6.012,29.288
140.000,6.014,29.251
140.042,6.014,29.025
140.083,6.014,29.401
140.125,6.015,29.157
140.167,6.012,29.290
140.208,6.013,29.155
140.250,6.012,29.285
140.292,6.012,29.301
140.375,4.229,24.300
140.417,3.062,15.041
140.458,3.064,15.109
140.500,3.065,15.109
140.542,3.066,15.092
140.583,3.068,15.079
140.625,3.067,15.064
140.667,3.066,14.964
140.708,3.065,14.988
140.750,3.066,14.865
140.792,3.066,14.901
140.833,3.065,14.835
140.875,3.064,14.823
140.958,6.012,28.933
141.000,6.013,28.824
141.042,6.014,28.902
141.083,6.013,29.069
141.125,6.013,28.513
141.167,6.012,29.063
141.208,6.012,29.087
141.250,6.011,28.695
141.292,6.011,29.116
141.375,3.678,18.459
141.417,3.678,18.481
141.458,3.678,18.457
141.500,3.679,18.437
141.542,3.679,18.440
141.583,3.678,18.437
141.625,3.678,18.446
141.667,3.678,18.420
141.708,3.678,18.375
141.750,3.677,18.405
141.792,3.678,18.428
141.833,3.678,18.454
141.875,3.677,18.395
141.958,6.012,29.635
142.000,6.013,29.356
142.042,6.012,29.531
142.083,6.013,29.535
142.125,6.013,29.497
142.167,6.014,29.470
142.208,6.013,29.670
142.250,6.013,29.563
142.292,6.015,29.577
142.375,6.015,29.575
142.417,6.014,29.693
142.458,6.012,29.628
142.500,6.015,29.576
142.542,6.015,29.630
142.583,6.013,29.423
142.625,6.013,29.754
142.667,6.014,29.771
142.708,6.014,29.667
142.750,6.013,29.633
142.792,6.014,29.899
142.833,6.013,29.761
142.875,6.014,29.575
142.958,6.012,29.679
143.000,6.013,29.696
143.042,6.013,29.712
143.083,6.012,29.467
143.125,6.010,29.234
143.167,6.010,29.586
143.208,6.010,29.753
143.250,6.010,29.423
143.292,6.010,29.801
143.375,6.010,29.689
143.417,6.008,29.705
143.458,6.010,29.474
143.500,6.009,29.347
143.542,6.010,29.552
143.583,6.010,29.386
143.625,6.011,29.670
143.667,6.011,29.595
143.708,6.011,29.934
143.750,6.012,29.224
143.792,6.012,29.357
143.833,6.010,29.456
143.875,6.012,29.511
143.958,6.009,29.578
144.000,6.011,29.546
144.042,6.011,30.099
144.083,6.012,29.509
144.125,6.011,29.943
144.167,6.011,29.656
144.208,6.012,29.456
144.250,6.012,29.936
144.292,6.012,29.583
144.375,6.011,30.218
144.417,6.012,29.588
144.458,6.012,29.804
144.500,6.013,30.322
144.542,6.013,29.698
144.583,6.014,29.609
144.625,6.014,30.267
144.667,6.015,29.670
144.708,6.016,29.619
144.750,6.016,30.283
144.792,6.014,30.082
144.833,6.015,29.687
144.875,6.016,29.664
144.958,6.016,29.547
145.000,6.015,29.720
145.042,6.012,29.680
145.083,6.012,30.037
145.125,6.010,29.703
145.167,6.011,29.685
145.208,6.011,29.995
145.250,6.011,29.962
145.292,6.011,30.010
145.375,6.013,29.779
145.417,6.012,30.018
145.458,6.013,29.764
145.500,6.015,29.742
145.542,6.013,29.821
145.583,6.013,29.466
145.625,6.014,29.637
145.667,6.013,29.656
145.708,6.013,29.562
145.750,6.013,29.675
145.792,6.011,29.916
145.833,6.013,29.237
145.875,6.013,29.606
145.958,6.014,29.964
146.000,6.013,30.018
146.042,6.013,29.753
146.083,6.014,29.710
146.125,6.013,29.627
146.167,6.012,29.843
146.208,6.012,29.972
146.250,6.011,29.820
146.292,6.014,30.295
146.375,6.012,29.732
146.417,6.013,29.663
146.458,6.012,29.572
146.500,6.013,29.769
146.542,6.014,29.719
146.583,6.014,29.706
146.625,6.015,29.744
146.667,6.015,29.876
146.708,6.014,29.797
146.750,6.016,29.762
146.792,6.014,29.813
146.833,6.014,29.659
146.875,6.013,29.856
146.958,6.012,29.665
147.000,6.012,30.162
147.042,6.012,29.768
147.083,6.013,29.952
147.125,6.010,29.539
147.167,6.013,29.724
147.208,6.013,29.766
147.250,6.013,29.562
147.292,6.013,29.866
147.375,4.262,21.637
147.417,4.262,21.798
147.458,4.260,21.779
147.500,4.262,21.694
147.542,4.262,21.793
147.583,4.263,21.855
147.625,4.262,21.791
147.667,4.263,21.838
147.708,4.264,21.816
147.750,4.263,21.859
147.792,4.262,21.856
147.833,4.262,21.796
147.875,4.262,21.881
147.958,6.010,28.961
148.000,6.012,28.780
148.042,6.011,29.258
148.083,6.013,29.092
148.125,6.013,29.009
148.167,6.012,28.816
148.208,6.012,28.915
148.250,6.012,28.994
148.292,6.011,29.272
148.375,4.261,20.986
148.417,4.261,20.991
148.458,4.261,20.858
148.500,4.262,20.966
148.542,4.263,20.872
148.583,4.261,20.930
148.625,4.261,20.931
148.667,4.261,20.951
148.708,4.261,20.956
148.750,4.261,20.946
148.792,4.262,20.969
148.833,4.261,20.836
148.875,4.261,20.834
148.958,6.014,28.610
149.000,6.013,28.607
149.042,6.014,28.830
149.083,6.012,28.764
149.125,6.015,28.677
149.167,6.012,28.765
149.208,6.013,28.672
149.250,6.012,29.102
149.292,6.013,28.674
149.375,4.294,21.468
149.417,4.294,21.412
149.458,4.294,21.315
149.500,4.294,21.204
149.542,4.294,21.301
149.583,4.295,21.409
149.625,4.293,21.461
149.667,4.294,21.321
149.708,4.293,21.316
149.750,4.294,21.210
149.792,4.294,21.282
149.833,4.294,21.322
149.875,4.295,21.447
149.958,6.013,28.607
150.000,6.013,28.789
150.042,6.013,28.775
150.083,6.012,28.551
150.125,6.013,28.689
150.167,6.013,28.714
150.208,6.012,28.782
150.250,6.011,28.701
150.292,6.012,28.704
150.375,6.014,28.545
150.417,6.013,28.548
150.458,6.013,28.737
150.500,6.012,28.560
150.542,6.012,28.860
150.583,6.014,28.639
150.625,6.015,28.666
150.667,6.014,28.815
150.708,6.014,28.910
150.750,6.014,28.563
150.792,6.014,29.021
150.833,6.014,28.745
150.875,6.012,28.786
150.958,6.013,28.834
151.000,6.014,28.721
151.042,6.014,28.740
151.083,6.014,28.665
151.125,6.014,28.630
151.167,6.013,28.817
151.208,6.012,28.808
151.250,6.013,28.789
151.292,6.014,28.697
151.375,3.678,18.995
151.417,3.677,19.100
151.458,3.678,19.111
151.500,3.678,19.122
151.542,3.678,19.108
151.583,3.679,19.166
151.625,3.680,19.200
151.667,3.679,19.193
151.708,3.680,19.128
151.750,3.678,19.090
151.792,3.678,19.108
151.833,3.679,19.051
151.875,3.679,19.072
151.958,6.012,29.719
152.000,6.013,29.610
152.042,6.012,29.570
152.083,6.013,29.727
152.125,6.013,29.760
152.167,6.013,29.447
152.208,6.012,29.715
152.250,6.014,29.721
152.292,6.015,29.607
152.375,6.013,29.692
152.417,6.013,29.584
152.458,6.015,29.480
152.500,6.013,29.757
152.542,6.012,29.642
152.583,6.014,29.537
152.625,6.015,29.617
152.667,6.014,29.673
152.708,6.013,29.747
152.750,6.013,29.630
152.792,6.014,29.724
152.833,6.013,29.792
152.875,6.013,29.653
152.958,6.014,29.688
153.000,6.013,29.559
153.042,6.015,29.685
153.083,6.014,29.727
153.125,6.014,29.617
153.167,6.015,29.663
153.208,6.014,29.610
153.250,6.014,29.672
153.292,6.014,29.708
153.375,6.014,29.687
153.417,6.014,29.775
153.458,6.014,29.656
153.500,6.014,29.605
153.542,6.014,29.738
153.583,6.015,29.741
153.625,6.015,29.740
153.667,6.014,29.702
153.708,6.015,29.732
153.750,6.013,29.640
153.792,6.015,29.692
153.833,6.014,29.658
153.875,6.013,29.743
153.958,6.016,29.823
154.000,6.016,29.655
154.042,6.017,29.662
154.083,6.016,29.691
154.125,6.014,29.604
154.167,6.014,29.716
154.208,6.014,29.637
154.250,6.013,29.733
154.292,6.014,29.658
154.375,3.064,15.375
154.417,3.064,15.396
154.458,3.064,15.324
154.500,3.063,15.264
154.542,3.370,16.568
154.583,3.370,16.555
154.625,3.370,16.550
154.667,3.370,16.620
154.708,3.065,16.528
154.750,3.064,15.143
154.792,3.062,15.124
154.833,3.063,15.071
154.875,3.063,15.011
154.958,6.010,29.897
155.000,6.011,29.598
155.042,6.011,29.849
155.083,6.011,29.897
155.125,6.010,29.648
155.167,6.012,29.564
155.208,6.012,29.803
155.250,6.011,29.595
155.292,6.014,29.588
155.375,3.063,15.101
155.417,3.062,15.075
155.458,3.369,16.991
155.500,3.368,17.012
155.542,3.368,16.987
155.583,3.674,17.501
155.625,3.063,15.265
155.667,3.063,15.175
155.708,3.063,15.159
155.750,3.063,15.136
155.792,3.063,15.154
155.833,3.064,15.154
155.875,3.063,15.133
155.958,6.010,29.878
156.000,6.009,29.877
156.042,6.010,29.851
156.083,6.009,29.714
156.125,6.010,29.873
156.167,6.012,29.632
156.208,6.010,29.399
156.250,6.011,29.935
156.292,6.012,29.718
156.375,3.065,14.781
156.417,3.063,14.801
156.458,3.063,14.826
156.500,3.063,14.856
156.542,3.064,14.860
156.583,3.064,14.851
156.625,3.064,14.861
156.667,3.064,14.852
156.708,3.064,14.836
156.750,3.063,14.810
156.792,3.063,14.760
156.833,3.063,14.794
156.875,3.062,14.812
156.958,6.010,29.343
157.000,6.012,29.613
157.042,6.011,29.235
157.083,6.011,29.414
157.125,6.012,29.557
157.167,6.011,29.841
157.208,6.010,29.561
157.250,6.011,29.441
157.292,6.010,29.404
157.375,3.063,14.963
157.417,3.064,14.934
157.458,3.064,14.930
157.500,3.064,14.922
157.542,3.065,14.921
157.583,3.065,14.934
157.625,3.063,14.953
157.667,3.066,14.954
157.708,3.064,14.934
157.750,3.063,14.943
157.792,3.064,14.937
157.833,3.064,14.929
157.875,3.064,15.089
157.958,6.012,29.848
158.000,6.012,29.828
158.042,6.012,29.865
158.083,6.011,29.834
158.125,6.009,29.879
158.167,6.010,29.697
158.208,6.010,29.848
158.250,6.012,29.974
158.292,6.010,29.766
158.375,2.452,14.375
158.417,2.452,14.474
158.458,2.452,14.480
158.500,2.452,14.508
158.542,2.452,14.489
158.583,2.452,14.496
158.625,2.452,14.521
158.667,2.452,14.596
158.708,2.453,14.550
158.750,2.452,14.558
158.792,2.452,14.531
158.833,2.451,14.455
158.875,2.451,14.552
158.958,5.793,28.817
159.000,5.795,29.094
159.042,5.795,29.165
159.083,5.795,28.922
159.125,5.795,28.755
159.167,5.796,28.879
159.208,5.797,28.851
159.250,5.795,28.979
159.292,5.797,29.045
159.375,5.797,29.062
159.417,5.798,29.045
159.458,5.798,28.951
159.500,5.797,28.975
159.542,5.797,28.978
159.583,5.798,29.065
159.625,5.797,29.023
159.667,5.798,28.997
159.708,5.796,28.840
159.750,5.796,28.944
159.792,5.794,28.950
159.833,5.795,28.953
159.875,5.796,28.830
159.958,5.796,28.958
160.000,5.795,29.030
160.042,5.795,28.960
160.083,5.795,28.991
