DOL,CD
160.292,5.796
160.375,5.796
160.417,5.796
160.458,5.797
160.500,5.797
160.542,5.798
160.583,5.797
160.625,5.797
160.667,5.798
160.708,5.796
160.750,5.799
160.792,5.799
160.833,5.798
160.875,5.798
160.958,5.797
161.000,5.797
161.042,5.796
161.083,5.797
161.125,5.796
161.167,5.796
161.208,5.796
161.250,5.797
161.292,5.796
161.375,2.453
161.417,2.740
161.458,3.064
161.500,3.062
161.542,3.062
161.583,3.062
161.625,3.063
161.667,3.063
161.708,3.063
161.750,3.063
161.792,3.063
161.833,3.062
161.875,3.061
161.958,6.010
162.000,6.011
162.042,6.012
162.083,6.012
162.125,6.011
162.167,6.011
162.208,6.012
162.250,6.012
162.292,6.011
162.375,3.063
162.417,3.063
162.458,3.064
162.500,3.065
162.542,3.065
162.583,3.063
162.625,3.064
162.667,3.065
162.708,3.063
162.750,3.676
162.792,2.452
162.833,2.451
162.875,2.452
162.958,6.011
163.000,6.011
163.042,6.012
163.083,6.012
163.125,6.012
