CV,DOL,CD,FI3312A,FI3312B,TI3302A,TI3302B
3.085,46.708,6.015,29.086,29.892,88.672,87.116
3.085,46.75,6.019,29.09,30.123,88.639,87.055
3.085,46.792,6.016,29.478,29.939,88.604,87.022
3.084,46.833,6.017,29.448,30.164,88.593,87.051
3.084,46.875,6.017,28.937,30.131,88.598,86.984
3.084,46.958,6.017,28.655,30.027,88.605,87.064
3.084,47,6.014,28.954,29.95,88.59,87.02
3.084,47.042,6.014,28.526,29.99,88.594,87.04
3.084,47.083,6.015,29.2,30.159,88.58,86.992
3.085,47.125,6.014,29.306,29.963,88.604,86.95
3.085,47.167,6.012,28.833,29.81,88.605,87.007
3.085,47.208,6.012,29.28,29.751,88.613,86.986
3.084,47.25,6.013,28.943,29.96,88.674,87.037
3.084,47.292,6.014,29.082,29.876,88.665,87.037
3.085,47.375,6.014,29.55,30.164,88.638,87.031
3.086,47.417,6.014,29.58,29.95,88.673,87.231
3.085,47.458,6.015,29.615,29.861,88.664,87.181
3.084,47.5,6.015,29.371,29.906,88.661,87.189
3.085,47.542,6.015,29.315,29.966,88.714,87.171
3.085,47.583,6.016,29.35,29.951,88.72,87.244
3.085,47.625,6.015,29.294,30.279,88.719,87.211
3.084,47.667,6.016,28.748,29.929,88.679,87.175
3.085,47.708,6.016,29.43,29.893,88.671,87.091
3.085,47.75,6.014,28.919,29.987,88.615,87.05
3.085,47.792,6.014,29.521,30.133,88.634,87.062
3.085,47.833,6.016,29.25,29.832,88.599,87.092
3.085,47.875,6.015,29.439,30.131,88.597,87.063
3.084,47.958,6.015,28.864,30.101,88.592,87.039
3.085,48,6.014,29.363,30.078,88.599,87.108
3.085,48.042,6.014,28.628,30.11,88.609,87.089
3.085,48.083,6.015,29.086,30.114,88.605,87.016
3.085,48.125,6.014,29.314,29.954,88.611,87.025
3.086,48.167,6.013,28.689,30.021,88.627,86.98
3.086,48.208,6.014,28.713,30.017,88.541,87.008
3.086,48.25,6.014,29.486,30.003,88.615,87.124
3.086,48.292,6.013,29.621,29.777,88.606,87.024
3.086,48.375,6.014,29.062,29.896,88.641,87.11
3.086,48.417,6.014,29.113,29.827,88.654,87.097
3.086,48.458,6.013,29.092,29.881,88.636,87.034
3.024,48.5,5.211,28.259,29.159,86.31,84.684
3.051,48.542,5.578,28.677,29.793,87.641,86.028
3.084,48.583,6.011,29.023,29.936,88.975,87.406
3.084,48.625,6.013,29.273,30.032,89.048,87.488
3.084,48.667,6.013,29.212,29.77,89.041,87.47
3.083,48.708,6.014,29.125,30.052,88.966,87.405
3.083,48.75,6.013,29.1,30.218,88.948,87.42
3.083,48.792,6.01,29.418,30.144,88.992,87.367
3.083,48.833,6.012,28.666,30.233,89.019,87.418
3.083,48.875,6.014,28.547,30.091,89.047,87.375
3.083,48.958,6.012,29.245,30.057,89.044,87.515
3.083,49,6.014,28.692,30.005,88.946,87.421
3.083,49.042,6.015,28.844,30.125,88.965,87.389
3.082,49.083,6.013,28.811,30.036,88.955,87.409
3.083,49.125,6.012,29.325,29.923,88.925,87.306
3.082,49.167,6.013,29.179,29.831,88.927,87.422
3.082,49.208,6.011,28.929,30.163,88.932,87.418
3.083,49.25,6.012,28.946,29.87,88.929,87.402
3.083,49.292,6.011,28.853,29.862,88.986,87.385
3.083,49.375,6.013,29.068,29.916,89.099,87.553
3.083,49.417,6.014,28.818,30.072,89.061,87.441
3.057,49.458,5.672,29.376,29.546,88.002,86.302
3.057,49.5,5.671,29.09,29.721,88.108,86.445
3.081,49.542,6.01,28.572,29.672,89.243,87.576
3.081,49.583,6.008,29.052,29.916,89.281,87.633
3.084,49.625,6.008,28.69,30.105,89.061,87.431
3.084,49.667,6.009,29.254,29.725,89.045,87.396
3.084,49.708,6.01,28.791,29.928,89.05,87.443
3.084,49.75,6.011,29.233,29.955,89.036,87.428
3.083,49.792,6.01,29.396,30.054,89.037,87.404
3.083,49.833,6.01,29.268,29.727,89.033,87.34
3.083,49.875,6.011,29.346,30,88.968,87.456
3.084,49.958,6.009,29.185,29.714,89.053,87.327
3.084,50,6.01,29.14,29.659,89.069,87.311
3.084,50.042,6.011,28.844,29.621,89.057,87.379
3.084,50.083,6.009,29.187,29.879,89.053,87.362
3.084,50.125,6.009,29.273,29.845,89.044,87.344
3.084,50.167,6.009,29.293,29.825,89.065,87.381
3.084,50.208,6.01,28.715,29.588,89.067,87.26
3.084,50.25,6.01,28.975,29.501,89.06,87.372
3.084,50.292,6.009,28.879,29.601,89.049,87.359
3.084,50.375,6.009,29.182,29.538,89.043,87.248
3.083,50.417,6.01,29.28,29.769,89.067,87.328
3.083,50.458,6.009,29.158,29.444,89.051,87.322
3.083,50.5,6.01,28.602,29.754,89.057,87.525
3.084,50.542,6.011,29.148,29.911,89.094,87.461
3.084,50.583,6.01,28.628,29.72,89.08,87.439
3.088,50.625,6.011,29.033,29.706,88.993,87.297
3.083,50.667,6.01,28.966,29.833,89.058,87.391
3.085,50.708,6.01,29.106,30.368,88.945,87.297
3.085,50.75,6.01,29.335,30.425,88.965,87.358
3.085,50.792,6.012,29.657,30.506,89.001,87.356
3.084,50.833,6.011,28.992,30.156,88.982,87.354
3.084,50.875,6.011,29.363,30.243,88.984,87.213
3.084,50.958,6.011,29.055,30.206,88.977,87.375
3.081,51,6.01,29.725,30.281,89.268,87.573
3.081,51.042,6.012,29.736,30.279,89.321,87.653
3.082,51.083,6.011,29.749,30.19,89.31,87.644
3.082,51.125,6.011,29.449,30.493,89.334,87.674
3.082,51.167,6.011,29.614,30.256,89.355,87.562
3.082,51.208,6.01,29.588,30.071,89.318,87.641
3.081,51.25,6.01,29.923,30.082,89.254,87.661
3.082,51.292,6.01,29.745,29.855,89.261,87.544
3.081,51.375,6.011,29.124,30.156,89.342,87.781
3.081,51.417,6.014,29.756,30.181,89.385,87.847
3.081,51.458,6.014,29.951,30.461,89.373,87.895
3.08,51.5,6.014,29.076,30.109,89.323,87.784
3.081,51.542,6.014,29.51,30.288,89.406,87.9
3.081,51.583,6.013,29.886,30.302,89.433,87.868
3.083,51.625,6.014,29.992,30.179,89.14,87.584
3.084,51.667,6.014,29.732,30.422,89.03,87.475
3.084,51.708,6.013,29.46,30.188,88.99,87.431
3.084,51.75,6.013,29.285,30.325,88.966,87.425
3.084,51.792,6.014,29.079,30.156,89.005,87.434
3.085,51.833,6.014,29.908,29.991,88.996,87.416
3.084,51.875,6.014,29.193,29.868,89.019,87.417
3.081,51.958,6.014,29.193,30.404,89.286,87.636
3.081,52,6.013,29.359,30.313,89.307,87.7
3.081,52.042,6.014,29.944,30.263,89.288,87.687
3.082,52.083,6.015,30.05,30.173,89.297,87.63
3.082,52.125,6.013,30.153,29.96,89.286,87.61
3.082,52.167,6.012,30.011,30.506,89.275,87.753
3.082,52.208,6.012,30.026,30.161,89.298,87.682
3.082,52.25,6.012,30.277,30.246,89.261,87.613
3.082,52.292,6.011,29.464,30.064,89.319,87.686
3.082,52.375,6.012,29.535,30.287,89.376,87.754
3.082,52.417,6.013,29.859,30.088,89.343,87.74
3.081,52.458,6.012,29.903,30.078,89.382,87.83
3.08,52.5,6.013,29.918,30.199,89.366,87.855
3.08,52.542,6.013,29.622,30.03,89.365,87.801
3.081,52.583,6.014,29.633,30.118,89.354,87.785
3.08,52.625,6.012,29.363,30.158,89.363,87.819
3.08,52.667,6.012,29.847,30.123,89.352,87.822
3.081,52.708,6.013,29.761,30.284,89.357,87.809
3.081,52.75,6.013,29.86,30.198,89.336,87.725
3.081,52.792,6.012,29.807,30.127,89.317,87.719
3.08,52.833,6.012,29.53,30.127,89.319,87.699
3.08,52.875,6.014,29.856,30.35,89.322,87.67
3.08,52.958,6.012,29.822,29.994,89.336,87.657
3.081,53,6.012,29.609,30.143,89.341,87.708
3.081,53.042,6.013,29.667,30.041,89.314,87.676
3.081,53.083,6.014,29.076,29.87,89.315,87.627
3.081,53.125,6.014,29.928,30.06,89.313,87.603
3.081,53.167,6.014,29.159,29.972,89.321,87.705
3.081,53.208,6.013,29.222,30.04,89.346,87.721
3.081,53.25,6.013,29.61,30.063,89.36,87.722
3.081,53.292,6.013,29.964,30.138,89.36,87.719
3.082,53.375,6.014,29.455,30.061,89.414,87.837
3.081,53.417,6.014,29.872,30.139,89.392,87.83
3.081,53.458,6.014,29.904,30.082,89.417,87.859
3.081,53.5,6.015,29.882,29.876,89.45,87.89
3.081,53.542,6.014,29.726,30.087,89.474,87.972
3.081,53.583,6.015,30.028,29.841,89.465,87.877
3.081,53.625,6.014,29.928,30.052,89.394,87.806
3.083,53.667,6.014,30.285,30.211,89.347,87.791
3.083,53.708,6.015,29.453,29.963,89.029,87.437
3.084,53.75,6.014,29.974,29.857,89.012,87.405
3.084,53.792,6.014,30.161,30.089,89.051,87.403
3.085,53.833,6.013,29.428,30.136,89.074,87.418
3.085,53.875,6.014,30.02,30.097,89.092,87.432
3.085,53.958,6.014,29.934,30.054,89.079,87.5
3.085,54,6.014,29.502,30.109,89.043,87.46
3.085,54.042,6.014,29.627,29.99,89.052,87.428
3.085,54.083,6.013,30.159,30.125,89.011,87.421
3.085,54.125,6.014,29.475,30.04,89.016,87.434
3.085,54.167,6.013,29.427,30.137,89.015,87.418
3.085,54.208,6.015,29.368,29.956,89.026,87.411
3.085,54.25,6.014,30.036,29.939,89.036,87.404
3.086,54.292,6.014,30.083,30.067,89.002,87.418
3.086,54.375,6.014,29.394,30.079,89.083,87.455
3.086,54.417,6.013,30.137,30.016,89.075,87.529
3.086,54.458,6.014,29.352,29.994,89.129,87.623
3.086,54.5,6.015,29.317,30.152,89.192,87.638
3.085,54.542,6.014,30.091,30.014,89.156,87.587
3.085,54.583,6.014,29.554,30.117,89.157,87.616
3.086,54.625,6.015,30.157,29.87,89.138,87.584
3.086,54.667,6.015,29.971,30.154,89.117,87.585
3.086,54.708,6.015,29.886,29.959,89.111,87.546
3.086,54.75,6.015,30.083,29.852,89.074,87.455
3.085,54.792,6.016,29.718,30.283,88.976,87.383
3.085,54.833,6.014,30.002,29.941,88.902,87.368
3.084,54.875,6.015,29.432,29.963,88.883,87.262
3.085,54.958,6.014,30.139,30.07,88.959,87.342
3.085,55,6.015,29.252,30.196,89.007,87.42
3.085,55.042,6.013,29.13,30.184,88.98,87.37
3.085,55.083,6.014,29.922,30.095,88.961,87.33
3.086,55.125,6.012,30.128,29.917,88.969,87.308
3.086,55.167,6.012,29.485,30.081,88.999,87.371
3.086,55.208,6.013,30.178,29.95,88.985,87.365
3.085,55.25,6.013,29.42,29.946,88.986,87.369
3.086,55.292,6.013,30.309,30.236,88.993,87.399
