CD,FI3312A,FI3312B,TI3302A
2.758,15.489,29.891,84.586
2.759,15.515,30.301,84.592
2.759,15.519,30.038,84.588
2.758,15.767,30.123,84.797
2.758,15.528,30.032,84.682
2.758,15.488,30.059,84.597
2.758,15.456,29.991,84.618
2.758,15.373,29.782,84.552
2.758,15.415,29.957,84.558
6.012,29.913,31.154,88.873
6.011,29.547,30.953,88.974
6.013,29.990,30.961,89.100
6.012,29.145,30.874,89.159
6.013,29.881,30.731,89.205
6.012,29.768,30.937,89.196
6.012,29.842,30.811,89.113
6.012,29.193,30.757,89.028
6.013,29.922,30.866,89.016
2.759,14.777,30.282,86.084
2.759,14.826,30.005,84.896
2.759,14.816,30.072,84.663
2.758,14.827,30.012,84.566
2.758,14.855,29.811,84.578
2.758,14.691,29.909,84.429
2.757,14.789,30.156,84.550
2.757,14.812,30.187,84.581
2.758,14.833,30.019,84.594
2.757,14.841,30.043,84.611
2.758,14.859,30.046,84.665
2.757,14.876,30.061,84.681
2.758,14.898,29.872,84.754
6.010,29.703,30.956,89.171
6.011,29.742,30.837,89.067
6.011,29.478,30.964,89.024
6.012,29.626,30.781,89.088
6.012,29.326,30.659,89.091
6.011,29.132,30.968,89.134
6.011,29.532,30.883,89.088
6.011,29.581,30.804,89.047
6.012,29.151,30.718,88.148
6.011,29.599,30.797,87.721
6.012,29.126,30.970,87.745
6.011,28.904,30.806,87.775
6.012,28.855,30.798,87.758
6.010,29.493,30.839,87.772
6.010,29.152,30.883,87.749
6.011,29.593,30.999,87.704
6.012,29.009,30.884,87.722
6.011,29.584,30.952,87.734
6.011,28.937,30.863,87.722
6.010,29.521,30.720,87.708
6.010,29.187,31.055,87.702
6.011,29.222,31.079,87.683
6.012,29.438,30.929,88.094
6.009,29.384,31.157,88.717
6.010,29.584,30.861,88.769
6.011,29.631,30.872,88.780
6.010,29.543,31.026,88.752
6.013,29.564,30.938,88.776
6.010,29.691,31.155,88.773
6.011,29.693,30.995,88.768
6.011,29.392,31.119,87.932
6.013,29.625,31.097,87.733
6.012,29.427,30.702,87.978
6.012,29.066,30.768,88.070
6.012,29.373,30.927,88.067
6.012,29.129,30.808,88.078
6.011,29.512,30.665,87.992
6.011,29.284,30.689,87.987
6.011,29.295,30.681,88.013
6.011,29.332,30.736,88.040
6.012,29.097,30.761,87.995
6.010,28.840,30.938,88.003
6.010,29.529,30.682,88.025
6.012,29.506,30.975,88.024
6.011,29.516,30.960,88.612
6.011,29.584,30.743,88.803
6.012,29.460,30.923,88.814
6.011,29.287,30.939,88.830
6.011,29.243,30.924,88.837
6.011,29.669,30.877,88.849
6.011,29.573,30.834,88.767
6.011,29.586,30.881,88.769
6.011,29.626,30.830,88.770
6.012,29.103,30.729,88.591
6.008,29.264,30.705,88.183
6.013,29.102,30.844,88.173
6.014,29.386,30.971,88.176
6.013,29.194,30.649,88.170
6.014,29.375,30.997,88.236
6.015,29.404,30.842,88.216
6.013,29.394,31.085,88.167
6.014,29.477,30.970,88.140
6.013,29.522,30.736,88.170
6.015,29.373,31.133,88.173
6.014,29.281,31.026,88.186
6.014,29.223,30.979,88.187
6.013,28.086,30.944,88.389
6.013,28.395,30.844,88.597
6.013,28.323,30.828,88.656
6.012,28.397,31.069,88.693
6.012,28.101,31.086,88.736
6.011,28.388,30.950,88.678
6.012,28.341,31.013,88.692
6.011,28.156,31.076,88.683
6.013,27.989,30.863,88.706
6.013,28.179,30.861,88.719
6.015,28.515,30.896,88.750
6.015,28.513,30.817,88.748
6.014,28.523,30.989,88.717
6.014,28.493,30.813,88.690
6.014,27.904,30.743,88.665
6.015,28.185,30.748,88.641
6.015,28.416,30.891,88.662
6.015,28.516,30.808,88.729
6.014,28.054,30.906,88.708
6.013,28.167,30.961,88.416
6.013,28.100,30.914,88.339
6.011,28.115,31.094,88.317
6.012,28.528,31.037,88.488
6.010,28.468,30.909,88.664
6.012,28.203,31.071,88.706
6.011,28.402,30.843,88.659
6.012,28.600,30.895,88.654
6.012,28.614,31.040,88.645
6.012,28.595,30.810,88.649
6.012,28.120,30.903,88.700
6.012,28.650,31.334,88.700
6.013,28.270,30.880,89.005
6.014,28.707,30.860,88.472
6.014,28.677,31.121,88.320
6.015,28.455,30.983,88.319
6.015,28.650,30.836,88.307
6.015,28.349,30.863,88.297
6.015,28.671,30.951,88.275
6.015,28.704,30.837,88.359
6.014,28.786,30.939,88.224
6.016,28.604,30.990,88.246
6.015,28.652,31.088,88.272
6.015,28.461,31.093,88.255
6.015,28.583,31.036,88.210
6.014,28.562,30.882,88.462
6.014,28.743,30.863,88.630
6.012,28.665,30.888,88.726
6.012,28.666,30.840,88.728
6.012,28.585,30.724,88.715
6.012,29.033,30.891,88.676
6.012,28.789,30.705,88.671
6.010,28.450,30.826,88.547
6.011,28.609,30.959,88.824
6.012,29.433,30.904,88.673
6.015,29.514,30.742,88.154
6.014,29.501,30.923,87.995
6.014,29.460,30.983,88.124
6.013,29.415,31.059,88.665
6.014,29.635,30.973,88.670
6.014,29.948,30.878,88.628
6.013,30.195,31.236,88.614
6.015,29.953,30.893,88.560
6.014,30.212,30.979,88.621
6.014,30.106,31.231,88.604
6.013,29.896,31.226,88.638
6.014,29.966,30.937,88.606
6.011,31.006,31.088,88.126
6.012,29.030,31.044,88.542
6.012,29.237,30.974,88.564
6.012,29.244,30.968,88.545
6.013,29.288,30.943,88.521
6.012,29.237,30.961,88.477
6.012,29.048,30.890,88.516
6.012,29.466,30.907,88.522
6.012,29.016,30.965,88.535
6.014,28.305,31.017,89.250
6.014,27.923,30.989,88.783
6.014,28.045,30.930,88.654
6.015,28.619,31.122,88.726
6.015,28.579,31.020,88.775
6.015,28.041,30.880,88.676
6.016,27.898,31.000,88.688
6.015,29.400,30.876,88.524
6.015,29.336,30.925,88.554
6.015,29.100,30.857,88.564
6.013,29.316,30.967,88.517
6.014,29.322,31.032,88.536
6.013,29.395,31.079,88.531
6.013,29.470,30.887,88.990
6.013,29.550,30.888,89.166
6.012,29.444,30.754,89.140
6.013,29.039,31.009,89.146
6.013,29.190,30.852,89.193
6.012,29.352,30.892,89.222
6.011,29.373,31.087,89.235
6.012,29.128,30.966,89.266
6.012,29.037,30.844,89.236
6.012,29.320,30.954,89.221
6.013,29.276,30.713,89.232
6.012,28.651,30.744,89.292
6.014,29.237,30.750,89.292
6.014,29.292,30.785,89.275
6.016,28.677,31.012,89.304
6.014,29.333,30.872,89.242
6.014,28.882,30.815,89.221
6.014,29.338,30.805,89.227
6.013,29.342,30.719,89.199
6.015,29.156,30.833,89.184
6.014,28.576,30.717,89.210
6.016,28.634,30.638,89.233
6.012,29.395,30.916,89.232
6.013,29.094,30.899,89.203
6.014,28.587,30.812,89.235
6.012,29.359,31.006,89.222
6.012,28.886,30.646,89.238
6.012,29.287,30.767,89.246
6.012,28.667,30.907,89.230
6.012,28.706,31.021,89.247
6.014,29.265,30.907,89.083
6.012,29.301,30.652,88.938
6.011,29.380,30.810,88.972
6.016,28.918,30.852,88.980
4.264,20.727,30.354,87.817
4.263,20.293,30.650,85.943
4.262,20.481,30.568,85.811
4.263,21.331,30.724,85.763
6.014,29.175,31.037,89.223
6.013,29.724,30.885,89.110
6.013,29.665,31.030,89.090
6.014,29.207,30.949,89.073
6.015,29.868,31.056,89.077
6.014,29.787,31.062,89.081
6.013,29.884,30.664,89.057
6.013,29.759,31.021,89.058
6.013,29.831,30.897,89.031
6.013,29.859,30.859,89.060
6.013,29.794,30.828,89.021
6.011,29.795,31.021,89.017
6.012,29.449,30.904,89.036
6.012,29.849,30.978,89.075
6.012,29.704,30.804,89.131
6.013,29.173,30.730,88.839
6.012,29.391,30.898,88.560
6.013,29.193,30.921,88.561
6.014,29.245,30.863,88.530
6.015,29.246,30.647,88.556
6.014,29.353,30.776,88.482
6.015,29.414,30.925,88.509
6.014,29.311,30.763,88.578
6.015,29.181,30.711,88.537
6.014,29.141,30.686,88.484
6.013,29.271,30.833,88.475
6.014,29.284,30.878,88.502
6.013,29.123,30.774,88.526
6.014,28.661,30.840,88.971
6.013,28.879,30.496,89.186
6.013,28.942,30.788,89.197
6.011,28.575,30.725,89.187
6.013,28.747,30.934,89.208
6.012,28.919,30.804,89.213
6.015,28.948,30.718,89.206
6.013,28.230,30.624,89.223
6.012,28.835,30.594,89.216
2.760,15.743,30.022,86.922
2.759,15.759,30.047,86.520
2.759,15.752,29.899,86.486
2.760,15.770,30.007,86.486
2.760,15.761,29.725,86.438
2.760,15.760,29.801,86.386
2.759,15.808,30.080,86.373
2.759,15.850,29.886,86.584
2.759,15.794,30.025,86.486
2.758,15.723,30.062,86.458
2.758,15.770,30.003,86.476
2.759,15.753,29.921,86.530
2.759,15.737,29.977,86.524
6.043,28.861,30.855,88.589
6.013,28.924,30.720,88.676
6.012,29.393,30.617,88.696
6.012,28.851,30.798,88.693
6.012,29.200,30.689,88.649
6.012,29.112,30.625,88.638
6.012,29.523,30.589,88.644
6.015,29.369,30.625,88.689
6.014,28.738,30.518,88.654
2.760,14.824,30.038,85.851
2.760,15.011,30.226,85.737
2.760,14.802,30.025,85.734
2.761,14.746,30.341,85.769
2.761,14.797,30.253,85.792
2.761,14.829,30.222,85.787
2.760,14.826,30.133,85.737
2.760,14.813,29.937,85.707
2.759,14.859,30.172,85.662
2.758,14.734,29.968,85.682
2.758,14.725,30.228,85.686
2.758,14.714,30.154,85.700
2.758,14.714,30.369,85.707
6.043,29.163,31.152,88.394
6.010,29.105,30.948,88.620
6.012,29.057,30.847,88.693
6.011,29.287,30.824,88.703
6.013,29.169,30.976,88.719
6.012,29.019,30.970,88.737
6.014,29.083,31.012,88.711
6.013,29.061,30.599,88.665
6.014,29.081,30.839,88.692
2.760,14.950,29.935,88.306
2.759,15.017,30.214,86.470
2.760,15.006,30.070,86.157
2.760,15.010,30.095,86.094
2.760,15.013,30.125,86.093
2.760,14.995,30.146,86.098
2.759,15.005,29.974,86.103
2.760,14.993,30.313,86.055
2.760,14.951,30.376,86.029
2.760,14.930,30.325,86.064
2.759,14.921,30.167,86.092
2.758,14.887,30.141,86.093
2.759,14.900,30.219,86.077
6.012,29.555,30.840,88.649
6.013,29.521,31.053,88.606
6.012,29.404,31.152,88.628
6.013,29.304,31.206,88.621
6.012,29.390,30.912,88.614
6.013,28.959,31.090,88.595
6.012,28.672,30.791,88.589
6.013,29.463,31.080,88.612
6.013,29.043,31.148,88.579
6.013,29.505,30.867,88.600
6.013,29.458,31.166,88.614
6.014,28.891,30.795,88.644
6.014,29.507,30.962,88.666
6.015,29.165,30.995,88.705
6.014,29.447,30.829,88.690
6.016,29.561,30.945,88.710
6.015,29.600,31.002,88.631
6.016,29.459,30.830,88.651
6.015,29.293,30.890,88.633
6.016,29.241,31.258,88.614
6.013,29.546,30.926,88.624
6.014,29.707,31.116,88.576
6.014,29.137,30.934,88.650
6.013,29.540,30.864,88.639
6.015,29.434,30.986,88.634
6.013,29.360,30.995,88.608
6.014,28.836,30.688,88.638
6.013,28.981,30.828,88.640
6.012,29.591,30.966,88.635
6.014,29.429,30.965,88.651
6.014,29.394,30.936,88.683
6.014,29.602,30.762,88.682
6.013,29.729,30.860,88.710
6.014,29.359,30.898,88.703
6.014,29.266,30.911,88.736
6.014,29.590,30.721,88.732
6.013,29.573,30.932,88.731
6.014,29.298,31.104,88.732
6.013,29.281,30.945,88.727
6.014,28.966,30.881,88.716
6.015,29.475,30.971,88.699
6.015,29.472,30.944,88.681
6.015,29.537,30.812,88.656
6.015,28.985,31.010,88.685
6.012,29.486,30.883,88.748
6.013,28.676,30.949,88.674
6.013,29.243,31.015,88.581
6.012,29.182,31.157,88.588
6.011,29.555,31.131,88.581
6.014,29.565,30.925,88.596
6.012,29.519,30.949,88.573
6.012,29.500,31.082,88.592
6.012,29.473,31.055,88.589
6.012,29.289,30.991,88.725
6.014,29.491,30.856,88.751
6.014,29.645,30.993,88.740
6.013,28.796,30.724,88.717
6.013,29.584,31.027,88.758
6.013,29.598,31.118,88.704
6.014,29.119,30.914,88.692
6.015,28.959,31.218,88.664
6.014,29.044,30.986,88.660
6.012,29.591,30.993,88.640
6.014,29.553,30.989,88.663
6.014,28.950,31.086,88.671
6.013,28.736,31.082,88.647
6.012,29.369,30.877,88.701
6.014,29.455,30.969,88.719
6.013,28.621,30.949,88.724
6.014,29.476,31.115,88.702
6.013,29.247,31.230,88.708
6.014,29.526,30.986,88.694
6.012,29.496,31.063,88.686
6.013,29.504,31.163,88.721
6.011,28.972,31.010,88.644
3.678,20.037,30.668,85.505
3.676,20.031,30.586,85.018
3.065,15.490,30.144,84.495
3.064,15.490,30.262,84.479
3.064,15.485,29.959,84.434
3.065,15.550,30.027,84.702
3.065,15.605,29.927,85.100
3.066,15.691,30.074,85.325
3.065,15.632,30.190,85.223
3.066,15.600,30.309,85.205
3.065,15.593,30.270,85.177
3.064,15.595,30.325,85.176
6.010,29.370,30.792,88.559
6.009,29.515,30.862,89.282
6.010,29.566,31.019,89.409
6.010,29.576,30.814,89.405
6.009,29.624,30.710,89.432
6.009,29.631,30.737,89.377
6.010,29.675,30.880,89.377
6.011,29.459,30.825,89.395
6.010,29.355,30.746,89.421
6.010,29.451,30.935,89.410
3.064,15.361,30.049,86.407
3.064,15.373,30.087,84.853
3.064,15.366,30.139,84.577
3.064,15.363,30.230,84.481
3.064,15.347,30.018,84.464
3.064,15.400,30.043,84.918
3.065,15.420,30.196,85.196
3.064,15.470,30.072,85.247
3.065,15.476,30.115,85.266
3.064,15.448,30.061,85.233
3.062,15.427,29.992,85.255
3.063,15.419,30.152,85.311
3.063,15.437,30.193,85.353
6.011,29.516,30.798,89.349
6.010,29.535,30.858,89.536
6.010,29.453,30.611,89.546
6.010,29.133,30.785,89.556
6.011,29.442,30.800,89.579
6.011,29.435,30.582,89.551
6.010,29.463,30.732,89.600
6.012,29.422,30.959,89.512
6.011,29.389,30.746,89.486
3.063,15.139,30.199,86.044
3.064,15.132,30.291,85.497
3.064,15.135,29.982,85.329
3.064,15.149,29.991,85.261
3.063,15.135,30.105,85.275
3.064,15.213,30.055,85.308
3.064,15.235,30.078,85.296
3.064,15.236,30.157,85.314
3.065,15.241,30.169,85.274
3.064,15.238,30.294,85.285
3.065,15.234,30.055,85.290
3.063,15.240,30.101,85.334
3.063,15.239,30.325,85.360
6.011,29.409,31.055,88.578
6.011,28.893,31.003,88.754
6.013,29.468,30.961,88.847
6.012,28.813,30.840,88.913
6.013,29.340,30.982,88.888
6.012,29.382,31.028,88.859
6.012,29.319,30.888,88.894
6.012,29.370,30.762,88.883
6.014,29.367,30.921,88.863
2.455,13.737,30.000,84.260
2.453,13.924,30.299,85.499
2.454,13.908,30.038,85.707
2.453,13.912,29.993,85.735
2.454,13.942,30.128,85.746
2.455,13.942,30.105,85.770
2.454,13.961,29.952,85.814
2.454,14.016,30.065,85.891
2.455,14.021,30.321,85.867
2.452,14.010,30.151,85.819
2.452,14.020,29.899,85.795
2.452,14.022,30.049,85.876
2.452,14.024,30.410,85.959
6.011,28.792,31.240,88.842
6.011,28.326,30.978,88.903
6.012,28.320,31.058,88.888
6.013,28.244,31.298,88.910
6.012,28.301,31.241,88.934
6.012,28.882,31.211,88.910
6.013,28.200,30.855,88.909
6.011,28.155,30.992,88.905
6.012,28.585,31.190,88.933
2.454,14.631,30.300,87.776
2.454,14.441,29.994,85.657
2.453,14.414,30.032,85.144
2.453,14.349,30.333,84.516
2.453,14.351,30.151,84.207
2.453,14.361,30.296,84.154
2.453,14.349,30.330,84.147
2.453,14.356,30.203,84.141
2.454,14.351,30.622,84.185
2.453,14.336,30.403,84.181
2.453,14.300,30.393,84.169
2.452,14.282,30.295,84.174
2.453,14.272,30.248,84.225
6.011,29.207,31.107,88.764
6.013,28.921,31.066,88.857
6.011,28.580,31.037,88.917
6.011,29.056,31.324,88.959
6.012,28.982,31.253,88.950
6.014,29.035,31.137,88.892
6.012,28.447,31.044,88.917
6.012,28.756,31.199,88.889
6.015,28.667,31.189,88.868
6.014,28.896,31.253,88.883
6.013,29.042,31.358,88.933
6.014,29.089,31.120,88.932
6.014,28.965,31.114,88.873
6.013,28.976,31.010,88.823
6.015,29.098,31.124,88.833
6.013,28.974,31.013,88.829
6.014,28.919,30.947,88.836
6.014,29.126,31.086,88.798
6.014,29.000,31.307,88.829
6.015,29.034,31.114,88.853
6.015,28.559,31.105,88.868
6.015,28.939,31.061,88.892
6.014,28.961,31.107,88.882
6.014,28.960,31.384,88.891
6.014,28.979,31.155,88.902
6.014,28.998,30.982,88.866
6.013,28.975,31.109,88.830
6.014,28.918,31.095,88.814
6.012,28.921,31.260,88.849
6.014,28.982,30.931,88.850
6.013,29.019,31.166,88.863
6.014,29.028,31.054,88.909
6.014,29.015,31.128,88.940
6.014,28.930,30.931,88.931
6.015,29.017,31.056,88.938
6.015,28.488,30.956,88.967
6.015,28.988,30.873,88.959
6.015,28.940,31.090,88.922
6.016,28.885,31.214,88.949
6.016,28.781,30.894,88.959
6.016,28.889,31.051,88.949
6.015,28.939,31.007,88.989
6.014,28.842,30.927,88.980
6.015,28.927,30.890,88.982
6.013,28.374,30.915,88.957
6.013,28.844,31.111,88.977
6.014,28.838,31.301,88.957
6.015,28.736,31.081,88.935
6.014,28.585,31.007,88.936
6.015,28.597,30.313,88.621
6.013,28.570,30.944,88.635
6.010,28.688,30.773,88.885
6.011,28.761,30.863,89.111
2.455,14.903,30.472,86.298
2.453,14.892,30.738,84.664
2.453,14.889,30.600,84.287
2.454,14.924,30.356,84.210
2.454,14.886,30.567,84.151
2.454,14.913,30.380,84.112
2.454,14.894,30.604,84.122
2.454,14.919,30.515,84.095
2.454,14.910,30.278,84.108
2.453,14.880,30.328,84.113
2.454,14.876,30.331,84.114
2.454,14.869,30.506,84.169
2.454,14.874,30.579,84.232
6.014,29.258,31.143,88.856
6.012,29.156,30.968,88.829
6.013,29.519,31.135,88.844
6.014,28.979,31.230,88.893
6.013,29.366,30.843,88.910
6.013,29.086,30.937,88.891
6.014,29.492,31.084,88.944
6.015,29.246,31.146,88.859
6.015,28.911,31.267,88.873
2.454,14.680,30.105,85.045
2.454,14.518,30.359,84.186
2.454,14.536,30.491,84.181
2.454,14.551,30.452,84.197
2.455,14.551,30.614,84.176
2.454,14.545,30.677,84.154
2.454,14.554,30.404,84.189
2.454,14.561,30.472,84.203
2.454,14.542,30.570,84.196
2.454,14.553,30.571,84.179
2.453,14.543,30.527,84.198
2.454,15.010,30.434,84.169
2.455,15.045,30.268,84.171
6.012,29.469,31.468,89.019
6.012,29.695,31.222,88.748
6.012,29.588,31.205,88.773
6.013,29.737,31.226,88.840
6.014,29.534,31.106,88.822
6.011,29.792,31.255,88.881
6.012,29.731,31.164,88.836
6.012,29.696,30.861,88.825
6.013,29.888,30.964,88.787
2.454,15.047,30.565,85.014
2.454,14.972,30.719,84.407
2.454,14.974,30.396,84.195
2.453,14.933,30.622,83.898
2.454,14.926,30.583,83.795
2.454,14.942,30.602,83.813
2.454,14.978,30.693,83.798
2.454,14.925,30.664,83.760
2.453,14.991,30.920,84.067
2.453,14.874,30.717,83.902
2.453,14.792,30.449,83.864
2.453,14.791,30.643,83.849
2.453,14.785,30.659,83.855
6.011,29.711,31.200,89.487
6.013,29.563,31.352,89.268
6.013,29.384,31.271,89.278
6.014,29.505,31.016,89.411
6.014,29.515,31.476,89.312
6.014,29.385,31.305,89.312
6.014,29.572,31.187,89.323
6.014,29.241,31.351,89.350
6.013,29.431,31.361,89.363
2.454,13.644,30.570,84.213
2.454,13.655,30.511,83.957
2.454,13.672,30.572,83.900
2.454,13.671,30.487,83.853
2.453,13.676,30.617,83.864
2.454,13.673,30.500,83.890
2.453,13.677,30.602,83.895
2.454,13.679,30.596,83.885
2.454,13.673,30.593,83.883
2.453,13.653,30.744,83.864
2.453,13.662,30.646,83.877
2.454,13.650,30.508,83.899
2.453,13.652,30.567,83.950
6.012,28.604,31.266,88.963
6.012,28.482,31.385,89.086
6.014,28.466,31.205,89.158
6.014,28.700,31.429,89.254
6.013,28.346,31.400,89.170
6.013,28.670,31.447,89.211
6.015,28.696,31.261,89.161
6.015,28.601,31.388,89.173
6.013,28.559,31.130,89.144
2.454,13.329,30.700,84.226
2.455,13.337,30.686,84.001
2.454,13.342,30.914,83.960
2.455,13.345,30.923,83.940
2.454,13.351,30.502,83.975
2.454,13.337,30.425,83.958
2.454,13.336,30.532,83.956
2.454,13.343,30.654,84.002
2.453,13.344,30.930,83.973
2.453,13.331,30.664,83.941
2.453,13.311,30.782,83.965
2.453,13.326,30.562,83.976
2.454,13.321,30.918,83.949
6.013,29.408,31.333,88.829
6.013,29.130,31.281,89.238
6.015,29.288,31.117,89.220
6.015,29.303,30.902,89.250
6.014,29.297,31.243,89.215
6.015,29.144,31.169,89.276
6.014,29.223,30.996,89.237
6.014,29.301,31.233,89.267
6.016,29.319,31.474,89.102
6.015,29.030,31.091,89.295
6.016,29.099,31.467,89.344
6.014,29.179,31.343,89.337
6.016,29.063,31.211,89.394
6.017,29.126,31.528,89.329
6.018,29.018,31.290,89.231
6.017,29.000,31.434,89.289
6.019,29.190,31.372,89.333
6.017,29.158,31.473,89.343
6.018,29.247,31.165,89.304
6.016,29.104,31.460,89.324
6.016,29.128,31.395,89.321
6.015,28.363,31.195,89.308
6.017,28.889,31.237,89.291
6.014,29.079,31.199,89.315
6.014,29.012,31.529,89.325
6.012,28.351,31.383,89.315
6.015,29.080,31.202,89.333
6.013,29.075,31.307,89.358
6.012,29.057,31.287,89.358
6.013,28.872,31.352,89.306
6.014,28.936,31.135,89.388
6.014,29.062,31.490,89.426
6.015,29.032,30.952,89.391
6.016,29.148,31.127,89.468
6.017,29.122,31.343,89.477
6.018,28.944,30.984,89.444
6.016,29.064,31.208,89.388
6.015,29.061,31.057,89.422
6.017,29.371,31.237,89.435
6.018,29.080,31.296,89.408
6.019,28.659,31.189,89.419
6.016,29.071,30.985,89.395
6.014,28.674,31.310,89.433
6.014,28.876,31.147,89.428
6.015,28.903,31.042,89.391
6.014,28.921,31.163,89.374
6.015,29.038,31.096,89.425
6.015,29.010,30.896,89.432
6.015,28.925,30.959,89.427
6.014,28.957,31.189,89.467
6.014,29.081,31.015,89.463
6.014,29.059,31.224,89.500
6.014,28.955,31.314,89.490
2.760,15.408,30.651,85.451
2.760,15.309,30.433,84.675
2.761,15.319,30.511,84.430
2.760,15.302,30.602,84.340
2.761,15.293,30.495,84.343
2.760,15.305,30.590,84.324
2.760,15.298,30.564,84.296
2.760,15.430,30.513,84.286
2.760,15.451,30.531,84.290
2.760,15.428,30.416,84.288
2.759,15.443,30.358,84.360
2.759,15.709,30.531,84.357
2.759,15.636,30.512,84.374
6.013,29.572,31.118,90.432
6.014,28.949,31.067,90.049
6.014,29.284,30.850,90.028
6.012,28.678,30.998,90.013
6.013,29.361,31.026,89.953
6.012,29.205,30.915,89.950
6.011,29.378,31.091,89.950
6.012,29.463,31.012,90.019
6.012,28.639,31.083,90.001
2.760,15.886,30.534,85.525
2.759,15.876,30.403,84.538
2.759,15.885,30.579,84.293
2.759,15.868,30.476,84.237
2.759,15.853,30.426,84.181
2.759,15.847,30.450,84.180
2.758,15.833,30.244,84.164
2.759,15.853,30.337,84.264
2.759,15.861,30.375,84.554
2.759,15.857,30.279,84.638
2.758,15.852,30.262,84.655
2.759,15.849,30.307,84.694
2.759,15.850,30.366,84.785
6.010,29.696,30.919,89.876
6.011,29.525,30.948,90.053
6.012,29.492,31.204,90.080
6.013,29.427,30.945,90.141
6.013,29.539,31.030,90.155
6.013,29.578,30.871,90.165
6.015,29.551,31.197,90.130
6.015,29.544,31.029,90.071
6.014,29.510,30.773,90.095
2.760,15.082,30.254,85.341
2.760,14.883,30.380,84.690
2.760,14.998,30.241,84.495
2.761,15.032,30.488,84.500
2.760,14.978,30.325,84.450
2.760,14.900,30.265,84.452
2.759,14.973,30.346,84.415
2.758,14.943,30.140,84.439
2.757,14.984,30.107,84.487
2.757,14.823,30.682,84.532
2.757,15.117,30.571,84.583
2.758,15.138,30.378,84.634
2.758,15.083,30.474,84.666
6.011,29.160,31.256,89.305
6.013,29.252,30.948,89.745
6.014,29.456,31.129,89.836
6.014,29.206,31.306,89.882
6.013,29.351,31.238,89.822
6.013,29.404,31.074,89.808
6.014,29.436,31.025,89.844
6.014,29.301,31.096,89.768
6.014,29.384,31.178,89.743
2.760,15.319,30.032,86.898
2.758,15.125,30.551,84.719
2.758,15.279,30.453,84.409
2.757,15.302,30.460,84.361
2.758,15.357,30.377,84.368
2.757,15.403,30.678,84.400
2.758,15.459,30.486,84.471
2.758,15.413,30.524,84.552
2.758,15.453,30.415,84.522
2.758,15.493,30.792,84.562
2.759,15.480,30.666,84.558
2.758,15.511,30.646,84.542
2.759,15.472,30.787,84.544
6.013,29.203,31.346,89.633
6.012,29.483,31.001,89.753
6.013,29.574,30.831,89.793
6.014,29.545,31.090,89.870
6.013,28.813,30.986,89.787
6.013,29.433,31.025,89.831
6.015,28.998,30.924,89.643
6.014,29.541,30.852,89.715
6.011,29.143,30.468,89.499
2.758,15.203,30.101,85.904
2.757,15.236,30.392,84.623
2.756,15.205,30.522,83.994
2.755,15.197,30.385,83.906
2.756,15.216,30.440,83.920
2.757,15.236,30.335,83.921
2.757,15.289,30.545,83.901
2.757,15.296,30.493,83.894
2.757,15.302,30.484,83.875
2.756,15.280,30.637,83.913
2.758,15.267,30.382,83.964
2.757,15.248,30.576,83.971
2.757,15.438,30.499,84.076
6.010,28.580,31.252,89.508
6.012,28.536,31.196,89.857
6.013,28.476,31.234,89.933
6.013,28.539,30.798,89.936
6.012,28.719,31.012,89.887
6.012,28.613,31.147,89.883
6.011,28.443,31.214,89.936
6.011,28.621,31.004,89.863
6.012,28.559,31.057,89.914
6.014,28.688,31.103,89.925
6.013,28.590,31.094,89.917
6.013,28.692,30.992,89.910
6.015,28.639,30.935,89.880
6.014,28.476,31.183,89.871
6.014,28.548,31.232,89.866
6.016,28.786,31.191,89.838
6.015,28.292,31.147,89.827
6.014,28.515,31.037,89.843
6.016,28.765,31.036,89.842
6.014,28.671,31.254,89.866
6.013,28.686,31.304,89.855
6.014,28.602,30.871,89.850
6.012,28.575,31.056,89.856
6.014,28.604,31.193,89.856
6.013,28.521,31.034,89.846
6.014,28.532,31.156,89.852
6.013,28.687,31.085,89.850
6.012,28.595,31.056,89.837
6.012,28.695,31.273,89.882
6.011,28.868,31.101,89.846
6.014,28.625,31.474,89.598
6.014,28.787,31.173,89.527
6.014,28.604,31.180,89.526
6.015,28.586,31.185,89.573
6.015,28.650,31.155,89.592
6.013,28.605,31.159,89.500
6.015,28.440,31.312,89.564
6.012,28.670,31.092,89.566
6.013,28.746,31.237,89.577
6.013,28.839,30.803,89.528
6.014,28.655,31.117,89.590
6.014,28.580,31.015,89.551
6.014,28.616,30.892,89.543
6.014,28.818,31.295,89.511
6.015,28.675,31.014,89.441
6.014,28.738,31.296,89.448
6.013,28.751,31.303,89.477
6.014,28.591,31.321,89.497
6.013,28.766,31.438,89.515
6.013,28.832,31.333,89.513
6.012,28.572,31.335,89.529
6.013,28.641,31.136,89.538
6.014,28.606,31.279,89.530
2.760,15.110,30.129,84.192
2.760,15.681,30.689,83.943
2.759,15.669,30.336,83.907
2.759,15.658,30.478,83.960
2.759,15.634,30.308,83.955
2.758,15.661,30.283,83.978
2.759,15.684,30.457,84.067
2.759,15.862,30.472,84.186
2.758,15.786,30.449,84.161
2.758,15.792,30.602,84.153
2.759,15.778,30.303,84.225
2.758,15.788,30.460,84.289
2.759,15.790,30.615,84.278
5.490,26.421,31.207,88.206
5.491,26.677,31.155,88.487
5.491,26.763,31.104,88.538
5.491,26.555,31.020,88.500
5.490,26.727,30.953,88.495
5.490,26.482,30.960,88.492
