DOL,CD,FI3312A,TI3302A
80.667,2.758,15.767,84.797
80.708,2.758,15.528,84.682
80.750,2.758,15.488,84.597
80.792,2.758,15.456,84.618
80.833,2.758,15.373,84.552
80.875,2.758,15.415,84.558
80.958,6.012,29.913,88.873
81.000,6.011,29.547,88.974
81.042,6.013,29.990,89.100
81.083,6.012,29.145,89.159
81.125,6.013,29.881,89.205
81.167,6.012,29.768,89.196
81.208,6.012,29.842,89.113
81.250,6.012,29.193,89.028
81.292,6.013,29.922,89.016
81.375,2.759,14.777,86.084
81.417,2.759,14.826,84.896
81.458,2.759,14.816,84.663
81.500,2.758,14.827,84.566
81.542,2.758,14.855,84.578
81.583,2.758,14.691,84.429
81.625,2.757,14.789,84.550
81.667,2.757,14.812,84.581
81.708,2.758,14.833,84.594
81.750,2.757,14.841,84.611
81.792,2.758,14.859,84.665
81.833,2.757,14.876,84.681
81.875,2.758,14.898,84.754
81.958,6.010,29.703,89.171
82.000,6.011,29.742,89.067
82.042,6.011,29.478,89.024
82.083,6.012,29.626,89.088
82.125,6.012,29.326,89.091
82.167,6.011,29.132,89.134
82.208,6.011,29.532,89.088
82.250,6.011,29.581,89.047
82.292,6.012,29.151,88.148
82.375,6.011,29.599,87.721
82.417,6.012,29.126,87.745
82.458,6.011,28.904,87.775
82.500,6.012,28.855,87.758
82.542,6.010,29.493,87.772
82.583,6.010,29.152,87.749
82.625,6.011,29.593,87.704
82.667,6.012,29.009,87.722
82.708,6.011,29.584,87.734
82.750,6.011,28.937,87.722
82.792,6.010,29.521,87.708
82.833,6.010,29.187,87.702
82.875,6.011,29.222,87.683
82.958,6.012,29.438,88.094
83.000,6.009,29.384,88.717
83.042,6.010,29.584,88.769
83.083,6.011,29.631,88.780
83.125,6.010,29.543,88.752
83.167,6.013,29.564,88.776
83.208,6.010,29.691,88.773
83.250,6.011,29.693,88.768
83.292,6.011,29.392,87.932
83.375,6.013,29.625,87.733
83.417,6.012,29.427,87.978
83.458,6.012,29.066,88.070
83.500,6.012,29.373,88.067
83.542,6.012,29.129,88.078
83.583,6.011,29.512,87.992
83.625,6.011,29.284,87.987
83.667,6.011,29.295,88.013
83.708,6.011,29.332,88.040
83.750,6.012,29.097,87.995
83.792,6.010,28.840,88.003
83.833,6.010,29.529,88.025
83.875,6.012,29.506,88.024
83.958,6.011,29.516,88.612
84.000,6.011,29.584,88.803
84.042,6.012,29.460,88.814
84.083,6.011,29.287,88.830
84.125,6.011,29.243,88.837
84.167,6.011,29.669,88.849
84.208,6.011,29.573,88.767
84.250,6.011,29.586,88.769
84.292,6.011,29.626,88.770
84.375,6.012,29.103,88.591
84.417,6.008,29.264,88.183
84.458,6.013,29.102,88.173
84.500,6.014,29.386,88.176
84.542,6.013,29.194,88.170
84.583,6.014,29.375,88.236
84.625,6.015,29.404,88.216
84.667,6.013,29.394,88.167
84.708,6.014,29.477,88.140
84.750,6.013,29.522,88.170
84.792,6.015,29.373,88.173
84.833,6.014,29.281,88.186
84.875,6.014,29.223,88.187
84.958,6.013,28.086,88.389
85.000,6.013,28.395,88.597
85.042,6.013,28.323,88.656
85.083,6.012,28.397,88.693
85.125,6.012,28.101,88.736
85.167,6.011,28.388,88.678
85.208,6.012,28.341,88.692
85.250,6.011,28.156,88.683
85.292,6.013,27.989,88.706
85.375,6.013,28.179,88.719
85.417,6.015,28.515,88.750
85.458,6.015,28.513,88.748
85.500,6.014,28.523,88.717
85.542,6.014,28.493,88.690
85.583,6.014,27.904,88.665
85.625,6.015,28.185,88.641
85.667,6.015,28.416,88.662
85.708,6.015,28.516,88.729
85.750,6.014,28.054,88.708
85.792,6.013,28.167,88.416
85.833,6.013,28.100,88.339
85.875,6.011,28.115,88.317
85.958,6.012,28.528,88.488
86.000,6.010,28.468,88.664
86.042,6.012,28.203,88.706
86.083,6.011,28.402,88.659
86.125,6.012,28.600,88.654
86.167,6.012,28.614,88.645
86.208,6.012,28.595,88.649
86.250,6.012,28.120,88.700
86.292,6.012,28.650,88.700
86.375,6.013,28.270,89.005
86.417,6.014,28.707,88.472
86.458,6.014,28.677,88.320
86.500,6.015,28.455,88.319
86.542,6.015,28.650,88.307
86.583,6.015,28.349,88.297
86.625,6.015,28.671,88.275
86.667,6.015,28.704,88.359
86.708,6.014,28.786,88.224
86.750,6.016,28.604,88.246
86.792,6.015,28.652,88.272
86.833,6.015,28.461,88.255
86.875,6.015,28.583,88.210
86.958,6.014,28.562,88.462
87.000,6.014,28.743,88.630
87.042,6.012,28.665,88.726
87.083,6.012,28.666,88.728
87.125,6.012,28.585,88.715
87.167,6.012,29.033,88.676
87.208,6.012,28.789,88.671
87.250,6.010,28.450,88.547
87.292,6.011,28.609,88.824
87.375,6.012,29.433,88.673
87.417,6.015,29.514,88.154
87.458,6.014,29.501,87.995
87.500,6.014,29.460,88.124
87.542,6.013,29.415,88.665
87.583,6.014,29.635,88.670
87.625,6.014,29.948,88.628
87.667,6.013,30.195,88.614
87.708,6.015,29.953,88.560
87.750,6.014,30.212,88.621
87.792,6.014,30.106,88.604
87.833,6.013,29.896,88.638
87.875,6.014,29.966,88.606
87.958,6.011,31.006,88.126
88.000,6.012,29.030,88.542
88.042,6.012,29.237,88.564
88.083,6.012,29.244,88.545
88.125,6.013,29.288,88.521
88.167,6.012,29.237,88.477
88.208,6.012,29.048,88.516
88.250,6.012,29.466,88.522
88.292,6.012,29.016,88.535
88.375,6.014,28.305,89.250
88.417,6.014,27.923,88.783
88.458,6.014,28.045,88.654
88.500,6.015,28.619,88.726
88.542,6.015,28.579,88.775
88.583,6.015,28.041,88.676
88.625,6.016,27.898,88.688
88.667,6.015,29.400,88.524
88.708,6.015,29.336,88.554
88.750,6.015,29.100,88.564
88.792,6.013,29.316,88.517
88.833,6.014,29.322,88.536
88.875,6.013,29.395,88.531
88.958,6.013,29.470,88.990
89.000,6.013,29.550,89.166
89.042,6.012,29.444,89.140
89.083,6.013,29.039,89.146
89.125,6.013,29.190,89.193
89.167,6.012,29.352,89.222
89.208,6.011,29.373,89.235
89.250,6.012,29.128,89.266
89.292,6.012,29.037,89.236
89.375,6.012,29.320,89.221
89.417,6.013,29.276,89.232
89.458,6.012,28.651,89.292
89.500,6.014,29.237,89.292
89.542,6.014,29.292,89.275
89.583,6.016,28.677,89.304
89.625,6.014,29.333,89.242
89.667,6.014,28.882,89.221
89.708,6.014,29.338,89.227
89.750,6.013,29.342,89.199
89.792,6.015,29.156,89.184
89.833,6.014,28.576,89.210
89.875,6.016,28.634,89.233
89.958,6.012,29.395,89.232
90.000,6.013,29.094,89.203
90.042,6.014,28.587,89.235
90.083,6.012,29.359,89.222
90.125,6.012,28.886,89.238
90.167,6.012,29.287,89.246
90.208,6.012,28.667,89.230
90.250,6.012,28.706,89.247
90.292,6.014,29.265,89.083
90.375,6.012,29.301,88.938
90.417,6.011,29.380,88.972
90.458,6.016,28.918,88.980
90.500,4.264,20.727,87.817
90.542,4.263,20.293,85.943
90.583,4.262,20.481,85.811
90.625,4.263,21.331,85.763
90.667,6.014,29.175,89.223
90.708,6.013,29.724,89.110
90.750,6.013,29.665,89.090
90.792,6.014,29.207,89.073
90.833,6.015,29.868,89.077
90.875,6.014,29.787,89.081
90.958,6.013,29.884,89.057
91.000,6.013,29.759,89.058
91.042,6.013,29.831,89.031
91.083,6.013,29.859,89.060
91.125,6.013,29.794,89.021
91.167,6.011,29.795,89.017
91.208,6.012,29.449,89.036
91.250,6.012,29.849,89.075
91.292,6.012,29.704,89.131
91.375,6.013,29.173,88.839
91.417,6.012,29.391,88.560
91.458,6.013,29.193,88.561
91.500,6.014,29.245,88.530
91.542,6.015,29.246,88.556
91.583,6.014,29.353,88.482
91.625,6.015,29.414,88.509
91.667,6.014,29.311,88.578
91.708,6.015,29.181,88.537
91.750,6.014,29.141,88.484
91.792,6.013,29.271,88.475
91.833,6.014,29.284,88.502
91.875,6.013,29.123,88.526
91.958,6.014,28.661,88.971
92.000,6.013,28.879,89.186
92.042,6.013,28.942,89.197
92.083,6.011,28.575,89.187
92.125,6.013,28.747,89.208
92.167,6.012,28.919,89.213
92.208,6.015,28.948,89.206
92.250,6.013,28.230,89.223
92.292,6.012,28.835,89.216
92.375,2.760,15.743,86.922
92.417,2.759,15.759,86.520
92.458,2.759,15.752,86.486
92.500,2.760,15.770,86.486
92.542,2.760,15.761,86.438
92.583,2.760,15.760,86.386
92.625,2.759,15.808,86.373
92.667,2.759,15.850,86.584
92.708,2.759,15.794,86.486
92.750,2.758,15.723,86.458
92.792,2.758,15.770,86.476
92.833,2.759,15.753,86.530
92.875,2.759,15.737,86.524
92.958,6.043,28.861,88.589
93.000,6.013,28.924,88.676
93.042,6.012,29.393,88.696
93.083,6.012,28.851,88.693
93.125,6.012,29.200,88.649
93.167,6.012,29.112,88.638
93.208,6.012,29.523,88.644
93.250,6.015,29.369,88.689
93.292,6.014,28.738,88.654
93.375,2.760,14.824,85.851
93.417,2.760,15.011,85.737
93.458,2.760,14.802,85.734
93.500,2.761,14.746,85.769
93.542,2.761,14.797,85.792
93.583,2.761,14.829,85.787
93.625,2.760,14.826,85.737
93.667,2.760,14.813,85.707
93.708,2.759,14.859,85.662
93.750,2.758,14.734,85.682
93.792,2.758,14.725,85.686
93.833,2.758,14.714,85.700
93.875,2.758,14.714,85.707
93.958,6.043,29.163,88.394
94.000,6.010,29.105,88.620
94.042,6.012,29.057,88.693
94.083,6.011,29.287,88.703
94.125,6.013,29.169,88.719
94.167,6.012,29.019,88.737
94.208,6.014,29.083,88.711
94.250,6.013,29.061,88.665
94.292,6.014,29.081,88.692
94.375,2.760,14.950,88.306
94.417,2.759,15.017,86.470
94.458,2.760,15.006,86.157
94.500,2.760,15.010,86.094
94.542,2.760,15.013,86.093
94.583,2.760,14.995,86.098
94.625,2.759,15.005,86.103
94.667,2.760,14.993,86.055
94.708,2.760,14.951,86.029
94.750,2.760,14.930,86.064
94.792,2.759,14.921,86.092
94.833,2.758,14.887,86.093
94.875,2.759,14.900,86.077
94.958,6.012,29.555,88.649
95.000,6.013,29.521,88.606
95.042,6.012,29.404,88.628
95.083,6.013,29.304,88.621
95.125,6.012,29.390,88.614
95.167,6.013,28.959,88.595
95.208,6.012,28.672,88.589
95.250,6.013,29.463,88.612
95.292,6.013,29.043,88.579
95.375,6.013,29.505,88.600
95.417,6.013,29.458,88.614
95.458,6.014,28.891,88.644
95.500,6.014,29.507,88.666
95.542,6.015,29.165,88.705
95.583,6.014,29.447,88.690
95.625,6.016,29.561,88.710
95.667,6.015,29.600,88.631
95.708,6.016,29.459,88.651
95.750,6.015,29.293,88.633
95.792,6.016,29.241,88.614
95.833,6.013,29.546,88.624
95.875,6.014,29.707,88.576
95.958,6.014,29.137,88.650
96.000,6.013,29.540,88.639
96.042,6.015,29.434,88.634
96.083,6.013,29.360,88.608
96.125,6.014,28.836,88.638
96.167,6.013,28.981,88.640
96.208,6.012,29.591,88.635
96.250,6.014,29.429,88.651
96.292,6.014,29.394,88.683
96.375,6.014,29.602,88.682
96.417,6.013,29.729,88.710
96.458,6.014,29.359,88.703
96.500,6.014,29.266,88.736
96.542,6.014,29.590,88.732
96.583,6.013,29.573,88.731
96.625,6.014,29.298,88.732
96.667,6.013,29.281,88.727
96.708,6.014,28.966,88.716
96.750,6.015,29.475,88.699
96.792,6.015,29.472,88.681
96.833,6.015,29.537,88.656
96.875,6.015,28.985,88.685
96.958,6.012,29.486,88.748
97.000,6.013,28.676,88.674
97.042,6.013,29.243,88.581
97.083,6.012,29.182,88.588
97.125,6.011,29.555,88.581
97.167,6.014,29.565,88.596
97.208,6.012,29.519,88.573
97.250,6.012,29.500,88.592
97.292,6.012,29.473,88.589
97.375,6.012,29.289,88.725
97.417,6.014,29.491,88.751
97.458,6.014,29.645,88.740
97.500,6.013,28.796,88.717
97.542,6.013,29.584,88.758
97.583,6.013,29.598,88.704
97.625,6.014,29.119,88.692
97.667,6.015,28.959,88.664
97.708,6.014,29.044,88.660
97.750,6.012,29.591,88.640
97.792,6.014,29.553,88.663
97.833,6.014,28.950,88.671
97.875,6.013,28.736,88.647
97.958,6.012,29.369,88.701
98.000,6.014,29.455,88.719
98.042,6.013,28.621,88.724
98.083,6.014,29.476,88.702
98.125,6.013,29.247,88.708
98.167,6.014,29.526,88.694
98.208,6.012,29.496,88.686
98.250,6.013,29.504,88.721
98.292,6.011,28.972,88.644
98.375,3.678,20.037,85.505
98.417,3.676,20.031,85.018
98.458,3.065,15.490,84.495
98.500,3.064,15.490,84.479
98.542,3.064,15.485,84.434
98.583,3.065,15.550,84.702
98.625,3.065,15.605,85.100
98.667,3.066,15.691,85.325
98.708,3.065,15.632,85.223
98.750,3.066,15.600,85.205
98.792,3.065,15.593,85.177
98.833,3.064,15.595,85.176
98.875,6.010,29.370,88.559
98.958,6.009,29.515,89.282
99.000,6.010,29.566,89.409
99.042,6.010,29.576,89.405
99.083,6.009,29.624,89.432
99.125,6.009,29.631,89.377
99.167,6.010,29.675,89.377
99.208,6.011,29.459,89.395
99.250,6.010,29.355,89.421
99.292,6.010,29.451,89.410
99.375,3.064,15.361,86.407
99.417,3.064,15.373,84.853
99.458,3.064,15.366,84.577
99.500,3.064,15.363,84.481
99.542,3.064,15.347,84.464
99.583,3.064,15.400,84.918
99.625,3.065,15.420,85.196
99.667,3.064,15.470,85.247
99.708,3.065,15.476,85.266
99.750,3.064,15.448,85.233
99.792,3.062,15.427,85.255
99.833,3.063,15.419,85.311
99.875,3.063,15.437,85.353
99.958,6.011,29.516,89.349
100.000,6.010,29.535,89.536
100.042,6.010,29.453,89.546
100.083,6.010,29.133,89.556
100.125,6.011,29.442,89.579
100.167,6.011,29.435,89.551
100.208,6.010,29.463,89.600
100.250,6.012,29.422,89.512
100.292,6.011,29.389,89.486
100.375,3.063,15.139,86.044
100.417,3.064,15.132,85.497
100.458,3.064,15.135,85.329
100.500,3.064,15.149,85.261
100.542,3.063,15.135,85.275
100.583,3.064,15.213,85.308
100.625,3.064,15.235,85.296
100.667,3.064,15.236,85.314
100.708,3.065,15.241,85.274
100.750,3.064,15.238,85.285
100.792,3.065,15.234,85.290
100.833,3.063,15.240,85.334
100.875,3.063,15.239,85.360
100.958,6.011,29.409,88.578
101.000,6.011,28.893,88.754
101.042,6.013,29.468,88.847
101.083,6.012,28.813,88.913
101.125,6.013,29.340,88.888
101.167,6.012,29.382,88.859
101.208,6.012,29.319,88.894
101.250,6.012,29.370,88.883
101.292,6.014,29.367,88.863
101.375,2.455,13.737,84.260
101.417,2.453,13.924,85.499
101.458,2.454,13.908,85.707
101.500,2.453,13.912,85.735
101.542,2.454,13.942,85.746
101.583,2.455,13.942,85.770
101.625,2.454,13.961,85.814
101.667,2.454,14.016,85.891
101.708,2.455,14.021,85.867
101.750,2.452,14.010,85.819
101.792,2.452,14.020,85.795
101.833,2.452,14.022,85.876
101.875,2.452,14.024,85.959
101.958,6.011,28.792,88.842
102.000,6.011,28.326,88.903
102.042,6.012,28.320,88.888
102.083,6.013,28.244,88.910
102.125,6.012,28.301,88.934
102.167,6.012,28.882,88.910
102.208,6.013,28.200,88.909
102.250,6.011,28.155,88.905
102.292,6.012,28.585,88.933
102.375,2.454,14.631,87.776
102.417,2.454,14.441,85.657
102.458,2.453,14.414,85.144
102.500,2.453,14.349,84.516
102.542,2.453,14.351,84.207
102.583,2.453,14.361,84.154
102.625,2.453,14.349,84.147
102.667,2.453,14.356,84.141
102.708,2.454,14.351,84.185
102.750,2.453,14.336,84.181
102.792,2.453,14.300,84.169
102.833,2.452,14.282,84.174
102.875,2.453,14.272,84.225
102.958,6.011,29.207,88.764
103.000,6.013,28.921,88.857
103.042,6.011,28.580,88.917
103.083,6.011,29.056,88.959
103.125,6.012,28.982,88.950
103.167,6.014,29.035,88.892
103.208,6.012,28.447,88.917
103.250,6.012,28.756,88.889
103.292,6.015,28.667,88.868
103.375,6.014,28.896,88.883
103.417,6.013,29.042,88.933
103.458,6.014,29.089,88.932
103.500,6.014,28.965,88.873
103.542,6.013,28.976,88.823
103.583,6.015,29.098,88.833
103.625,6.013,28.974,88.829
103.667,6.014,28.919,88.836
103.708,6.014,29.126,88.798
103.750,6.014,29.000,88.829
103.792,6.015,29.034,88.853
103.833,6.015,28.559,88.868
103.875,6.015,28.939,88.892
103.958,6.014,28.961,88.882
104.000,6.014,28.960,88.891
104.042,6.014,28.979,88.902
104.083,6.014,28.998,88.866
104.125,6.013,28.975,88.830
104.167,6.014,28.918,88.814
104.208,6.012,28.921,88.849
104.250,6.014,28.982,88.850
104.292,6.013,29.019,88.863
104.375,6.014,29.028,88.909
104.417,6.014,29.015,88.940
104.458,6.014,28.930,88.931
104.500,6.015,29.017,88.938
104.542,6.015,28.488,88.967
104.583,6.015,28.988,88.959
104.625,6.015,28.940,88.922
104.667,6.016,28.885,88.949
104.708,6.016,28.781,88.959
104.750,6.016,28.889,88.949
104.792,6.015,28.939,88.989
104.833,6.014,28.842,88.980
104.875,6.015,28.927,88.982
104.958,6.013,28.374,88.957
105.000,6.013,28.844,88.977
105.042,6.014,28.838,88.957
105.083,6.015,28.736,88.935
105.125,6.014,28.585,88.936
105.167,6.015,28.597,88.621
105.208,6.013,28.570,88.635
105.250,6.010,28.688,88.885
105.292,6.011,28.761,89.111
105.375,2.455,14.903,86.298
105.417,2.453,14.892,84.664
105.458,2.453,14.889,84.287
105.500,2.454,14.924,84.210
105.542,2.454,14.886,84.151
105.583,2.454,14.913,84.112
105.625,2.454,14.894,84.122
105.667,2.454,14.919,84.095
105.708,2.454,14.910,84.108
105.750,2.453,14.880,84.113
105.792,2.454,14.876,84.114
105.833,2.454,14.869,84.169
105.875,2.454,14.874,84.232
105.958,6.014,29.258,88.856
106.000,6.012,29.156,88.829
106.042,6.013,29.519,88.844
106.083,6.014,28.979,88.893
106.125,6.013,29.366,88.910
106.167,6.013,29.086,88.891
106.208,6.014,29.492,88.944
106.250,6.015,29.246,88.859
106.292,6.015,28.911,88.873
106.375,2.454,14.680,85.045
106.417,2.454,14.518,84.186
106.458,2.454,14.536,84.181
106.500,2.454,14.551,84.197
106.542,2.455,14.551,84.176
106.583,2.454,14.545,84.154
106.625,2.454,14.554,84.189
106.667,2.454,14.561,84.203
106.708,2.454,14.542,84.196
106.750,2.454,14.553,84.179
106.792,2.453,14.543,84.198
106.833,2.454,15.010,84.169
106.875,2.455,15.045,84.171
106.958,6.012,29.469,89.019
107.000,6.012,29.695,88.748
107.042,6.012,29.588,88.773
107.083,6.013,29.737,88.840
107.125,6.014,29.534,88.822
107.167,6.011,29.792,88.881
107.208,6.012,29.731,88.836
107.250,6.012,29.696,88.825
107.292,6.013,29.888,88.787
107.375,2.454,15.047,85.014
107.417,2.454,14.972,84.407
107.458,2.454,14.974,84.195
107.500,2.453,14.933,83.898
107.542,2.454,14.926,83.795
107.583,2.454,14.942,83.813
107.625,2.454,14.978,83.798
107.667,2.454,14.925,83.760
107.708,2.453,14.991,84.067
107.750,2.453,14.874,83.902
107.792,2.453,14.792,83.864
107.833,2.453,14.791,83.849
107.875,2.453,14.785,83.855
107.958,6.011,29.711,89.487
108.000,6.013,29.563,89.268
108.042,6.013,29.384,89.278
108.083,6.014,29.505,89.411
108.125,6.014,29.515,89.312
108.167,6.014,29.385,89.312
108.208,6.014,29.572,89.323
108.250,6.014,29.241,89.350
108.292,6.013,29.431,89.363
108.375,2.454,13.644,84.213
108.417,2.454,13.655,83.957
108.458,2.454,13.672,83.900
108.500,2.454,13.671,83.853
108.542,2.453,13.676,83.864
108.583,2.454,13.673,83.890
108.625,2.453,13.677,83.895
108.667,2.454,13.679,83.885
108.708,2.454,13.673,83.883
108.750,2.453,13.653,83.864
108.792,2.453,13.662,83.877
108.833,2.454,13.650,83.899
108.875,2.453,13.652,83.950
108.958,6.012,28.604,88.963
109.000,6.012,28.482,89.086
109.042,6.014,28.466,89.158
109.083,6.014,28.700,89.254
109.125,6.013,28.346,89.170
109.167,6.013,28.670,89.211
109.208,6.015,28.696,89.161
109.250,6.015,28.601,89.173
109.292,6.013,28.559,89.144
109.375,2.454,13.329,84.226
109.417,2.455,13.337,84.001
109.458,2.454,13.342,83.960
109.500,2.455,13.345,83.940
109.542,2.454,13.351,83.975
109.583,2.454,13.337,83.958
109.625,2.454,13.336,83.956
109.667,2.454,13.343,84.002
109.708,2.453,13.344,83.973
109.750,2.453,13.331,83.941
109.792,2.453,13.311,83.965
109.833,2.453,13.326,83.976
109.875,2.454,13.321,83.949
109.958,6.013,29.408,88.829
110.000,6.013,29.130,89.238
110.042,6.015,29.288,89.220
110.083,6.015,29.303,89.250
110.125,6.014,29.297,89.215
110.167,6.015,29.144,89.276
110.208,6.014,29.223,89.237
110.250,6.014,29.301,89.267
110.292,6.016,29.319,89.102
110.375,6.015,29.030,89.295
110.417,6.016,29.099,89.344
110.458,6.014,29.179,89.337
110.500,6.016,29.063,89.394
110.542,6.017,29.126,89.329
110.583,6.018,29.018,89.231
110.625,6.017,29.000,89.289
110.667,6.019,29.190,89.333
110.708,6.017,29.158,89.343
110.750,6.018,29.247,89.304
110.792,6.016,29.104,89.324
110.833,6.016,29.128,89.321
110.875,6.015,28.363,89.308
110.958,6.017,28.889,89.291
111.000,6.014,29.079,89.315
111.042,6.014,29.012,89.325
111.083,6.012,28.351,89.315
111.125,6.015,29.080,89.333
111.167,6.013,29.075,89.358
111.208,6.012,29.057,89.358
111.250,6.013,28.872,89.306
111.292,6.014,28.936,89.388
111.375,6.014,29.062,89.426
111.417,6.015,29.032,89.391
111.458,6.016,29.148,89.468
111.500,6.017,29.122,89.477
111.542,6.018,28.944,89.444
111.583,6.016,29.064,89.388
111.625,6.015,29.061,89.422
111.667,6.017,29.371,89.435
111.708,6.018,29.080,89.408
111.750,6.019,28.659,89.419
111.792,6.016,29.071,89.395
111.833,6.014,28.674,89.433
111.875,6.014,28.876,89.428
111.958,6.015,28.903,89.391
112.000,6.014,28.921,89.374
112.042,6.015,29.038,89.425
112.083,6.015,29.010,89.432
112.125,6.015,28.925,89.427
112.167,6.014,28.957,89.467
112.208,6.014,29.081,89.463
112.250,6.014,29.059,89.500
112.292,6.014,28.955,89.490
112.375,2.760,15.408,85.451
112.417,2.760,15.309,84.675
112.458,2.761,15.319,84.430
112.500,2.760,15.302,84.340
112.542,2.761,15.293,84.343
112.583,2.760,15.305,84.324
112.625,2.760,15.298,84.296
112.667,2.760,15.430,84.286
112.708,2.760,15.451,84.290
112.750,2.760,15.428,84.288
112.792,2.759,15.443,84.360
112.833,2.759,15.709,84.357
112.875,2.759,15.636,84.374
112.958,6.013,29.572,90.432
113.000,6.014,28.949,90.049
113.042,6.014,29.284,90.028
113.083,6.012,28.678,90.013
113.125,6.013,29.361,89.953
113.167,6.012,29.205,89.950
113.208,6.011,29.378,89.950
113.250,6.012,29.463,90.019
113.292,6.012,28.639,90.001
113.375,2.760,15.886,85.525
113.417,2.759,15.876,84.538
113.458,2.759,15.885,84.293
113.500,2.759,15.868,84.237
113.542,2.759,15.853,84.181
113.583,2.759,15.847,84.180
113.625,2.758,15.833,84.164
113.667,2.759,15.853,84.264
113.708,2.759,15.861,84.554
113.750,2.759,15.857,84.638
113.792,2.758,15.852,84.655
113.833,2.759,15.849,84.694
113.875,2.759,15.850,84.785
113.958,6.010,29.696,89.876
114.000,6.011,29.525,90.053
114.042,6.012,29.492,90.080
114.083,6.013,29.427,90.141
114.125,6.013,29.539,90.155
114.167,6.013,29.578,90.165
114.208,6.015,29.551,90.130
114.250,6.015,29.544,90.071
114.292,6.014,29.510,90.095
114.375,2.760,15.082,85.341
114.417,2.760,14.883,84.690
114.458,2.760,14.998,84.495
114.500,2.761,15.032,84.500
114.542,2.760,14.978,84.450
114.583,2.760,14.900,84.452
114.625,2.759,14.973,84.415
114.667,2.758,14.943,84.439
114.708,2.757,14.984,84.487
114.750,2.757,14.823,84.532
114.792,2.757,15.117,84.583
114.833,2.758,15.138,84.634
114.875,2.758,15.083,84.666
114.958,6.011,29.160,89.305
115.000,6.013,29.252,89.745
115.042,6.014,29.456,89.836
115.083,6.014,29.206,89.882
115.125,6.013,29.351,89.822
115.167,6.013,29.404,89.808
115.208,6.014,29.436,89.844
115.250,6.014,29.301,89.768
115.292,6.014,29.384,89.743
115.375,2.760,15.319,86.898
115.417,2.758,15.125,84.719
115.458,2.758,15.279,84.409
115.500,2.757,15.302,84.361
115.542,2.758,15.357,84.368
115.583,2.757,15.403,84.400
115.625,2.758,15.459,84.471
115.667,2.758,15.413,84.552
115.708,2.758,15.453,84.522
115.750,2.758,15.493,84.562
115.792,2.759,15.480,84.558
115.833,2.758,15.511,84.542
115.875,2.759,15.472,84.544
115.958,6.013,29.203,89.633
116.000,6.012,29.483,89.753
116.042,6.013,29.574,89.793
116.083,6.014,29.545,89.870
116.125,6.013,28.813,89.787
116.167,6.013,29.433,89.831
116.208,6.015,28.998,89.643
116.250,6.014,29.541,89.715
116.292,6.011,29.143,89.499
116.375,2.758,15.203,85.904
116.417,2.757,15.236,84.623
116.458,2.756,15.205,83.994
116.500,2.755,15.197,83.906
116.542,2.756,15.216,83.920
116.583,2.757,15.236,83.921
116.625,2.757,15.289,83.901
116.667,2.757,15.296,83.894
116.708,2.757,15.302,83.875
116.750,2.756,15.280,83.913
116.792,2.758,15.267,83.964
116.833,2.757,15.248,83.971
116.875,2.757,15.438,84.076
116.958,6.010,28.580,89.508
117.000,6.012,28.536,89.857
117.042,6.013,28.476,89.933
117.083,6.013,28.539,89.936
117.125,6.012,28.719,89.887
117.167,6.012,28.613,89.883
117.208,6.011,28.443,89.936
117.250,6.011,28.621,89.863
117.292,6.012,28.559,89.914
117.375,6.014,28.688,89.925
117.417,6.013,28.590,89.917
117.458,6.013,28.692,89.910
117.500,6.015,28.639,89.880
117.542,6.014,28.476,89.871
117.583,6.014,28.548,89.866
117.625,6.016,28.786,89.838
117.667,6.015,28.292,89.827
117.708,6.014,28.515,89.843
117.750,6.016,28.765,89.842
117.792,6.014,28.671,89.866
117.833,6.013,28.686,89.855
117.875,6.014,28.602,89.850
117.958,6.012,28.575,89.856
118.000,6.014,28.604,89.856
118.042,6.013,28.521,89.846
118.083,6.014,28.532,89.852
118.125,6.013,28.687,89.850
118.167,6.012,28.595,89.837
118.208,6.012,28.695,89.882
118.250,6.011,28.868,89.846
118.292,6.014,28.625,89.598
118.375,6.014,28.787,89.527
118.417,6.014,28.604,89.526
118.458,6.015,28.586,89.573
118.500,6.015,28.650,89.592
118.542,6.013,28.605,89.500
118.583,6.015,28.440,89.564
118.625,6.012,28.670,89.566
118.667,6.013,28.746,89.577
118.708,6.013,28.839,89.528
118.750,6.014,28.655,89.590
118.792,6.014,28.580,89.551
118.833,6.014,28.616,89.543
118.875,6.014,28.818,89.511
118.958,6.015,28.675,89.441
119.000,6.014,28.738,89.448
119.042,6.013,28.751,89.477
119.083,6.014,28.591,89.497
119.125,6.013,28.766,89.515
119.167,6.013,28.832,89.513
119.208,6.012,28.572,89.529
119.250,6.013,28.641,89.538
119.292,6.014,28.606,89.530
119.375,2.760,15.110,84.192
119.417,2.760,15.681,83.943
119.458,2.759,15.669,83.907
119.500,2.759,15.658,83.960
119.542,2.759,15.634,83.955
119.583,2.758,15.661,83.978
119.625,2.759,15.684,84.067
119.667,2.759,15.862,84.186
119.708,2.758,15.786,84.161
119.750,2.758,15.792,84.153
119.792,2.759,15.778,84.225
119.833,2.758,15.788,84.289
119.875,2.759,15.790,84.278
119.958,5.490,26.421,88.206
120.000,5.491,26.677,88.487
120.042,5.491,26.763,88.538
120.083,5.491,26.555,88.500
120.125,5.490,26.727,88.495
120.167,5.490,26.482,88.492
120.208,5.491,26.544,88.485
120.250,5.489,26.655,88.481
120.292,5.490,26.516,88.451
