DOL,CD,FI3312A,FI3312B,TI3302A,TI3302B
68.375,6.012,28.928,30.855,89.254,87.785
68.417,6.015,28.748,30.888,89.304,87.842
68.458,6.016,28.985,30.713,89.282,87.838
68.500,6.016,29.359,30.640,89.284,87.724
68.542,6.015,29.265,30.575,89.227,87.594
68.583,6.014,28.689,30.789,89.136,87.511
68.625,6.012,29.108,30.865,88.744,87.216
68.667,6.012,28.462,31.147,88.261,86.781
68.708,6.015,29.588,30.919,87.719,86.165
68.750,6.015,28.985,30.747,87.755,86.108
68.792,6.016,29.468,31.024,87.696,86.134
68.833,6.014,29.386,30.775,87.670,86.116
68.875,6.014,28.941,30.686,87.665,86.091
68.958,6.014,29.471,30.694,87.607,86.088
69.000,6.012,29.353,30.626,87.573,85.925
69.042,6.011,28.713,30.751,87.702,86.055
69.083,6.012,29.206,30.652,87.647,85.965
69.125,6.010,29.110,30.606,87.609,86.040
69.167,6.010,29.366,30.731,87.687,86.027
69.208,6.012,29.399,30.857,87.705,86.056
69.250,6.011,29.392,30.853,87.660,86.092
69.292,6.010,28.658,30.556,87.684,86.035
69.375,6.014,28.925,30.615,87.760,86.219
69.417,6.014,28.963,31.036,87.789,86.344
69.458,6.014,29.660,31.032,87.753,86.332
69.500,6.015,29.422,30.885,87.813,86.279
69.542,6.016,29.505,30.841,87.804,86.367
69.583,6.016,28.956,31.016,87.761,86.277
69.625,6.016,29.627,30.986,87.736,86.172
69.667,6.016,29.189,30.719,87.721,86.216
69.708,6.015,29.485,31.030,87.707,86.221
69.750,6.015,29.506,30.802,87.705,86.151
69.792,6.016,29.055,30.828,87.697,86.190
69.833,6.015,29.263,30.964,87.711,86.192
69.875,6.015,28.991,31.028,87.722,86.124
69.958,6.013,29.587,30.883,87.583,86.012
70.000,6.014,29.233,30.797,87.697,86.142
70.042,6.014,29.473,30.775,87.693,86.140
70.083,6.015,29.401,31.029,87.672,86.185
70.125,6.013,28.807,30.933,87.668,86.122
70.167,6.014,29.373,30.941,87.681,86.161
70.208,6.013,28.874,30.398,87.688,86.098
70.250,6.013,28.734,30.627,87.680,86.141
70.292,6.013,29.253,30.535,87.714,86.167
70.375,3.039,17.906,30.199,87.625,86.283
70.417,2.456,14.133,29.952,85.276,84.029
70.458,2.455,14.140,30.385,84.899,83.687
70.500,2.455,14.120,30.077,84.878,83.583
70.542,2.455,14.181,30.296,84.881,83.642
70.583,2.455,14.159,29.919,84.809,83.641
70.625,2.454,14.156,29.913,84.792,83.514
70.667,2.454,14.120,30.129,84.775,83.397
70.708,2.454,14.125,29.827,84.811,83.432
70.750,2.452,14.059,30.038,84.720,83.356
70.792,2.453,14.064,29.785,84.693,83.290
70.833,2.452,13.981,29.888,84.626,83.180
70.875,2.453,14.051,29.987,84.724,83.420
70.958,6.012,29.036,30.630,87.867,86.433
71.000,6.012,28.892,30.805,87.809,86.360
71.042,6.014,28.839,30.707,87.867,86.373
71.083,6.013,29.203,30.818,87.931,86.377
71.125,6.013,28.615,30.686,87.880,86.331
71.167,6.012,28.883,30.706,87.706,86.155
71.208,6.012,28.343,30.985,87.566,86.018
71.250,6.011,29.576,30.840,87.609,86.027
71.292,6.012,28.744,30.921,87.699,86.092
71.375,2.728,15.047,29.926,88.530,87.039
71.417,2.453,13.586,30.995,85.416,84.171
71.458,2.453,13.569,31.164,84.864,83.706
71.500,2.452,13.470,30.642,84.628,83.267
71.542,2.453,13.535,30.719,84.562,83.158
71.583,2.452,13.533,30.895,84.547,83.162
71.625,2.452,13.539,30.708,84.520,83.223
71.667,2.452,13.634,30.897,84.554,83.232
71.708,2.453,13.584,30.793,84.672,83.325
71.750,2.453,13.553,30.865,84.655,83.231
71.792,2.452,13.550,30.680,84.673,83.224
71.833,2.452,13.519,30.950,84.679,83.225
