DOL,CD,FI3312A,FI3312B,TI3302A,TI3302B
276.167,2.755,14.127,29.639,81.960,81.172
276.208,2.755,14.087,29.235,81.996,81.111
276.250,2.755,14.042,29.284,81.918,81.101
276.292,2.755,14.030,29.585,81.918,81.210
276.375,2.756,14.086,29.509,82.033,81.370
276.417,2.757,14.199,29.540,82.104,81.456
276.458,2.758,14.220,29.757,82.212,81.613
276.500,2.758,14.258,29.858,82.303,81.705
276.542,2.759,14.258,30.021,82.331,81.721
276.583,2.760,14.253,29.693,82.260,81.623
276.625,2.759,14.265,29.645,82.191,81.552
276.667,2.759,14.213,29.539,82.118,81.448
276.708,2.759,14.213,29.711,82.065,81.430
276.750,2.758,14.246,29.615,82.021,81.364
276.792,2.758,14.153,29.757,82.089,81.375
276.833,2.758,14.386,29.669,82.109,81.417
276.875,2.758,14.460,29.983,82.081,81.497
276.958,2.759,14.440,29.590,82.141,81.436
277.000,2.759,14.438,29.777,82.077,81.370
277.042,2.758,14.405,29.532,82.012,81.363
277.083,2.758,14.429,29.825,81.954,81.299
277.125,2.758,14.403,29.734,81.946,81.263
277.167,2.757,14.344,29.400,81.946,81.237
277.208,2.756,14.363,29.653,81.947,81.313
277.250,2.758,14.337,29.492,81.956,81.235
277.292,2.756,14.460,29.748,81.897,81.178
277.375,2.757,14.403,29.448,81.907,81.238
277.417,2.757,14.481,29.764,82.046,81.440
277.458,2.758,14.537,29.683,82.135,81.491
277.500,2.759,14.591,29.734,82.261,81.632
277.542,2.760,14.601,29.672,82.278,81.645
277.583,2.760,14.650,29.982,82.266,81.615
277.625,2.759,14.622,29.754,82.204,81.465
277.667,2.759,14.584,29.673,82.128,81.458
277.708,2.759,14.596,29.525,82.098,81.435
277.750,2.759,14.580,29.841,82.099,81.380
277.792,2.759,14.593,29.867,82.084,81.422
277.833,2.758,14.588,29.507,82.060,81.393
277.875,2.759,14.557,29.657,82.027,81.388
277.958,4.874,24.819,30.805,86.410,85.225
278.000,4.873,24.593,30.437,86.575,85.298
278.042,4.873,24.651,30.508,86.559,85.359
278.083,4.871,24.704,30.437,86.595,85.351
278.125,4.872,24.564,30.416,86.595,85.360
278.167,4.872,24.500,30.610,86.558,85.324
278.208,4.872,24.349,30.426,85.954,84.729
278.250,4.873,24.254,30.323,85.843,84.611
278.292,4.872,24.576,30.472,85.815,84.620
278.375,4.872,24.272,30.434,85.942,84.663
