DOL,CD,FI3312B,TI3302A
159.833,5.795,31.139,89.581
159.875,5.796,31.032,89.522
159.958,5.796,30.965,89.522
160.000,5.795,31.045,89.554
160.042,5.795,30.882,89.532
160.083,5.795,31.044,89.542
160.125,5.796,30.874,89.539
160.167,5.794,31.009,89.515
160.208,5.795,31.263,89.525
160.250,5.794,30.884,89.520
160.292,5.796,31.038,89.521
160.375,5.796,31.030,89.530
160.417,5.796,31.092,89.524
160.458,5.797,30.945,89.563
160.500,5.797,30.912,89.540
160.542,5.798,30.824,89.562
160.583,5.797,31.169,89.527
160.625,5.797,31.076,89.540
160.667,5.798,31.118,89.526
160.708,5.796,31.345,89.551
160.750,5.799,31.053,89.527
160.792,5.799,30.887,89.495
160.833,5.798,31.113,89.506
160.875,5.798,30.909,89.517
160.958,5.797,31.000,89.526
161.000,5.797,31.091,89.515
161.042,5.796,30.659,89.472
161.083,5.797,30.971,89.581
161.125,5.796,31.100,89.569
161.167,5.796,30.909,89.584
161.208,5.796,31.330,89.573
161.250,5.797,30.924,89.569
161.292,5.796,30.880,89.590
161.375,2.453,30.619,85.748
161.417,2.740,30.624,84.984
161.458,3.064,29.819,86.890
161.500,3.062,30.441,86.341
161.542,3.062,30.755,86.503
161.583,3.062,30.509,86.642
161.625,3.063,30.705,86.585
161.667,3.063,30.384,86.732
161.708,3.063,31.343,86.855
161.750,3.063,31.426,86.924
161.792,3.063,30.937,86.692
161.833,3.062,31.400,86.862
161.875,3.061,31.386,87.035
161.958,6.010,31.910,89.295
162.000,6.011,31.651,89.250
162.042,6.012,31.800,89.299
162.083,6.012,31.675,89.258
162.125,6.011,31.726,89.267
162.167,6.011,31.874,89.288
162.208,6.012,31.554,89.337
162.250,6.012,31.334,89.315
162.292,6.011,31.475,88.962
162.375,3.063,30.859,85.880
162.417,3.063,31.153,86.035
162.458,3.064,31.126,86.073
162.500,3.065,31.222,86.089
162.542,3.065,31.200,86.045
162.583,3.063,31.337,86.053
162.625,3.064,31.092,86.094
162.667,3.065,31.301,86.127
162.708,3.063,31.415,86.052
162.750,3.676,29.078,86.702
162.792,2.452,30.558,84.899
162.833,2.451,30.583,84.155
162.875,2.452,30.639,84.032
162.958,6.011,31.416,88.783
163.000,6.011,31.002,89.198
163.042,6.012,31.011,89.257
163.083,6.012,31.096,89.328
163.125,6.012,31.175,89.259
