DOL,CD,FI3312B,TI3302A
80.500,2.758,30.010,84.604
80.542,2.758,29.891,84.586
80.583,2.759,30.301,84.592
80.625,2.759,30.038,84.588
80.667,2.758,30.123,84.797
80.708,2.758,30.032,84.682
80.750,2.758,30.059,84.597
80.792,2.758,29.991,84.618
80.833,2.758,29.782,84.552
80.875,2.758,29.957,84.558
80.958,6.012,31.154,88.873
81.000,6.011,30.953,88.974
81.042,6.013,30.961,89.100
81.083,6.012,30.874,89.159
81.125,6.013,30.731,89.205
81.167,6.012,30.937,89.196
81.208,6.012,30.811,89.113
81.250,6.012,30.757,89.028
81.292,6.013,30.866,89.016
81.375,2.759,30.282,86.084
81.417,2.759,30.005,84.896
81.458,2.759,30.072,84.663
81.500,2.758,30.012,84.566
81.542,2.758,29.811,84.578
81.583,2.758,29.909,84.429
81.625,2.757,30.156,84.550
81.667,2.757,30.187,84.581
81.708,2.758,30.019,84.594
81.750,2.757,30.043,84.611
81.792,2.758,30.046,84.665
81.833,2.757,30.061,84.681
81.875,2.758,29.872,84.754
81.958,6.010,30.956,89.171
82.000,6.011,30.837,89.067
82.042,6.011,30.964,89.024
82.083,6.012,30.781,89.088
82.125,6.012,30.659,89.091
82.167,6.011,30.968,89.134
82.208,6.011,30.883,89.088
82.250,6.011,30.804,89.047
82.292,6.012,30.718,88.148
82.375,6.011,30.797,87.721
82.417,6.012,30.970,87.745
82.458,6.011,30.806,87.775
82.500,6.012,30.798,87.758
82.542,6.010,30.839,87.772
82.583,6.010,30.883,87.749
82.625,6.011,30.999,87.704
82.667,6.012,30.884,87.722
82.708,6.011,30.952,87.734
82.750,6.011,30.863,87.722
82.792,6.010,30.720,87.708
82.833,6.010,31.055,87.702
82.875,6.011,31.079,87.683
82.958,6.012,30.929,88.094
83.000,6.009,31.157,88.717
83.042,6.010,30.861,88.769
83.083,6.011,30.872,88.780
83.125,6.010,31.026,88.752
83.167,6.013,30.938,88.776
83.208,6.010,31.155,88.773
83.250,6.011,30.995,88.768
83.292,6.011,31.119,87.932
83.375,6.013,31.097,87.733
83.417,6.012,30.702,87.978
83.458,6.012,30.768,88.070
83.500,6.012,30.927,88.067
83.542,6.012,30.808,88.078
83.583,6.011,30.665,87.992
83.625,6.011,30.689,87.987
83.667,6.011,30.681,88.013
83.708,6.011,30.736,88.040
83.750,6.012,30.761,87.995
83.792,6.010,30.938,88.003
83.833,6.010,30.682,88.025
83.875,6.012,30.975,88.024
83.958,6.011,30.960,88.612
84.000,6.011,30.743,88.803
84.042,6.012,30.923,88.814
84.083,6.011,30.939,88.830
84.125,6.011,30.924,88.837
84.167,6.011,30.877,88.849
84.208,6.011,30.834,88.767
84.250,6.011,30.881,88.769
84.292,6.011,30.830,88.770
84.375,6.012,30.729,88.591
84.417,6.008,30.705,88.183
84.458,6.013,30.844,88.173
84.500,6.014,30.971,88.176
84.542,6.013,30.649,88.170
84.583,6.014,30.997,88.236
84.625,6.015,30.842,88.216
84.667,6.013,31.085,88.167
84.708,6.014,30.970,88.140
84.750,6.013,30.736,88.170
84.792,6.015,31.133,88.173
84.833,6.014,31.026,88.186
84.875,6.014,30.979,88.187
84.958,6.013,30.944,88.389
85.000,6.013,30.844,88.597
85.042,6.013,30.828,88.656
85.083,6.012,31.069,88.693
85.125,6.012,31.086,88.736
85.167,6.011,30.950,88.678
85.208,6.012,31.013,88.692
85.250,6.011,31.076,88.683
85.292,6.013,30.863,88.706
85.375,6.013,30.861,88.719
85.417,6.015,30.896,88.750
85.458,6.015,30.817,88.748
85.500,6.014,30.989,88.717
85.542,6.014,30.813,88.690
85.583,6.014,30.743,88.665
85.625,6.015,30.748,88.641
85.667,6.015,30.891,88.662
85.708,6.015,30.808,88.729
85.750,6.014,30.906,88.708
85.792,6.013,30.961,88.416
85.833,6.013,30.914,88.339
85.875,6.011,31.094,88.317
85.958,6.012,31.037,88.488
86.000,6.010,30.909,88.664
86.042,6.012,31.071,88.706
86.083,6.011,30.843,88.659
86.125,6.012,30.895,88.654
86.167,6.012,31.040,88.645
86.208,6.012,30.810,88.649
86.250,6.012,30.903,88.700
86.292,6.012,31.334,88.700
86.375,6.013,30.880,89.005
86.417,6.014,30.860,88.472
86.458,6.014,31.121,88.320
86.500,6.015,30.983,88.319
86.542,6.015,30.836,88.307
86.583,6.015,30.863,88.297
86.625,6.015,30.951,88.275
86.667,6.015,30.837,88.359
86.708,6.014,30.939,88.224
86.750,6.016,30.990,88.246
86.792,6.015,31.088,88.272
86.833,6.015,31.093,88.255
86.875,6.015,31.036,88.210
86.958,6.014,30.882,88.462
87.000,6.014,30.863,88.630
87.042,6.012,30.888,88.726
87.083,6.012,30.840,88.728
87.125,6.012,30.724,88.715
87.167,6.012,30.891,88.676
87.208,6.012,30.705,88.671
87.250,6.010,30.826,88.547
87.292,6.011,30.959,88.824
87.375,6.012,30.904,88.673
87.417,6.015,30.742,88.154
87.458,6.014,30.923,87.995
87.500,6.014,30.983,88.124
87.542,6.013,31.059,88.665
87.583,6.014,30.973,88.670
87.625,6.014,30.878,88.628
87.667,6.013,31.236,88.614
87.708,6.015,30.893,88.560
87.750,6.014,30.979,88.621
87.792,6.014,31.231,88.604
87.833,6.013,31.226,88.638
87.875,6.014,30.937,88.606
87.958,6.011,31.088,88.126
88.000,6.012,31.044,88.542
88.042,6.012,30.974,88.564
88.083,6.012,30.968,88.545
88.125,6.013,30.943,88.521
88.167,6.012,30.961,88.477
88.208,6.012,30.890,88.516
88.250,6.012,30.907,88.522
88.292,6.012,30.965,88.535
88.375,6.014,31.017,89.250
88.417,6.014,30.989,88.783
88.458,6.014,30.930,88.654
88.500,6.015,31.122,88.726
88.542,6.015,31.020,88.775
88.583,6.015,30.880,88.676
88.625,6.016,31.000,88.688
88.667,6.015,30.876,88.524
88.708,6.015,30.925,88.554
88.750,6.015,30.857,88.564
88.792,6.013,30.967,88.517
88.833,6.014,31.032,88.536
88.875,6.013,31.079,88.531
88.958,6.013,30.887,88.990
89.000,6.013,30.888,89.166
89.042,6.012,30.754,89.140
89.083,6.013,31.009,89.146
89.125,6.013,30.852,89.193
89.167,6.012,30.892,89.222
89.208,6.011,31.087,89.235
89.250,6.012,30.966,89.266
89.292,6.012,30.844,89.236
89.375,6.012,30.954,89.221
89.417,6.013,30.713,89.232
89.458,6.012,30.744,89.292
89.500,6.014,30.750,89.292
89.542,6.014,30.785,89.275
89.583,6.016,31.012,89.304
89.625,6.014,30.872,89.242
89.667,6.014,30.815,89.221
89.708,6.014,30.805,89.227
89.750,6.013,30.719,89.199
89.792,6.015,30.833,89.184
89.833,6.014,30.717,89.210
89.875,6.016,30.638,89.233
89.958,6.012,30.916,89.232
90.000,6.013,30.899,89.203
90.042,6.014,30.812,89.235
90.083,6.012,31.006,89.222
90.125,6.012,30.646,89.238
90.167,6.012,30.767,89.246
90.208,6.012,30.907,89.230
90.250,6.012,31.021,89.247
90.292,6.014,30.907,89.083
90.375,6.012,30.652,88.938
90.417,6.011,30.810,88.972
90.458,6.016,30.852,88.980
90.500,4.264,30.354,87.817
90.542,4.263,30.650,85.943
90.583,4.262,30.568,85.811
90.625,4.263,30.724,85.763
90.667,6.014,31.037,89.223
90.708,6.013,30.885,89.110
90.750,6.013,31.030,89.090
90.792,6.014,30.949,89.073
90.833,6.015,31.056,89.077
90.875,6.014,31.062,89.081
90.958,6.013,30.664,89.057
91.000,6.013,31.021,89.058
91.042,6.013,30.897,89.031
91.083,6.013,30.859,89.060
91.125,6.013,30.828,89.021
91.167,6.011,31.021,89.017
91.208,6.012,30.904,89.036
91.250,6.012,30.978,89.075
91.292,6.012,30.804,89.131
91.375,6.013,30.730,88.839
91.417,6.012,30.898,88.560
91.458,6.013,30.921,88.561
91.500,6.014,30.863,88.530
91.542,6.015,30.647,88.556
91.583,6.014,30.776,88.482
91.625,6.015,30.925,88.509
91.667,6.014,30.763,88.578
91.708,6.015,30.711,88.537
91.750,6.014,30.686,88.484
91.792,6.013,30.833,88.475
91.833,6.014,30.878,88.502
91.875,6.013,30.774,88.526
91.958,6.014,30.840,88.971
92.000,6.013,30.496,89.186
92.042,6.013,30.788,89.197
92.083,6.011,30.725,89.187
92.125,6.013,30.934,89.208
92.167,6.012,30.804,89.213
92.208,6.015,30.718,89.206
92.250,6.013,30.624,89.223
92.292,6.012,30.594,89.216
92.375,2.760,30.022,86.922
92.417,2.759,30.047,86.520
92.458,2.759,29.899,86.486
92.500,2.760,30.007,86.486
92.542,2.760,29.725,86.438
92.583,2.760,29.801,86.386
92.625,2.759,30.080,86.373
92.667,2.759,29.886,86.584
92.708,2.759,30.025,86.486
92.750,2.758,30.062,86.458
92.792,2.758,30.003,86.476
92.833,2.759,29.921,86.530
92.875,2.759,29.977,86.524
92.958,6.043,30.855,88.589
93.000,6.013,30.720,88.676
93.042,6.012,30.617,88.696
93.083,6.012,30.798,88.693
93.125,6.012,30.689,88.649
93.167,6.012,30.625,88.638
93.208,6.012,30.589,88.644
93.250,6.015,30.625,88.689
93.292,6.014,30.518,88.654
93.375,2.760,30.038,85.851
93.417,2.760,30.226,85.737
93.458,2.760,30.025,85.734
93.500,2.761,30.341,85.769
93.542,2.761,30.253,85.792
93.583,2.761,30.222,85.787
93.625,2.760,30.133,85.737
93.667,2.760,29.937,85.707
93.708,2.759,30.172,85.662
93.750,2.758,29.968,85.682
93.792,2.758,30.228,85.686
93.833,2.758,30.154,85.700
93.875,2.758,30.369,85.707
93.958,6.043,31.152,88.394
94.000,6.010,30.948,88.620
94.042,6.012,30.847,88.693
94.083,6.011,30.824,88.703
94.125,6.013,30.976,88.719
94.167,6.012,30.970,88.737
94.208,6.014,31.012,88.711
94.250,6.013,30.599,88.665
94.292,6.014,30.839,88.692
94.375,2.760,29.935,88.306
94.417,2.759,30.214,86.470
94.458,2.760,30.070,86.157
94.500,2.760,30.095,86.094
94.542,2.760,30.125,86.093
94.583,2.760,30.146,86.098
94.625,2.759,29.974,86.103
94.667,2.760,30.313,86.055
94.708,2.760,30.376,86.029
94.750,2.760,30.325,86.064
94.792,2.759,30.167,86.092
94.833,2.758,30.141,86.093
94.875,2.759,30.219,86.077
94.958,6.012,30.840,88.649
95.000,6.013,31.053,88.606
95.042,6.012,31.152,88.628
95.083,6.013,31.206,88.621
95.125,6.012,30.912,88.614
95.167,6.013,31.090,88.595
95.208,6.012,30.791,88.589
95.250,6.013,31.080,88.612
95.292,6.013,31.148,88.579
95.375,6.013,30.867,88.600
95.417,6.013,31.166,88.614
95.458,6.014,30.795,88.644
95.500,6.014,30.962,88.666
95.542,6.015,30.995,88.705
95.583,6.014,30.829,88.690
95.625,6.016,30.945,88.710
95.667,6.015,31.002,88.631
95.708,6.016,30.830,88.651
95.750,6.015,30.890,88.633
95.792,6.016,31.258,88.614
95.833,6.013,30.926,88.624
95.875,6.014,31.116,88.576
95.958,6.014,30.934,88.650
96.000,6.013,30.864,88.639
96.042,6.015,30.986,88.634
96.083,6.013,30.995,88.608
96.125,6.014,30.688,88.638
96.167,6.013,30.828,88.640
96.208,6.012,30.966,88.635
96.250,6.014,30.965,88.651
96.292,6.014,30.936,88.683
96.375,6.014,30.762,88.682
96.417,6.013,30.860,88.710
96.458,6.014,30.898,88.703
96.500,6.014,30.911,88.736
96.542,6.014,30.721,88.732
96.583,6.013,30.932,88.731
96.625,6.014,31.104,88.732
96.667,6.013,30.945,88.727
96.708,6.014,30.881,88.716
96.750,6.015,30.971,88.699
96.792,6.015,30.944,88.681
96.833,6.015,30.812,88.656
96.875,6.015,31.010,88.685
96.958,6.012,30.883,88.748
97.000,6.013,30.949,88.674
97.042,6.013,31.015,88.581
97.083,6.012,31.157,88.588
97.125,6.011,31.131,88.581
97.167,6.014,30.925,88.596
97.208,6.012,30.949,88.573
97.250,6.012,31.082,88.592
97.292,6.012,31.055,88.589
97.375,6.012,30.991,88.725
97.417,6.014,30.856,88.751
97.458,6.014,30.993,88.740
97.500,6.013,30.724,88.717
97.542,6.013,31.027,88.758
97.583,6.013,31.118,88.704
97.625,6.014,30.914,88.692
97.667,6.015,31.218,88.664
97.708,6.014,30.986,88.660
97.750,6.012,30.993,88.640
97.792,6.014,30.989,88.663
97.833,6.014,31.086,88.671
97.875,6.013,31.082,88.647
97.958,6.012,30.877,88.701
98.000,6.014,30.969,88.719
98.042,6.013,30.949,88.724
98.083,6.014,31.115,88.702
98.125,6.013,31.230,88.708
98.167,6.014,30.986,88.694
98.208,6.012,31.063,88.686
98.250,6.013,31.163,88.721
98.292,6.011,31.010,88.644
98.375,3.678,30.668,85.505
98.417,3.676,30.586,85.018
98.458,3.065,30.144,84.495
98.500,3.064,30.262,84.479
98.542,3.064,29.959,84.434
98.583,3.065,30.027,84.702
98.625,3.065,29.927,85.100
98.667,3.066,30.074,85.325
98.708,3.065,30.190,85.223
98.750,3.066,30.309,85.205
98.792,3.065,30.270,85.177
98.833,3.064,30.325,85.176
98.875,6.010,30.792,88.559
98.958,6.009,30.862,89.282
99.000,6.010,31.019,89.409
99.042,6.010,30.814,89.405
99.083,6.009,30.710,89.432
99.125,6.009,30.737,89.377
99.167,6.010,30.880,89.377
99.208,6.011,30.825,89.395
99.250,6.010,30.746,89.421
99.292,6.010,30.935,89.410
99.375,3.064,30.049,86.407
99.417,3.064,30.087,84.853
99.458,3.064,30.139,84.577
99.500,3.064,30.230,84.481
99.542,3.064,30.018,84.464
99.583,3.064,30.043,84.918
99.625,3.065,30.196,85.196
99.667,3.064,30.072,85.247
99.708,3.065,30.115,85.266
99.750,3.064,30.061,85.233
99.792,3.062,29.992,85.255
99.833,3.063,30.152,85.311
99.875,3.063,30.193,85.353
99.958,6.011,30.798,89.349
100.000,6.010,30.858,89.536
100.042,6.010,30.611,89.546
100.083,6.010,30.785,89.556
100.125,6.011,30.800,89.579
100.167,6.011,30.582,89.551
100.208,6.010,30.732,89.600
100.250,6.012,30.959,89.512
100.292,6.011,30.746,89.486
100.375,3.063,30.199,86.044
100.417,3.064,30.291,85.497
100.458,3.064,29.982,85.329
100.500,3.064,29.991,85.261
100.542,3.063,30.105,85.275
100.583,3.064,30.055,85.308
100.625,3.064,30.078,85.296
100.667,3.064,30.157,85.314
100.708,3.065,30.169,85.274
100.750,3.064,30.294,85.285
100.792,3.065,30.055,85.290
100.833,3.063,30.101,85.334
100.875,3.063,30.325,85.360
100.958,6.011,31.055,88.578
101.000,6.011,31.003,88.754
101.042,6.013,30.961,88.847
101.083,6.012,30.840,88.913
101.125,6.013,30.982,88.888
101.167,6.012,31.028,88.859
101.208,6.012,30.888,88.894
101.250,6.012,30.762,88.883
101.292,6.014,30.921,88.863
101.375,2.455,30.000,84.260
101.417,2.453,30.299,85.499
101.458,2.454,30.038,85.707
101.500,2.453,29.993,85.735
101.542,2.454,30.128,85.746
101.583,2.455,30.105,85.770
101.625,2.454,29.952,85.814
101.667,2.454,30.065,85.891
101.708,2.455,30.321,85.867
101.750,2.452,30.151,85.819
101.792,2.452,29.899,85.795
101.833,2.452,30.049,85.876
101.875,2.452,30.410,85.959
101.958,6.011,31.240,88.842
102.000,6.011,30.978,88.903
102.042,6.012,31.058,88.888
102.083,6.013,31.298,88.910
102.125,6.012,31.241,88.934
102.167,6.012,31.211,88.910
102.208,6.013,30.855,88.909
102.250,6.011,30.992,88.905
102.292,6.012,31.190,88.933
102.375,2.454,30.300,87.776
102.417,2.454,29.994,85.657
102.458,2.453,30.032,85.144
102.500,2.453,30.333,84.516
102.542,2.453,30.151,84.207
102.583,2.453,30.296,84.154
102.625,2.453,30.330,84.147
102.667,2.453,30.203,84.141
102.708,2.454,30.622,84.185
102.750,2.453,30.403,84.181
102.792,2.453,30.393,84.169
102.833,2.452,30.295,84.174
102.875,2.453,30.248,84.225
102.958,6.011,31.107,88.764
103.000,6.013,31.066,88.857
103.042,6.011,31.037,88.917
103.083,6.011,31.324,88.959
103.125,6.012,31.253,88.950
103.167,6.014,31.137,88.892
103.208,6.012,31.044,88.917
103.250,6.012,31.199,88.889
103.292,6.015,31.189,88.868
103.375,6.014,31.253,88.883
103.417,6.013,31.358,88.933
103.458,6.014,31.120,88.932
103.500,6.014,31.114,88.873
103.542,6.013,31.010,88.823
103.583,6.015,31.124,88.833
103.625,6.013,31.013,88.829
103.667,6.014,30.947,88.836
103.708,6.014,31.086,88.798
103.750,6.014,31.307,88.829
103.792,6.015,31.114,88.853
103.833,6.015,31.105,88.868
103.875,6.015,31.061,88.892
103.958,6.014,31.107,88.882
104.000,6.014,31.384,88.891
104.042,6.014,31.155,88.902
104.083,6.014,30.982,88.866
104.125,6.013,31.109,88.830
104.167,6.014,31.095,88.814
104.208,6.012,31.260,88.849
104.250,6.014,30.931,88.850
104.292,6.013,31.166,88.863
104.375,6.014,31.054,88.909
104.417,6.014,31.128,88.940
104.458,6.014,30.931,88.931
104.500,6.015,31.056,88.938
104.542,6.015,30.956,88.967
104.583,6.015,30.873,88.959
104.625,6.015,31.090,88.922
104.667,6.016,31.214,88.949
104.708,6.016,30.894,88.959
104.750,6.016,31.051,88.949
104.792,6.015,31.007,88.989
104.833,6.014,30.927,88.980
104.875,6.015,30.890,88.982
104.958,6.013,30.915,88.957
105.000,6.013,31.111,88.977
105.042,6.014,31.301,88.957
105.083,6.015,31.081,88.935
105.125,6.014,31.007,88.936
105.167,6.015,30.313,88.621
105.208,6.013,30.944,88.635
105.250,6.010,30.773,88.885
105.292,6.011,30.863,89.111
105.375,2.455,30.472,86.298
105.417,2.453,30.738,84.664
105.458,2.453,30.600,84.287
105.500,2.454,30.356,84.210
105.542,2.454,30.567,84.151
105.583,2.454,30.380,84.112
105.625,2.454,30.604,84.122
105.667,2.454,30.515,84.095
105.708,2.454,30.278,84.108
105.750,2.453,30.328,84.113
105.792,2.454,30.331,84.114
105.833,2.454,30.506,84.169
105.875,2.454,30.579,84.232
105.958,6.014,31.143,88.856
106.000,6.012,30.968,88.829
106.042,6.013,31.135,88.844
106.083,6.014,31.230,88.893
106.125,6.013,30.843,88.910
106.167,6.013,30.937,88.891
106.208,6.014,31.084,88.944
106.250,6.015,31.146,88.859
106.292,6.015,31.267,88.873
106.375,2.454,30.105,85.045
106.417,2.454,30.359,84.186
106.458,2.454,30.491,84.181
106.500,2.454,30.452,84.197
106.542,2.455,30.614,84.176
106.583,2.454,30.677,84.154
106.625,2.454,30.404,84.189
106.667,2.454,30.472,84.203
106.708,2.454,30.570,84.196
106.750,2.454,30.571,84.179
106.792,2.453,30.527,84.198
106.833,2.454,30.434,84.169
106.875,2.455,30.268,84.171
106.958,6.012,31.468,89.019
107.000,6.012,31.222,88.748
107.042,6.012,31.205,88.773
107.083,6.013,31.226,88.840
107.125,6.014,31.106,88.822
107.167,6.011,31.255,88.881
107.208,6.012,31.164,88.836
107.250,6.012,30.861,88.825
107.292,6.013,30.964,88.787
107.375,2.454,30.565,85.014
107.417,2.454,30.719,84.407
107.458,2.454,30.396,84.195
107.500,2.453,30.622,83.898
107.542,2.454,30.583,83.795
107.583,2.454,30.602,83.813
107.625,2.454,30.693,83.798
107.667,2.454,30.664,83.760
107.708,2.453,30.920,84.067
107.750,2.453,30.717,83.902
107.792,2.453,30.449,83.864
107.833,2.453,30.643,83.849
107.875,2.453,30.659,83.855
107.958,6.011,31.200,89.487
108.000,6.013,31.352,89.268
108.042,6.013,31.271,89.278
108.083,6.014,31.016,89.411
108.125,6.014,31.476,89.312
108.167,6.014,31.305,89.312
108.208,6.014,31.187,89.323
108.250,6.014,31.351,89.350
108.292,6.013,31.361,89.363
108.375,2.454,30.570,84.213
108.417,2.454,30.511,83.957
108.458,2.454,30.572,83.900
108.500,2.454,30.487,83.853
108.542,2.453,30.617,83.864
108.583,2.454,30.500,83.890
108.625,2.453,30.602,83.895
108.667,2.454,30.596,83.885
108.708,2.454,30.593,83.883
108.750,2.453,30.744,83.864
108.792,2.453,30.646,83.877
108.833,2.454,30.508,83.899
108.875,2.453,30.567,83.950
108.958,6.012,31.266,88.963
109.000,6.012,31.385,89.086
109.042,6.014,31.205,89.158
109.083,6.014,31.429,89.254
109.125,6.013,31.400,89.170
109.167,6.013,31.447,89.211
109.208,6.015,31.261,89.161
109.250,6.015,31.388,89.173
109.292,6.013,31.130,89.144
109.375,2.454,30.700,84.226
109.417,2.455,30.686,84.001
109.458,2.454,30.914,83.960
109.500,2.455,30.923,83.940
109.542,2.454,30.502,83.975
109.583,2.454,30.425,83.958
109.625,2.454,30.532,83.956
109.667,2.454,30.654,84.002
109.708,2.453,30.930,83.973
109.750,2.453,30.664,83.941
109.792,2.453,30.782,83.965
109.833,2.453,30.562,83.976
109.875,2.454,30.918,83.949
109.958,6.013,31.333,88.829
110.000,6.013,31.281,89.238
110.042,6.015,31.117,89.220
110.083,6.015,30.902,89.250
110.125,6.014,31.243,89.215
110.167,6.015,31.169,89.276
110.208,6.014,30.996,89.237
110.250,6.014,31.233,89.267
110.292,6.016,31.474,89.102
110.375,6.015,31.091,89.295
110.417,6.016,31.467,89.344
110.458,6.014,31.343,89.337
110.500,6.016,31.211,89.394
110.542,6.017,31.528,89.329
110.583,6.018,31.290,89.231
110.625,6.017,31.434,89.289
110.667,6.019,31.372,89.333
110.708,6.017,31.473,89.343
110.750,6.018,31.165,89.304
110.792,6.016,31.460,89.324
110.833,6.016,31.395,89.321
110.875,6.015,31.195,89.308
110.958,6.017,31.237,89.291
111.000,6.014,31.199,89.315
111.042,6.014,31.529,89.325
111.083,6.012,31.383,89.315
111.125,6.015,31.202,89.333
111.167,6.013,31.307,89.358
111.208,6.012,31.287,89.358
111.250,6.013,31.352,89.306
111.292,6.014,31.135,89.388
111.375,6.014,31.490,89.426
111.417,6.015,30.952,89.391
111.458,6.016,31.127,89.468
111.500,6.017,31.343,89.477
111.542,6.018,30.984,89.444
111.583,6.016,31.208,89.388
111.625,6.015,31.057,89.422
111.667,6.017,31.237,89.435
111.708,6.018,31.296,89.408
111.750,6.019,31.189,89.419
111.792,6.016,30.985,89.395
111.833,6.014,31.310,89.433
111.875,6.014,31.147,89.428
111.958,6.015,31.042,89.391
112.000,6.014,31.163,89.374
112.042,6.015,31.096,89.425
112.083,6.015,30.896,89.432
112.125,6.015,30.959,89.427
112.167,6.014,31.189,89.467
112.208,6.014,31.015,89.463
112.250,6.014,31.224,89.500
112.292,6.014,31.314,89.490
112.375,2.760,30.651,85.451
112.417,2.760,30.433,84.675
112.458,2.761,30.511,84.430
112.500,2.760,30.602,84.340
112.542,2.761,30.495,84.343
112.583,2.760,30.590,84.324
112.625,2.760,30.564,84.296
112.667,2.760,30.513,84.286
112.708,2.760,30.531,84.290
112.750,2.760,30.416,84.288
112.792,2.759,30.358,84.360
112.833,2.759,30.531,84.357
112.875,2.759,30.512,84.374
112.958,6.013,31.118,90.432
113.000,6.014,31.067,90.049
113.042,6.014,30.850,90.028
113.083,6.012,30.998,90.013
113.125,6.013,31.026,89.953
113.167,6.012,30.915,89.950
113.208,6.011,31.091,89.950
113.250,6.012,31.012,90.019
113.292,6.012,31.083,90.001
113.375,2.760,30.534,85.525
113.417,2.759,30.403,84.538
113.458,2.759,30.579,84.293
113.500,2.759,30.476,84.237
113.542,2.759,30.426,84.181
113.583,2.759,30.450,84.180
113.625,2.758,30.244,84.164
113.667,2.759,30.337,84.264
113.708,2.759,30.375,84.554
113.750,2.759,30.279,84.638
113.792,2.758,30.262,84.655
113.833,2.759,30.307,84.694
113.875,2.759,30.366,84.785
113.958,6.010,30.919,89.876
114.000,6.011,30.948,90.053
114.042,6.012,31.204,90.080
114.083,6.013,30.945,90.141
114.125,6.013,31.030,90.155
114.167,6.013,30.871,90.165
114.208,6.015,31.197,90.130
114.250,6.015,31.029,90.071
114.292,6.014,30.773,90.095
114.375,2.760,30.254,85.341
114.417,2.760,30.380,84.690
114.458,2.760,30.241,84.495
114.500,2.761,30.488,84.500
114.542,2.760,30.325,84.450
114.583,2.760,30.265,84.452
114.625,2.759,30.346,84.415
114.667,2.758,30.140,84.439
114.708,2.757,30.107,84.487
114.750,2.757,30.682,84.532
114.792,2.757,30.571,84.583
114.833,2.758,30.378,84.634
114.875,2.758,30.474,84.666
114.958,6.011,31.256,89.305
115.000,6.013,30.948,89.745
115.042,6.014,31.129,89.836
115.083,6.014,31.306,89.882
115.125,6.013,31.238,89.822
115.167,6.013,31.074,89.808
115.208,6.014,31.025,89.844
115.250,6.014,31.096,89.768
115.292,6.014,31.178,89.743
115.375,2.760,30.032,86.898
115.417,2.758,30.551,84.719
115.458,2.758,30.453,84.409
115.500,2.757,30.460,84.361
115.542,2.758,30.377,84.368
115.583,2.757,30.678,84.400
115.625,2.758,30.486,84.471
115.667,2.758,30.524,84.552
115.708,2.758,30.415,84.522
115.750,2.758,30.792,84.562
115.792,2.759,30.666,84.558
115.833,2.758,30.646,84.542
115.875,2.759,30.787,84.544
115.958,6.013,31.346,89.633
116.000,6.012,31.001,89.753
116.042,6.013,30.831,89.793
116.083,6.014,31.090,89.870
116.125,6.013,30.986,89.787
116.167,6.013,31.025,89.831
116.208,6.015,30.924,89.643
116.250,6.014,30.852,89.715
116.292,6.011,30.468,89.499
116.375,2.758,30.101,85.904
116.417,2.757,30.392,84.623
116.458,2.756,30.522,83.994
116.500,2.755,30.385,83.906
116.542,2.756,30.440,83.920
116.583,2.757,30.335,83.921
116.625,2.757,30.545,83.901
116.667,2.757,30.493,83.894
116.708,2.757,30.484,83.875
116.750,2.756,30.637,83.913
116.792,2.758,30.382,83.964
116.833,2.757,30.576,83.971
116.875,2.757,30.499,84.076
116.958,6.010,31.252,89.508
117.000,6.012,31.196,89.857
117.042,6.013,31.234,89.933
117.083,6.013,30.798,89.936
117.125,6.012,31.012,89.887
117.167,6.012,31.147,89.883
117.208,6.011,31.214,89.936
117.250,6.011,31.004,89.863
117.292,6.012,31.057,89.914
117.375,6.014,31.103,89.925
117.417,6.013,31.094,89.917
117.458,6.013,30.992,89.910
117.500,6.015,30.935,89.880
117.542,6.014,31.183,89.871
117.583,6.014,31.232,89.866
117.625,6.016,31.191,89.838
117.667,6.015,31.147,89.827
117.708,6.014,31.037,89.843
117.750,6.016,31.036,89.842
117.792,6.014,31.254,89.866
117.833,6.013,31.304,89.855
117.875,6.014,30.871,89.850
117.958,6.012,31.056,89.856
118.000,6.014,31.193,89.856
118.042,6.013,31.034,89.846
118.083,6.014,31.156,89.852
118.125,6.013,31.085,89.850
118.167,6.012,31.056,89.837
118.208,6.012,31.273,89.882
118.250,6.011,31.101,89.846
118.292,6.014,31.474,89.598
118.375,6.014,31.173,89.527
118.417,6.014,31.180,89.526
118.458,6.015,31.185,89.573
118.500,6.015,31.155,89.592
118.542,6.013,31.159,89.500
118.583,6.015,31.312,89.564
118.625,6.012,31.092,89.566
118.667,6.013,31.237,89.577
118.708,6.013,30.803,89.528
118.750,6.014,31.117,89.590
118.792,6.014,31.015,89.551
118.833,6.014,30.892,89.543
118.875,6.014,31.295,89.511
118.958,6.015,31.014,89.441
119.000,6.014,31.296,89.448
119.042,6.013,31.303,89.477
119.083,6.014,31.321,89.497
119.125,6.013,31.438,89.515
119.167,6.013,31.333,89.513
119.208,6.012,31.335,89.529
119.250,6.013,31.136,89.538
119.292,6.014,31.279,89.530
119.375,2.760,30.129,84.192
119.417,2.760,30.689,83.943
119.458,2.759,30.336,83.907
119.500,2.759,30.478,83.960
119.542,2.759,30.308,83.955
119.583,2.758,30.283,83.978
119.625,2.759,30.457,84.067
119.667,2.759,30.472,84.186
119.708,2.758,30.449,84.161
119.750,2.758,30.602,84.153
119.792,2.759,30.303,84.225
119.833,2.758,30.460,84.289
119.875,2.759,30.615,84.278
119.958,5.490,31.207,88.206
120.000,5.491,31.155,88.487
120.042,5.491,31.104,88.538
120.083,5.491,31.020,88.500
120.125,5.490,30.953,88.495
