CD,FI3312A,FI3312B
6.013,29.737,31.226
6.014,29.534,31.106
6.011,29.792,31.255
6.012,29.731,31.164
6.012,29.696,30.861
6.013,29.888,30.964
2.454,15.047,30.565
2.454,14.972,30.719
2.454,14.974,30.396
2.453,14.933,30.622
2.454,14.926,30.583
2.454,14.942,30.602
2.454,14.978,30.693
2.454,14.925,30.664
2.453,14.991,30.920
2.453,14.874,30.717
2.453,14.792,30.449
2.453,14.791,30.643
2.453,14.785,30.659
6.011,29.711,31.200
6.013,29.563,31.352
6.013,29.384,31.271
6.014,29.505,31.016
6.014,29.515,31.476
6.014,29.385,31.305
6.014,29.572,31.187
6.014,29.241,31.351
6.013,29.431,31.361
2.454,13.644,30.570
2.454,13.655,30.511
2.454,13.672,30.572
2.454,13.671,30.487
2.453,13.676,30.617
2.454,13.673,30.500
2.453,13.677,30.602
2.454,13.679,30.596
2.454,13.673,30.593
2.453,13.653,30.744
2.453,13.662,30.646
2.454,13.650,30.508
2.453,13.652,30.567
6.012,28.604,31.266
6.012,28.482,31.385
6.014,28.466,31.205
6.014,28.700,31.429
6.013,28.346,31.400
6.013,28.670,31.447
6.015,28.696,31.261
6.015,28.601,31.388
6.013,28.559,31.130
2.454,13.329,30.700
2.455,13.337,30.686
2.454,13.342,30.914
2.455,13.345,30.923
2.454,13.351,30.502
2.454,13.337,30.425
2.454,13.336,30.532
2.454,13.343,30.654
2.453,13.344,30.930
2.453,13.331,30.664
2.453,13.311,30.782
2.453,13.326,30.562
2.454,13.321,30.918
6.013,29.408,31.333
6.013,29.130,31.281
6.015,29.288,31.117
6.015,29.303,30.902
6.014,29.297,31.243
6.015,29.144,31.169
6.014,29.223,30.996
6.014,29.301,31.233
6.016,29.319,31.474
6.015,29.030,31.091
6.016,29.099,31.467
6.014,29.179,31.343
6.016,29.063,31.211
6.017,29.126,31.528
6.018,29.018,31.290
6.017,29.000,31.434
6.019,29.190,31.372
6.017,29.158,31.473
6.018,29.247,31.165
6.016,29.104,31.460
6.016,29.128,31.395
6.015,28.363,31.195
6.017,28.889,31.237
6.014,29.079,31.199
6.014,29.012,31.529
6.012,28.351,31.383
6.015,29.080,31.202
6.013,29.075,31.307
6.012,29.057,31.287
6.013,28.872,31.352
6.014,28.936,31.135
6.014,29.062,31.490
6.015,29.032,30.952
6.016,29.148,31.127
6.017,29.122,31.343
6.018,28.944,30.984
6.016,29.064,31.208
6.015,29.061,31.057
6.017,29.371,31.237
6.018,29.080,31.296
6.019,28.659,31.189
6.016,29.071,30.985
6.014,28.674,31.310
6.014,28.876,31.147
6.015,28.903,31.042
6.014,28.921,31.163
6.015,29.038,31.096
6.015,29.010,30.896
6.015,28.925,30.959
6.014,28.957,31.189
6.014,29.081,31.015
6.014,29.059,31.224
6.014,28.955,31.314
2.760,15.408,30.651
2.760,15.309,30.433
2.761,15.319,30.511
2.760,15.302,30.602
2.761,15.293,30.495
2.760,15.305,30.590
2.760,15.298,30.564
2.760,15.430,30.513
2.760,15.451,30.531
2.760,15.428,30.416
2.759,15.443,30.358
2.759,15.709,30.531
2.759,15.636,30.512
6.013,29.572,31.118
6.014,28.949,31.067
6.014,29.284,30.850
6.012,28.678,30.998
6.013,29.361,31.026
6.012,29.205,30.915
6.011,29.378,31.091
6.012,29.463,31.012
6.012,28.639,31.083
2.760,15.886,30.534
2.759,15.876,30.403
2.759,15.885,30.579
2.759,15.868,30.476
2.759,15.853,30.426
2.759,15.847,30.450
2.758,15.833,30.244
2.759,15.853,30.337
2.759,15.861,30.375
2.759,15.857,30.279
2.758,15.852,30.262
2.759,15.849,30.307
2.759,15.850,30.366
6.010,29.696,30.919
6.011,29.525,30.948
6.012,29.492,31.204
6.013,29.427,30.945
6.013,29.539,31.030
6.013,29.578,30.871
6.015,29.551,31.197
6.015,29.544,31.029
6.014,29.510,30.773
2.760,15.082,30.254
2.760,14.883,30.380
2.760,14.998,30.241
2.761,15.032,30.488
2.760,14.978,30.325
2.760,14.900,30.265
2.759,14.973,30.346
2.758,14.943,30.140
2.757,14.984,30.107
2.757,14.823,30.682
2.757,15.117,30.571
2.758,15.138,30.378
2.758,15.083,30.474
6.011,29.160,31.256
6.013,29.252,30.948
6.014,29.456,31.129
6.014,29.206,31.306
6.013,29.351,31.238
6.013,29.404,31.074
6.014,29.436,31.025
6.014,29.301,31.096
6.014,29.384,31.178
2.760,15.319,30.032
2.758,15.125,30.551
2.758,15.279,30.453
2.757,15.302,30.460
2.758,15.357,30.377
2.757,15.403,30.678
2.758,15.459,30.486
2.758,15.413,30.524
2.758,15.453,30.415
2.758,15.493,30.792
2.759,15.480,30.666
2.758,15.511,30.646
2.759,15.472,30.787
6.013,29.203,31.346
6.012,29.483,31.001
6.013,29.574,30.831
6.014,29.545,31.090
6.013,28.813,30.986
6.013,29.433,31.025
6.015,28.998,30.924
6.014,29.541,30.852
6.011,29.143,30.468
2.758,15.203,30.101
2.757,15.236,30.392
2.756,15.205,30.522
2.755,15.197,30.385
2.756,15.216,30.440
2.757,15.236,30.335
2.757,15.289,30.545
2.757,15.296,30.493
2.757,15.302,30.484
2.756,15.280,30.637
2.758,15.267,30.382
2.757,15.248,30.576
2.757,15.438,30.499
6.010,28.580,31.252
6.012,28.536,31.196
6.013,28.476,31.234
6.013,28.539,30.798
6.012,28.719,31.012
6.012,28.613,31.147
6.011,28.443,31.214
6.011,28.621,31.004
6.012,28.559,31.057
6.014,28.688,31.103
6.013,28.590,31.094
6.013,28.692,30.992
6.015,28.639,30.935
6.014,28.476,31.183
6.014,28.548,31.232
6.016,28.786,31.191
6.015,28.292,31.147
6.014,28.515,31.037
6.016,28.765,31.036
6.014,28.671,31.254
6.013,28.686,31.304
6.014,28.602,30.871
6.012,28.575,31.056
6.014,28.604,31.193
6.013,28.521,31.034
6.014,28.532,31.156
6.013,28.687,31.085
6.012,28.595,31.056
6.012,28.695,31.273
6.011,28.868,31.101
6.014,28.625,31.474
6.014,28.787,31.173
6.014,28.604,31.180
6.015,28.586,31.185
6.015,28.650,31.155
6.013,28.605,31.159
6.015,28.440,31.312
6.012,28.670,31.092
6.013,28.746,31.237
6.013,28.839,30.803
6.014,28.655,31.117
6.014,28.580,31.015
6.014,28.616,30.892
6.014,28.818,31.295
6.015,28.675,31.014
6.014,28.738,31.296
6.013,28.751,31.303
6.014,28.591,31.321
6.013,28.766,31.438
6.013,28.832,31.333
6.012,28.572,31.335
6.013,28.641,31.136
6.014,28.606,31.279
2.760,15.110,30.129
2.760,15.681,30.689
2.759,15.669,30.336
2.759,15.658,30.478
2.759,15.634,30.308
2.758,15.661,30.283
2.759,15.684,30.457
2.759,15.862,30.472
2.758,15.786,30.449
2.758,15.792,30.602
2.759,15.778,30.303
2.758,15.788,30.460
2.759,15.790,30.615
5.490,26.421,31.207
5.491,26.677,31.155
5.491,26.763,31.104
5.491,26.555,31.020
5.490,26.727,30.953
5.490,26.482,30.960
5.491,26.544,31.082
5.489,26.655,31.207
5.490,26.516,30.955
5.490,26.530,31.028
5.490,26.501,31.062
5.490,26.591,30.864
5.491,26.652,31.117
5.491,26.460,31.040
5.493,26.812,31.276
5.492,26.647,31.043
5.493,26.604,30.916
5.492,26.619,31.288
5.492,26.660,31.025
5.491,26.641,31.056
5.491,26.613,31.033
5.491,26.586,31.119
5.493,26.588,31.138
5.491,26.659,31.363
5.491,26.570,31.173
5.490,26.606,31.001
5.490,26.511,31.185
5.489,26.642,31.198
5.490,26.670,31.163
5.489,26.429,31.287
5.490,26.623,30.914
5.490,26.648,30.938
5.490,26.689,31.080
5.492,26.659,30.968
5.492,26.393,30.922
5.493,26.764,31.032
5.494,26.684,30.916
5.493,26.738,31.073
5.493,26.627,31.037
5.492,26.782,30.882
5.492,26.710,31.198
5.492,26.681,31.159
5.493,26.658,30.915
5.491,26.608,30.868
5.493,26.638,31.111
5.493,26.666,31.229
5.491,26.667,31.112
5.492,26.666,31.162
5.492,26.584,31.154
5.490,26.556,30.859
5.491,26.464,30.811
5.491,26.623,31.167
5.491,26.517,30.904
5.491,26.684,31.001
5.491,26.761,31.130
5.493,26.664,31.000
5.492,26.540,30.998
5.497,26.670,30.909
5.493,26.678,30.938
5.492,26.561,30.993
5.492,26.571,30.838
5.492,26.644,30.973
5.493,26.664,30.844
5.492,26.688,30.926
5.490,26.658,30.745
5.491,26.644,30.697
5.490,26.534,30.741
5.489,26.533,30.900
5.490,26.626,30.927
5.489,26.470,30.949
5.488,26.528,30.958
5.490,26.429,30.802
5.491,26.305,31.009
5.490,26.509,30.803
5.490,26.624,30.784
5.490,26.546,30.848
5.490,26.724,31.329
5.490,26.657,31.334
5.491,26.642,31.183
5.493,26.428,31.111
5.491,26.677,31.437
5.493,26.627,31.314
5.492,26.848,31.543
5.491,26.596,31.301
5.490,26.785,31.199
5.489,26.412,31.147
5.488,26.545,31.279
5.488,26.493,31.154
5.490,26.878,31.493
5.490,26.660,31.454
5.490,26.605,31.287
5.489,26.744,31.332
5.490,26.501,31.387
5.491,26.425,31.331
5.491,26.618,31.293
5.489,26.514,31.349
3.065,15.415,30.693
3.065,15.155,30.556
3.066,15.154,30.742
3.065,15.159,30.726
3.065,15.155,30.552
3.065,15.146,30.516
3.066,15.135,30.676
3.064,15.128,30.615
3.064,15.112,30.465
3.063,15.119,30.550
3.064,15.108,30.501
3.064,15.078,30.690
3.065,15.107,30.425
3.064,15.068,30.586
3.064,15.080,30.432
3.064,15.075,30.487
3.065,15.056,30.469
3.062,15.015,30.584
3.063,14.990,30.604
3.064,14.966,30.688
3.065,14.960,30.577
3.063,14.950,30.567
3.065,14.930,30.702
5.491,27.377,30.962
5.490,27.144,30.961
5.492,27.068,31.074
5.491,27.049,30.895
5.491,27.070,31.041
5.493,26.950,30.961
5.492,26.877,30.982
5.491,27.219,30.935
5.491,27.200,31.124
5.491,27.211,31.117
5.489,27.058,31.155
5.491,27.004,30.996
5.491,27.030,31.177
5.491,27.040,30.881
5.489,27.003,30.890
5.491,27.016,31.195
5.489,27.050,31.056
5.490,27.000,31.050
5.489,26.973,31.143
5.490,26.867,30.949
5.490,27.075,31.003
5.490,27.057,31.205
3.064,15.472,30.659
3.064,15.460,30.644
3.064,15.436,30.459
3.064,15.454,30.322
3.064,15.445,30.587
3.063,15.464,30.608
3.062,15.435,30.708
3.064,15.437,30.556
3.063,15.411,30.632
3.063,15.410,30.636
3.063,15.393,30.523
3.062,15.375,30.508
3.062,15.384,30.588
5.487,27.186,31.080
5.488,27.118,30.873
5.489,27.113,30.900
5.489,27.062,30.928
5.489,27.095,31.083
5.489,27.198,30.875
5.490,27.167,30.932
5.489,27.169,30.958
5.491,27.227,30.946
3.064,15.749,30.595
3.065,15.749,30.690
3.065,15.751,30.678
3.064,15.698,30.506
3.064,15.749,30.584
3.064,15.761,30.561
3.064,15.771,30.634
3.065,15.782,30.493
3.064,15.764,30.744
3.064,15.761,30.620
3.063,15.746,30.665
3.063,15.747,30.488
3.065,15.757,30.771
5.486,27.327,31.306
5.488,27.369,31.200
5.489,27.280,31.076
5.490,27.271,31.156
5.489,27.406,31.405
5.488,27.375,31.411
5.489,27.325,31.225
5.488,27.308,31.187
5.490,27.444,31.244
3.064,15.573,30.704
3.064,15.556,30.546
3.064,15.566,30.665
3.064,15.503,30.499
3.064,15.455,30.380
3.064,15.476,30.600
3.065,15.436,30.767
3.063,15.593,30.623
3.065,15.549,30.765
3.065,15.483,30.527
3.065,15.481,30.715
3.064,15.497,30.758
3.064,15.455,30.565
5.491,27.522,31.270
5.490,27.593,31.291
5.491,26.992,31.129
5.491,27.360,31.157
5.490,27.192,31.217
5.490,27.597,31.234
5.490,27.509,30.930
5.491,27.511,31.160
5.490,27.571,31.250
2.759,15.040,30.655
2.759,14.968,30.621
2.759,14.967,30.825
2.760,14.960,30.610
2.759,14.863,30.625
2.759,14.931,30.635
2.760,14.929,30.680
2.759,14.970,30.675
2.759,14.939,30.550
2.759,14.991,30.699
2.759,14.984,30.687
2.758,14.942,30.579
2.758,14.965,30.616
5.490,27.674,31.363
5.489,27.601,31.177
5.490,27.583,31.172
5.490,27.566,31.276
5.490,27.741,31.061
5.489,27.616,31.046
5.489,27.697,31.219
5.490,27.572,31.067
5.491,27.736,31.252
3.065,15.960,30.574
3.066,15.925,30.889
3.065,15.938,30.798
3.064,15.938,30.725
3.065,15.943,30.531
3.064,15.962,30.680
3.064,15.942,30.723
3.064,15.996,30.750
3.064,15.946,30.843
3.062,15.683,30.726
3.062,15.676,30.732
3.061,15.890,30.421
3.062,15.863,30.658
5.489,26.726,31.363
5.490,26.659,31.221
5.489,26.645,31.443
5.488,26.898,31.506
5.488,26.857,31.365
5.487,26.757,31.404
5.488,26.888,31.440
5.488,26.876,31.265
5.490,26.675,31.582
5.491,26.973,31.287
5.490,26.837,31.244
5.490,26.885,31.417
5.489,26.881,31.283
5.489,26.902,31.405
5.489,27.080,31.283
5.490,27.029,31.158
5.487,26.496,31.142
5.488,26.897,31.160
5.486,26.957,31.260
5.486,27.008,31.043
5.487,26.760,30.967
5.487,26.976,31.306
5.488,26.964,31.222
5.487,26.892,30.988
5.487,27.007,31.314
5.488,26.386,31.277
5.487,26.920,31.141
5.487,26.949,31.088
5.488,26.947,31.266
5.486,26.899,31.184
5.487,27.026,31.076
5.487,26.881,31.161
5.487,26.864,30.776
5.489,26.895,31.073
5.488,26.603,31.140
5.489,26.848,31.174
5.488,26.924,31.154
5.490,26.938,31.408
5.489,26.904,31.156
5.491,26.811,31.318
5.491,26.855,31.245
5.489,26.885,31.142
5.490,26.921,31.113
5.492,26.896,31.079
5.489,26.641,31.073
5.490,26.926,31.147
5.490,26.488,31.106
5.490,26.919,31.147
5.488,26.232,31.232
5.489,26.888,31.328
5.491,26.906,31.057
5.489,26.559,31.167
5.489,26.825,31.248
3.065,15.470,30.676
3.062,15.458,30.747
3.064,15.538,30.505
3.064,15.539,30.892
3.065,15.522,30.611
3.065,15.516,30.878
3.064,15.480,30.789
3.064,15.496,30.610
3.063,15.001,30.460
3.062,15.278,30.729
3.062,15.366,30.676
3.062,15.297,30.748
3.062,15.553,30.573
6.009,30.084,31.220
6.010,29.824,31.466
6.013,29.978,31.168
6.012,30.166,31.124
6.011,30.088,31.236
6.009,29.960,31.131
6.010,29.914,31.407
6.011,30.167,31.063
6.012,30.038,31.249
3.062,15.219,30.656
3.063,15.136,30.662
3.063,14.975,30.627
3.065,15.249,30.803
3.065,15.244,30.551
3.064,15.246,30.772
3.065,15.215,30.576
3.065,15.271,30.553
3.064,15.207,30.856
3.065,15.207,30.614
3.064,15.102,30.534
3.063,15.062,30.491
3.063,15.032,30.542
6.009,29.997,31.181
6.009,29.896,31.407
6.009,29.947,31.340
6.009,29.734,31.066
6.008,29.813,31.320
6.010,29.935,31.372
6.010,29.866,31.195
6.009,29.805,31.110
6.009,29.679,31.177
6.011,29.374,30.951
6.010,29.657,31.214
6.011,29.788,31.380
6.013,29.548,31.291
6.013,29.685,31.347
6.013,29.543,31.301
6.014,29.644,31.198
6.015,29.780,31.237
6.013,29.696,31.187
6.011,29.688,31.128
6.012,29.786,31.153
6.012,29.673,31.114
6.011,29.689,31.156
6.013,29.795,31.332
6.011,29.811,31.371
6.012,29.812,31.466
6.011,29.606,31.287
6.011,29.813,31.363
6.011,29.794,31.406
6.011,29.848,31.295
6.011,29.801,31.179
6.011,29.660,31.206
6.011,29.446,31.385
6.012,29.721,31.429
6.013,29.743,31.471
6.014,29.758,31.404
6.015,29.791,31.395
6.017,29.854,31.361
6.017,29.784,31.561
6.015,29.432,31.367
6.013,29.813,31.140
6.013,29.796,31.372
6.013,29.662,31.213
6.012,29.790,31.289
6.010,30.064,31.064
6.013,29.913,31.340
6.013,29.748,31.193
6.012,29.760,31.564
6.012,29.716,31.016
6.012,29.821,31.270
6.012,29.624,31.349
6.012,29.716,31.242
6.010,29.670,31.307
6.011,29.854,31.427
6.012,29.785,31.416
2.758,14.529,30.599
2.758,14.627,30.819
2.758,14.664,30.480
2.758,14.659,30.745
2.758,14.664,30.645
2.758,14.660,30.661
2.758,14.691,30.532
2.758,14.652,30.892
2.757,14.684,30.602
2.757,14.637,30.843
2.757,14.675,30.529
2.757,14.661,30.671
6.011,29.305,31.378
6.013,29.043,31.186
6.014,29.214,31.206
6.013,29.314,31.372
6.012,29.294,31.112
6.012,29.454,31.120
6.012,29.334,31.268
6.012,29.243,31.086
6.012,29.053,31.081
6.011,28.909,31.243
6.011,28.934,31.060
6.013,29.344,31.309
6.013,29.104,31.335
6.014,29.203,30.948
6.014,29.289,31.056
6.012,29.060,31.128
6.012,29.127,31.050
6.013,29.102,31.144
6.013,29.128,31.169
6.013,29.153,31.321
6.014,29.130,31.068
6.014,29.044,31.139
6.013,29.162,31.131
6.012,29.286,31.062
6.012,29.169,31.138
6.013,29.085,31.149
6.013,29.435,31.437
6.012,29.092,31.134
6.011,29.161,31.130
6.012,29.112,30.998
6.011,29.101,31.043
6.012,29.233,31.098
6.012,29.005,31.034
6.012,29.373,31.053
6.014,28.775,31.143
6.013,28.921,30.939
6.012,29.090,31.087
6.014,28.823,31.242
6.014,29.215,31.147
6.014,29.035,31.365
6.014,29.459,31.073
6.014,29.306,31.341
6.013,29.400,31.216
6.014,29.024,31.379
6.012,29.288,31.334
6.014,29.251,31.259
6.014,29.025,31.249
6.014,29.401,31.033
6.015,29.157,31.081
6.012,29.290,30.904
6.013,29.155,31.197
6.012,29.285,31.173
6.012,29.301,30.800
4.229,24.300,31.404
3.062,15.041,31.253
3.064,15.109,31.301
3.065,15.109,31.387
3.066,15.092,31.282
3.068,15.079,31.061
3.067,15.064,30.981
3.066,14.964,31.015
3.065,14.988,30.792
3.066,14.865,30.967
3.066,14.901,30.965
3.065,14.835,30.901
3.064,14.823,30.795
6.012,28.933,31.624
6.013,28.824,31.597
6.014,28.902,31.105
6.013,29.069,31.402
6.013,28.513,31.443
6.012,29.063,31.487
6.012,29.087,31.525
6.011,28.695,31.599
6.011,29.116,32.118
3.678,18.459,31.361
3.678,18.481,31.515
3.678,18.457,31.402
3.679,18.437,31.431
3.679,18.440,31.286
3.678,18.437,31.496
3.678,18.446,31.485
3.678,18.420,31.488
3.678,18.375,31.485
3.677,18.405,31.489
3.678,18.428,31.833
3.678,18.454,31.633
3.677,18.395,31.309
6.012,29.635,32.146
6.013,29.356,31.785
6.012,29.531,31.928
6.013,29.535,31.788
6.013,29.497,31.618
6.014,29.470,31.675
6.013,29.670,31.709
6.013,29.563,31.883
6.015,29.577,31.872
6.015,29.575,31.874
6.014,29.693,32.070
6.012,29.628,31.964
6.015,29.576,31.721
6.015,29.630,31.811
6.013,29.423,31.609
6.013,29.754,31.680
6.014,29.771,31.834
6.014,29.667,31.818
6.013,29.633,31.860
6.014,29.899,31.851
6.013,29.761,31.811
6.014,29.575,31.757
6.012,29.679,31.561
6.013,29.696,31.645
6.013,29.712,31.612
6.012,29.467,31.289
6.010,29.234,31.699
6.010,29.586,31.957
6.010,29.753,31.631
6.010,29.423,31.704
6.010,29.801,31.748
6.010,29.689,31.582
6.008,29.705,31.537
6.010,29.474,31.375
6.009,29.347,30.491
6.010,29.552,30.497
6.010,29.386,30.659
6.011,29.670,30.716
6.011,29.595,31.485
6.011,29.934,31.487
6.012,29.224,30.420
6.012,29.357,30.503
6.010,29.456,30.535
6.012,29.511,30.690
6.009,29.578,30.652
6.011,29.546,30.935
6.011,30.099,30.856
6.012,29.509,30.872
6.011,29.943,30.892
6.011,29.656,30.874
6.012,29.456,30.914
6.012,29.936,30.814
6.012,29.583,30.847
6.011,30.218,31.089
6.012,29.588,30.978
6.012,29.804,31.015
6.013,30.322,30.974
6.013,29.698,31.012
6.014,29.609,31.016
6.014,30.267,30.913
6.015,29.670,31.024
6.016,29.619,31.033
6.016,30.283,30.865
6.014,30.082,30.855
6.015,29.687,30.730
6.016,29.664,31.197
6.016,29.547,31.003
6.015,29.720,31.015
6.012,29.680,30.863
6.012,30.037,31.124
6.010,29.703,30.921
6.011,29.685,30.872
6.011,29.995,30.999
6.011,29.962,30.930
6.011,30.010,30.971
6.013,29.779,30.832
6.012,30.018,30.827
6.013,29.764,30.754
6.015,29.742,30.866
6.013,29.821,30.783
6.013,29.466,30.701
6.014,29.637,30.790
6.013,29.656,30.879
6.013,29.562,30.940
6.013,29.675,30.870
6.011,29.916,30.895
6.013,29.237,30.855
6.013,29.606,31.252
6.014,29.964,30.935
6.013,30.018,31.014
6.013,29.753,31.070
6.014,29.710,30.721
6.013,29.627,30.942
6.012,29.843,31.087
6.012,29.972,31.001
6.011,29.820,30.821
6.014,30.295,30.647
6.012,29.732,30.962
6.013,29.663,31.233
6.012,29.572,30.972
6.013,29.769,30.899
6.014,29.719,30.998
6.014,29.706,30.997
6.015,29.744,30.851
6.015,29.876,30.850
6.014,29.797,30.920
6.016,29.762,30.957
6.014,29.813,31.109
6.014,29.659,30.964
6.013,29.856,30.550
6.012,29.665,30.688
6.012,30.162,30.805
6.012,29.768,30.644
6.013,29.952,30.806
6.010,29.539,30.862
6.013,29.724,30.873
6.013,29.766,30.842
6.013,29.562,30.537
6.013,29.866,31.012
4.262,21.637,30.735
4.262,21.798,30.319
4.260,21.779,30.520
4.262,21.694,30.469
4.262,21.793,30.267
4.263,21.855,30.555
4.262,21.791,30.425
4.263,21.838,30.454
4.264,21.816,30.502
4.263,21.859,30.193
4.262,21.856,30.685
4.262,21.796,30.359
4.262,21.881,30.758
6.010,28.961,30.981
6.012,28.780,30.837
6.011,29.258,30.903
6.013,29.092,30.979
6.013,29.009,30.789
6.012,28.816,30.745
6.012,28.915,30.834
6.012,28.994,31.006
6.011,29.272,30.997
4.261,20.986,30.283
4.261,20.991,30.369
4.261,20.858,30.486
4.262,20.966,30.551
4.263,20.872,30.539
4.261,20.930,30.585
4.261,20.931,30.507
4.261,20.951,30.487
4.261,20.956,30.455
4.261,20.946,30.569
4.262,20.969,30.778
4.261,20.836,30.700
4.261,20.834,30.646
6.014,28.610,30.810
6.013,28.607,30.623
6.014,28.830,30.888
6.012,28.764,30.727
6.015,28.677,30.660
6.012,28.765,30.875
6.013,28.672,30.920
6.012,29.102,30.878
6.013,28.674,31.063
4.294,21.468,30.331
4.294,21.412,30.444
4.294,21.315,30.439
4.294,21.204,30.469
4.294,21.301,30.306
4.295,21.409,30.564
4.293,21.461,30.442
4.294,21.321,30.412
4.293,21.316,30.457
4.294,21.210,30.657
4.294,21.282,30.374
4.294,21.322,30.759
4.295,21.447,30.692
6.013,28.607,31.152
6.013,28.789,30.912
6.013,28.775,30.909
6.012,28.551,30.771
6.013,28.689,30.999
6.013,28.714,30.843
6.012,28.782,30.718
6.011,28.701,30.650
6.012,28.704,31.048
6.014,28.545,30.951
6.013,28.548,30.768
6.013,28.737,30.657
6.012,28.560,30.915
6.012,28.860,30.959
6.014,28.639,30.932
6.015,28.666,30.915
6.014,28.815,30.845
6.014,28.910,30.866
6.014,28.563,30.852
6.014,29.021,30.935
6.014,28.745,31.110
6.012,28.786,30.761
6.013,28.834,30.786
6.014,28.721,31.016
6.014,28.740,30.918
6.014,28.665,31.140
6.014,28.630,30.713
6.013,28.817,30.673
6.012,28.808,30.982
6.013,28.789,30.916
6.014,28.697,30.854
3.678,18.995,30.391
3.677,19.100,30.717
3.678,19.111,30.555
3.678,19.122,30.603
3.678,19.108,30.497
3.679,19.166,30.673
3.680,19.200,30.645
3.679,19.193,30.636
3.680,19.128,30.568
3.678,19.090,30.597
3.678,19.108,30.621
3.679,19.051,30.715
3.679,19.072,30.731
6.012,29.719,31.250
6.013,29.610,31.091
6.012,29.570,31.222
6.013,29.727,31.054
6.013,29.760,31.322
6.013,29.447,31.076
6.012,29.715,30.946
6.014,29.721,31.417
6.015,29.607,31.112
6.013,29.692,31.087
6.013,29.584,31.166
6.015,29.480,31.013
6.013,29.757,30.765
6.012,29.642,31.131
6.014,29.537,31.138
6.015,29.617,31.011
6.014,29.673,31.129
6.013,29.747,30.983
6.013,29.630,31.398
6.014,29.724,31.104
6.013,29.792,31.141
6.013,29.653,31.150
6.014,29.688,31.225
6.013,29.559,31.283
6.015,29.685,31.080
6.014,29.727,31.026
6.014,29.617,30.853
6.015,29.663,31.076
6.014,29.610,31.138
6.014,29.672,31.209
6.014,29.708,30.941
6.014,29.687,31.206
6.014,29.775,31.193
6.014,29.656,30.987
6.014,29.605,31.037
6.014,29.738,30.857
6.015,29.741,31.279
6.015,29.740,31.013
6.014,29.702,31.025
6.015,29.732,31.001
6.013,29.640,31.122
6.015,29.692,31.199
6.014,29.658,31.132
6.013,29.743,31.254
6.016,29.823,31.361
6.016,29.655,31.220
6.017,29.662,31.156
6.016,29.691,30.977
6.014,29.604,31.137
6.014,29.716,31.331
6.014,29.637,31.269
6.013,29.733,31.172
6.014,29.658,31.191
3.064,15.375,30.409
3.064,15.396,30.331
3.064,15.324,30.432
3.063,15.264,30.682
3.370,16.568,30.479
3.370,16.555,30.406
3.370,16.550,30.290
3.370,16.620,30.367
3.065,16.528,30.423
3.064,15.143,30.452
3.062,15.124,30.323
3.063,15.071,30.334
3.063,15.011,30.083
6.010,29.897,30.985
6.011,29.598,30.863
6.011,29.849,30.843
6.011,29.897,30.992
6.010,29.648,31.012
6.012,29.564,30.694
6.012,29.803,31.073
6.011,29.595,30.987
6.014,29.588,31.021
3.063,15.101,30.363
3.062,15.075,30.370
3.369,16.991,30.647
3.368,17.012,30.298
3.368,16.987,30.346
3.674,17.501,30.401
3.063,15.265,30.391
3.063,15.175,30.205
3.063,15.159,30.142
3.063,15.136,30.337
3.063,15.154,30.402
3.064,15.154,30.067
3.063,15.133,30.248
6.010,29.878,30.996
6.009,29.877,31.075
6.010,29.851,30.666
6.009,29.714,30.569
6.010,29.873,30.971
6.012,29.632,30.901
6.010,29.399,30.927
6.011,29.935,30.830
6.012,29.718,30.824
3.065,14.781,30.341
3.063,14.801,30.385
3.063,14.826,30.529
3.063,14.856,30.419
3.064,14.860,30.389
3.064,14.851,30.433
3.064,14.861,30.436
3.064,14.852,30.132
3.064,14.836,30.274
3.063,14.810,30.087
3.063,14.760,30.190
3.063,14.794,30.340
3.062,14.812,30.342
6.010,29.343,31.171
6.012,29.613,30.824
6.011,29.235,30.760
6.011,29.414,30.944
6.012,29.557,30.819
6.011,29.841,31.021
6.010,29.561,30.824
6.011,29.441,30.977
6.010,29.404,31.061
3.063,14.963,30.643
3.064,14.934,30.367
3.064,14.930,30.444
3.064,14.922,30.448
3.065,14.921,30.282
3.065,14.934,30.306
3.063,14.953,30.550
3.066,14.954,30.407
3.064,14.934,30.511
3.063,14.943,30.474
3.064,14.937,30.545
3.064,14.929,30.631
3.064,15.089,30.540
6.012,29.848,30.930
6.012,29.828,30.962
6.012,29.865,31.268
6.011,29.834,30.960
6.009,29.879,30.848
6.010,29.697,31.011
6.010,29.848,31.007
6.012,29.974,30.825
6.010,29.766,30.834
2.452,14.375,30.428
2.452,14.474,30.770
2.452,14.480,30.616
2.452,14.508,30.468
2.452,14.489,30.482
2.452,14.496,30.425
2.452,14.521,30.502
2.452,14.596,30.445
2.453,14.550,30.630
2.452,14.558,30.410
2.452,14.531,30.426
2.451,14.455,30.508
2.451,14.552,30.450
5.793,28.817,31.063
5.795,29.094,30.993
5.795,29.165,30.959
5.795,28.922,30.988
5.795,28.755,31.224
5.796,28.879,30.729
5.797,28.851,30.642
5.795,28.979,31.021
5.797,29.045,31.128
5.797,29.062,31.057
5.798,29.045,31.141
5.798,28.951,30.940
5.797,28.975,30.748
5.797,28.978,31.102
5.798,29.065,31.088
5.797,29.023,30.916
5.798,28.997,31.253
5.796,28.840,30.953
5.796,28.944,31.091
5.794,28.950,30.976
5.795,28.953,31.139
5.796,28.830,31.032
5.796,28.958,30.965
5.795,29.030,31.045
