DOL,CD,FI3312A,FI3312B
159.833,5.795,28.953,31.139
159.875,5.796,28.830,31.032
159.958,5.796,28.958,30.965
160.000,5.795,29.030,31.045
160.042,5.795,28.960,30.882
160.083,5.795,28.991,31.044
160.125,5.796,28.956,30.874
160.167,5.794,28.797,31.009
160.208,5.795,29.082,31.263
160.250,5.794,28.717,30.884
160.292,5.796,29.005,31.038
160.375,5.796,28.820,31.030
160.417,5.796,28.842,31.092
160.458,5.797,28.984,30.945
160.500,5.797,29.020,30.912
160.542,5.798,28.990,30.824
160.583,5.797,28.968,31.169
160.625,5.797,29.017,31.076
160.667,5.798,29.041,31.118
160.708,5.796,28.986,31.345
160.750,5.799,28.928,31.053
160.792,5.799,28.894,30.887
160.833,5.798,28.890,31.113
160.875,5.798,28.903,30.909
160.958,5.797,29.086,31.000
161.000,5.797,28.866,31.091
161.042,5.796,29.002,30.659
161.083,5.797,28.945,30.971
161.125,5.796,29.057,31.100
161.167,5.796,28.979,30.909
161.208,5.796,29.033,31.330
161.250,5.797,28.939,30.924
161.292,5.796,28.908,30.880
161.375,2.453,13.023,30.619
161.417,2.740,13.010,30.624
161.458,3.064,14.612,29.819
161.500,3.062,15.142,30.441
161.542,3.062,15.165,30.755
161.583,3.062,15.157,30.509
161.625,3.063,15.133,30.705
161.667,3.063,13.870,30.384
161.708,3.063,13.886,31.343
161.750,3.063,13.883,31.426
161.792,3.063,13.806,30.937
161.833,3.062,13.843,31.400
161.875,3.061,13.856,31.386
161.958,6.010,28.701,31.910
162.000,6.011,28.842,31.651
162.042,6.012,28.721,31.800
162.083,6.012,28.979,31.675
162.125,6.011,28.815,31.726
162.167,6.011,28.999,31.874
162.208,6.012,29.420,31.554
162.250,6.012,29.693,31.334
162.292,6.011,28.782,31.475
162.375,3.063,16.168,30.859
162.417,3.063,16.209,31.153
162.458,3.064,16.250,31.126
162.500,3.065,16.310,31.222
162.542,3.065,16.249,31.200
162.583,3.063,16.250,31.337
162.625,3.064,16.249,31.092
162.667,3.065,16.228,31.301
162.708,3.063,16.853,31.415
162.750,3.676,18.569,29.078
162.792,2.452,14.575,30.558
162.833,2.451,14.465,30.583
162.875,2.452,14.433,30.639
162.958,6.011,28.704,31.416
163.000,6.011,28.774,31.002
163.042,6.012,28.581,31.011
163.083,6.012,28.798,31.096
163.125,6.012,28.348,31.175
