DOL,CD,FI3312A,FI3312B
80.500,2.758,15.438,30.010
80.542,2.758,15.489,29.891
80.583,2.759,15.515,30.301
80.625,2.759,15.519,30.038
80.667,2.758,15.767,30.123
80.708,2.758,15.528,30.032
80.750,2.758,15.488,30.059
80.792,2.758,15.456,29.991
80.833,2.758,15.373,29.782
80.875,2.758,15.415,29.957
80.958,6.012,29.913,31.154
81.000,6.011,29.547,30.953
81.042,6.013,29.990,30.961
81.083,6.012,29.145,30.874
81.125,6.013,29.881,30.731
81.167,6.012,29.768,30.937
81.208,6.012,29.842,30.811
81.250,6.012,29.193,30.757
81.292,6.013,29.922,30.866
81.375,2.759,14.777,30.282
81.417,2.759,14.826,30.005
81.458,2.759,14.816,30.072
81.500,2.758,14.827,30.012
81.542,2.758,14.855,29.811
81.583,2.758,14.691,29.909
81.625,2.757,14.789,30.156
81.667,2.757,14.812,30.187
81.708,2.758,14.833,30.019
81.750,2.757,14.841,30.043
81.792,2.758,14.859,30.046
81.833,2.757,14.876,30.061
81.875,2.758,14.898,29.872
81.958,6.010,29.703,30.956
82.000,6.011,29.742,30.837
82.042,6.011,29.478,30.964
82.083,6.012,29.626,30.781
82.125,6.012,29.326,30.659
82.167,6.011,29.132,30.968
82.208,6.011,29.532,30.883
82.250,6.011,29.581,30.804
82.292,6.012,29.151,30.718
82.375,6.011,29.599,30.797
82.417,6.012,29.126,30.970
82.458,6.011,28.904,30.806
82.500,6.012,28.855,30.798
82.542,6.010,29.493,30.839
82.583,6.010,29.152,30.883
82.625,6.011,29.593,30.999
82.667,6.012,29.009,30.884
82.708,6.011,29.584,30.952
82.750,6.011,28.937,30.863
82.792,6.010,29.521,30.720
82.833,6.010,29.187,31.055
82.875,6.011,29.222,31.079
82.958,6.012,29.438,30.929
83.000,6.009,29.384,31.157
83.042,6.010,29.584,30.861
83.083,6.011,29.631,30.872
83.125,6.010,29.543,31.026
83.167,6.013,29.564,30.938
83.208,6.010,29.691,31.155
83.250,6.011,29.693,30.995
83.292,6.011,29.392,31.119
83.375,6.013,29.625,31.097
83.417,6.012,29.427,30.702
83.458,6.012,29.066,30.768
83.500,6.012,29.373,30.927
83.542,6.012,29.129,30.808
83.583,6.011,29.512,30.665
83.625,6.011,29.284,30.689
83.667,6.011,29.295,30.681
83.708,6.011,29.332,30.736
83.750,6.012,29.097,30.761
83.792,6.010,28.840,30.938
83.833,6.010,29.529,30.682
83.875,6.012,29.506,30.975
83.958,6.011,29.516,30.960
84.000,6.011,29.584,30.743
84.042,6.012,29.460,30.923
84.083,6.011,29.287,30.939
84.125,6.011,29.243,30.924
84.167,6.011,29.669,30.877
84.208,6.011,29.573,30.834
84.250,6.011,29.586,30.881
84.292,6.011,29.626,30.830
84.375,6.012,29.103,30.729
84.417,6.008,29.264,30.705
84.458,6.013,29.102,30.844
84.500,6.014,29.386,30.971
84.542,6.013,29.194,30.649
84.583,6.014,29.375,30.997
84.625,6.015,29.404,30.842
84.667,6.013,29.394,31.085
84.708,6.014,29.477,30.970
84.750,6.013,29.522,30.736
84.792,6.015,29.373,31.133
84.833,6.014,29.281,31.026
84.875,6.014,29.223,30.979
84.958,6.013,28.086,30.944
85.000,6.013,28.395,30.844
85.042,6.013,28.323,30.828
85.083,6.012,28.397,31.069
85.125,6.012,28.101,31.086
85.167,6.011,28.388,30.950
85.208,6.012,28.341,31.013
85.250,6.011,28.156,31.076
85.292,6.013,27.989,30.863
85.375,6.013,28.179,30.861
85.417,6.015,28.515,30.896
85.458,6.015,28.513,30.817
85.500,6.014,28.523,30.989
85.542,6.014,28.493,30.813
85.583,6.014,27.904,30.743
85.625,6.015,28.185,30.748
85.667,6.015,28.416,30.891
85.708,6.015,28.516,30.808
85.750,6.014,28.054,30.906
85.792,6.013,28.167,30.961
85.833,6.013,28.100,30.914
85.875,6.011,28.115,31.094
85.958,6.012,28.528,31.037
86.000,6.010,28.468,30.909
86.042,6.012,28.203,31.071
86.083,6.011,28.402,30.843
86.125,6.012,28.600,30.895
86.167,6.012,28.614,31.040
86.208,6.012,28.595,30.810
86.250,6.012,28.120,30.903
86.292,6.012,28.650,31.334
86.375,6.013,28.270,30.880
86.417,6.014,28.707,30.860
86.458,6.014,28.677,31.121
86.500,6.015,28.455,30.983
86.542,6.015,28.650,30.836
86.583,6.015,28.349,30.863
86.625,6.015,28.671,30.951
86.667,6.015,28.704,30.837
86.708,6.014,28.786,30.939
86.750,6.016,28.604,30.990
86.792,6.015,28.652,31.088
86.833,6.015,28.461,31.093
86.875,6.015,28.583,31.036
86.958,6.014,28.562,30.882
87.000,6.014,28.743,30.863
87.042,6.012,28.665,30.888
87.083,6.012,28.666,30.840
87.125,6.012,28.585,30.724
87.167,6.012,29.033,30.891
87.208,6.012,28.789,30.705
87.250,6.010,28.450,30.826
87.292,6.011,28.609,30.959
87.375,6.012,29.433,30.904
87.417,6.015,29.514,30.742
87.458,6.014,29.501,30.923
87.500,6.014,29.460,30.983
87.542,6.013,29.415,31.059
87.583,6.014,29.635,30.973
87.625,6.014,29.948,30.878
87.667,6.013,30.195,31.236
87.708,6.015,29.953,30.893
87.750,6.014,30.212,30.979
87.792,6.014,30.106,31.231
87.833,6.013,29.896,31.226
87.875,6.014,29.966,30.937
87.958,6.011,31.006,31.088
88.000,6.012,29.030,31.044
88.042,6.012,29.237,30.974
88.083,6.012,29.244,30.968
88.125,6.013,29.288,30.943
88.167,6.012,29.237,30.961
88.208,6.012,29.048,30.890
88.250,6.012,29.466,30.907
88.292,6.012,29.016,30.965
88.375,6.014,28.305,31.017
88.417,6.014,27.923,30.989
88.458,6.014,28.045,30.930
88.500,6.015,28.619,31.122
88.542,6.015,28.579,31.020
88.583,6.015,28.041,30.880
88.625,6.016,27.898,31.000
88.667,6.015,29.400,30.876
88.708,6.015,29.336,30.925
88.750,6.015,29.100,30.857
88.792,6.013,29.316,30.967
88.833,6.014,29.322,31.032
88.875,6.013,29.395,31.079
88.958,6.013,29.470,30.887
89.000,6.013,29.550,30.888
89.042,6.012,29.444,30.754
89.083,6.013,29.039,31.009
89.125,6.013,29.190,30.852
89.167,6.012,29.352,30.892
89.208,6.011,29.373,31.087
89.250,6.012,29.128,30.966
89.292,6.012,29.037,30.844
89.375,6.012,29.320,30.954
89.417,6.013,29.276,30.713
89.458,6.012,28.651,30.744
89.500,6.014,29.237,30.750
89.542,6.014,29.292,30.785
89.583,6.016,28.677,31.012
89.625,6.014,29.333,30.872
89.667,6.014,28.882,30.815
89.708,6.014,29.338,30.805
89.750,6.013,29.342,30.719
89.792,6.015,29.156,30.833
89.833,6.014,28.576,30.717
89.875,6.016,28.634,30.638
89.958,6.012,29.395,30.916
90.000,6.013,29.094,30.899
90.042,6.014,28.587,30.812
90.083,6.012,29.359,31.006
90.125,6.012,28.886,30.646
90.167,6.012,29.287,30.767
90.208,6.012,28.667,30.907
90.250,6.012,28.706,31.021
90.292,6.014,29.265,30.907
90.375,6.012,29.301,30.652
90.417,6.011,29.380,30.810
90.458,6.016,28.918,30.852
90.500,4.264,20.727,30.354
90.542,4.263,20.293,30.650
90.583,4.262,20.481,30.568
90.625,4.263,21.331,30.724
90.667,6.014,29.175,31.037
90.708,6.013,29.724,30.885
90.750,6.013,29.665,31.030
90.792,6.014,29.207,30.949
90.833,6.015,29.868,31.056
90.875,6.014,29.787,31.062
90.958,6.013,29.884,30.664
91.000,6.013,29.759,31.021
91.042,6.013,29.831,30.897
91.083,6.013,29.859,30.859
91.125,6.013,29.794,30.828
91.167,6.011,29.795,31.021
91.208,6.012,29.449,30.904
91.250,6.012,29.849,30.978
91.292,6.012,29.704,30.804
91.375,6.013,29.173,30.730
91.417,6.012,29.391,30.898
91.458,6.013,29.193,30.921
91.500,6.014,29.245,30.863
91.542,6.015,29.246,30.647
91.583,6.014,29.353,30.776
91.625,6.015,29.414,30.925
91.667,6.014,29.311,30.763
91.708,6.015,29.181,30.711
91.750,6.014,29.141,30.686
91.792,6.013,29.271,30.833
91.833,6.014,29.284,30.878
91.875,6.013,29.123,30.774
91.958,6.014,28.661,30.840
92.000,6.013,28.879,30.496
92.042,6.013,28.942,30.788
92.083,6.011,28.575,30.725
92.125,6.013,28.747,30.934
92.167,6.012,28.919,30.804
92.208,6.015,28.948,30.718
92.250,6.013,28.230,30.624
92.292,6.012,28.835,30.594
92.375,2.760,15.743,30.022
92.417,2.759,15.759,30.047
92.458,2.759,15.752,29.899
92.500,2.760,15.770,30.007
92.542,2.760,15.761,29.725
92.583,2.760,15.760,29.801
92.625,2.759,15.808,30.080
92.667,2.759,15.850,29.886
92.708,2.759,15.794,30.025
92.750,2.758,15.723,30.062
92.792,2.758,15.770,30.003
92.833,2.759,15.753,29.921
92.875,2.759,15.737,29.977
92.958,6.043,28.861,30.855
93.000,6.013,28.924,30.720
93.042,6.012,29.393,30.617
93.083,6.012,28.851,30.798
93.125,6.012,29.200,30.689
93.167,6.012,29.112,30.625
93.208,6.012,29.523,30.589
93.250,6.015,29.369,30.625
93.292,6.014,28.738,30.518
93.375,2.760,14.824,30.038
93.417,2.760,15.011,30.226
93.458,2.760,14.802,30.025
93.500,2.761,14.746,30.341
93.542,2.761,14.797,30.253
93.583,2.761,14.829,30.222
93.625,2.760,14.826,30.133
93.667,2.760,14.813,29.937
93.708,2.759,14.859,30.172
93.750,2.758,14.734,29.968
93.792,2.758,14.725,30.228
93.833,2.758,14.714,30.154
93.875,2.758,14.714,30.369
93.958,6.043,29.163,31.152
94.000,6.010,29.105,30.948
94.042,6.012,29.057,30.847
94.083,6.011,29.287,30.824
94.125,6.013,29.169,30.976
94.167,6.012,29.019,30.970
94.208,6.014,29.083,31.012
94.250,6.013,29.061,30.599
94.292,6.014,29.081,30.839
94.375,2.760,14.950,29.935
94.417,2.759,15.017,30.214
94.458,2.760,15.006,30.070
94.500,2.760,15.010,30.095
94.542,2.760,15.013,30.125
94.583,2.760,14.995,30.146
94.625,2.759,15.005,29.974
94.667,2.760,14.993,30.313
94.708,2.760,14.951,30.376
94.750,2.760,14.930,30.325
94.792,2.759,14.921,30.167
94.833,2.758,14.887,30.141
94.875,2.759,14.900,30.219
94.958,6.012,29.555,30.840
95.000,6.013,29.521,31.053
95.042,6.012,29.404,31.152
95.083,6.013,29.304,31.206
95.125,6.012,29.390,30.912
95.167,6.013,28.959,31.090
95.208,6.012,28.672,30.791
95.250,6.013,29.463,31.080
95.292,6.013,29.043,31.148
95.375,6.013,29.505,30.867
95.417,6.013,29.458,31.166
95.458,6.014,28.891,30.795
95.500,6.014,29.507,30.962
95.542,6.015,29.165,30.995
95.583,6.014,29.447,30.829
95.625,6.016,29.561,30.945
95.667,6.015,29.600,31.002
95.708,6.016,29.459,30.830
95.750,6.015,29.293,30.890
95.792,6.016,29.241,31.258
95.833,6.013,29.546,30.926
95.875,6.014,29.707,31.116
95.958,6.014,29.137,30.934
96.000,6.013,29.540,30.864
96.042,6.015,29.434,30.986
96.083,6.013,29.360,30.995
96.125,6.014,28.836,30.688
96.167,6.013,28.981,30.828
96.208,6.012,29.591,30.966
96.250,6.014,29.429,30.965
96.292,6.014,29.394,30.936
96.375,6.014,29.602,30.762
96.417,6.013,29.729,30.860
96.458,6.014,29.359,30.898
96.500,6.014,29.266,30.911
96.542,6.014,29.590,30.721
96.583,6.013,29.573,30.932
96.625,6.014,29.298,31.104
96.667,6.013,29.281,30.945
96.708,6.014,28.966,30.881
96.750,6.015,29.475,30.971
96.792,6.015,29.472,30.944
96.833,6.015,29.537,30.812
96.875,6.015,28.985,31.010
96.958,6.012,29.486,30.883
97.000,6.013,28.676,30.949
97.042,6.013,29.243,31.015
97.083,6.012,29.182,31.157
97.125,6.011,29.555,31.131
97.167,6.014,29.565,30.925
97.208,6.012,29.519,30.949
97.250,6.012,29.500,31.082
97.292,6.012,29.473,31.055
97.375,6.012,29.289,30.991
97.417,6.014,29.491,30.856
97.458,6.014,29.645,30.993
97.500,6.013,28.796,30.724
97.542,6.013,29.584,31.027
97.583,6.013,29.598,31.118
97.625,6.014,29.119,30.914
97.667,6.015,28.959,31.218
97.708,6.014,29.044,30.986
97.750,6.012,29.591,30.993
97.792,6.014,29.553,30.989
97.833,6.014,28.950,31.086
97.875,6.013,28.736,31.082
97.958,6.012,29.369,30.877
98.000,6.014,29.455,30.969
98.042,6.013,28.621,30.949
98.083,6.014,29.476,31.115
98.125,6.013,29.247,31.230
98.167,6.014,29.526,30.986
98.208,6.012,29.496,31.063
98.250,6.013,29.504,31.163
98.292,6.011,28.972,31.010
98.375,3.678,20.037,30.668
98.417,3.676,20.031,30.586
98.458,3.065,15.490,30.144
98.500,3.064,15.490,30.262
98.542,3.064,15.485,29.959
98.583,3.065,15.550,30.027
98.625,3.065,15.605,29.927
98.667,3.066,15.691,30.074
98.708,3.065,15.632,30.190
98.750,3.066,15.600,30.309
98.792,3.065,15.593,30.270
98.833,3.064,15.595,30.325
98.875,6.010,29.370,30.792
98.958,6.009,29.515,30.862
99.000,6.010,29.566,31.019
99.042,6.010,29.576,30.814
99.083,6.009,29.624,30.710
99.125,6.009,29.631,30.737
99.167,6.010,29.675,30.880
99.208,6.011,29.459,30.825
99.250,6.010,29.355,30.746
99.292,6.010,29.451,30.935
99.375,3.064,15.361,30.049
99.417,3.064,15.373,30.087
99.458,3.064,15.366,30.139
99.500,3.064,15.363,30.230
99.542,3.064,15.347,30.018
99.583,3.064,15.400,30.043
99.625,3.065,15.420,30.196
99.667,3.064,15.470,30.072
99.708,3.065,15.476,30.115
99.750,3.064,15.448,30.061
99.792,3.062,15.427,29.992
99.833,3.063,15.419,30.152
99.875,3.063,15.437,30.193
99.958,6.011,29.516,30.798
100.000,6.010,29.535,30.858
100.042,6.010,29.453,30.611
100.083,6.010,29.133,30.785
100.125,6.011,29.442,30.800
100.167,6.011,29.435,30.582
100.208,6.010,29.463,30.732
100.250,6.012,29.422,30.959
100.292,6.011,29.389,30.746
100.375,3.063,15.139,30.199
100.417,3.064,15.132,30.291
100.458,3.064,15.135,29.982
100.500,3.064,15.149,29.991
100.542,3.063,15.135,30.105
100.583,3.064,15.213,30.055
100.625,3.064,15.235,30.078
100.667,3.064,15.236,30.157
100.708,3.065,15.241,30.169
100.750,3.064,15.238,30.294
100.792,3.065,15.234,30.055
100.833,3.063,15.240,30.101
100.875,3.063,15.239,30.325
100.958,6.011,29.409,31.055
101.000,6.011,28.893,31.003
101.042,6.013,29.468,30.961
101.083,6.012,28.813,30.840
101.125,6.013,29.340,30.982
101.167,6.012,29.382,31.028
101.208,6.012,29.319,30.888
101.250,6.012,29.370,30.762
101.292,6.014,29.367,30.921
101.375,2.455,13.737,30.000
101.417,2.453,13.924,30.299
101.458,2.454,13.908,30.038
101.500,2.453,13.912,29.993
101.542,2.454,13.942,30.128
101.583,2.455,13.942,30.105
101.625,2.454,13.961,29.952
101.667,2.454,14.016,30.065
101.708,2.455,14.021,30.321
101.750,2.452,14.010,30.151
101.792,2.452,14.020,29.899
101.833,2.452,14.022,30.049
101.875,2.452,14.024,30.410
101.958,6.011,28.792,31.240
102.000,6.011,28.326,30.978
102.042,6.012,28.320,31.058
102.083,6.013,28.244,31.298
102.125,6.012,28.301,31.241
102.167,6.012,28.882,31.211
102.208,6.013,28.200,30.855
102.250,6.011,28.155,30.992
102.292,6.012,28.585,31.190
102.375,2.454,14.631,30.300
102.417,2.454,14.441,29.994
102.458,2.453,14.414,30.032
102.500,2.453,14.349,30.333
102.542,2.453,14.351,30.151
102.583,2.453,14.361,30.296
102.625,2.453,14.349,30.330
102.667,2.453,14.356,30.203
102.708,2.454,14.351,30.622
102.750,2.453,14.336,30.403
102.792,2.453,14.300,30.393
102.833,2.452,14.282,30.295
102.875,2.453,14.272,30.248
102.958,6.011,29.207,31.107
103.000,6.013,28.921,31.066
103.042,6.011,28.580,31.037
103.083,6.011,29.056,31.324
103.125,6.012,28.982,31.253
103.167,6.014,29.035,31.137
103.208,6.012,28.447,31.044
103.250,6.012,28.756,31.199
103.292,6.015,28.667,31.189
103.375,6.014,28.896,31.253
103.417,6.013,29.042,31.358
103.458,6.014,29.089,31.120
103.500,6.014,28.965,31.114
103.542,6.013,28.976,31.010
103.583,6.015,29.098,31.124
103.625,6.013,28.974,31.013
103.667,6.014,28.919,30.947
103.708,6.014,29.126,31.086
103.750,6.014,29.000,31.307
103.792,6.015,29.034,31.114
103.833,6.015,28.559,31.105
103.875,6.015,28.939,31.061
103.958,6.014,28.961,31.107
104.000,6.014,28.960,31.384
104.042,6.014,28.979,31.155
104.083,6.014,28.998,30.982
104.125,6.013,28.975,31.109
104.167,6.014,28.918,31.095
104.208,6.012,28.921,31.260
104.250,6.014,28.982,30.931
104.292,6.013,29.019,31.166
104.375,6.014,29.028,31.054
104.417,6.014,29.015,31.128
104.458,6.014,28.930,30.931
104.500,6.015,29.017,31.056
104.542,6.015,28.488,30.956
104.583,6.015,28.988,30.873
104.625,6.015,28.940,31.090
104.667,6.016,28.885,31.214
104.708,6.016,28.781,30.894
104.750,6.016,28.889,31.051
104.792,6.015,28.939,31.007
104.833,6.014,28.842,30.927
104.875,6.015,28.927,30.890
104.958,6.013,28.374,30.915
105.000,6.013,28.844,31.111
105.042,6.014,28.838,31.301
105.083,6.015,28.736,31.081
105.125,6.014,28.585,31.007
105.167,6.015,28.597,30.313
105.208,6.013,28.570,30.944
105.250,6.010,28.688,30.773
105.292,6.011,28.761,30.863
105.375,2.455,14.903,30.472
105.417,2.453,14.892,30.738
105.458,2.453,14.889,30.600
105.500,2.454,14.924,30.356
105.542,2.454,14.886,30.567
105.583,2.454,14.913,30.380
105.625,2.454,14.894,30.604
105.667,2.454,14.919,30.515
105.708,2.454,14.910,30.278
105.750,2.453,14.880,30.328
105.792,2.454,14.876,30.331
105.833,2.454,14.869,30.506
105.875,2.454,14.874,30.579
105.958,6.014,29.258,31.143
106.000,6.012,29.156,30.968
106.042,6.013,29.519,31.135
106.083,6.014,28.979,31.230
106.125,6.013,29.366,30.843
106.167,6.013,29.086,30.937
106.208,6.014,29.492,31.084
106.250,6.015,29.246,31.146
106.292,6.015,28.911,31.267
106.375,2.454,14.680,30.105
106.417,2.454,14.518,30.359
106.458,2.454,14.536,30.491
106.500,2.454,14.551,30.452
106.542,2.455,14.551,30.614
106.583,2.454,14.545,30.677
106.625,2.454,14.554,30.404
106.667,2.454,14.561,30.472
106.708,2.454,14.542,30.570
106.750,2.454,14.553,30.571
106.792,2.453,14.543,30.527
106.833,2.454,15.010,30.434
106.875,2.455,15.045,30.268
106.958,6.012,29.469,31.468
107.000,6.012,29.695,31.222
107.042,6.012,29.588,31.205
107.083,6.013,29.737,31.226
107.125,6.014,29.534,31.106
107.167,6.011,29.792,31.255
107.208,6.012,29.731,31.164
107.250,6.012,29.696,30.861
107.292,6.013,29.888,30.964
107.375,2.454,15.047,30.565
107.417,2.454,14.972,30.719
107.458,2.454,14.974,30.396
107.500,2.453,14.933,30.622
107.542,2.454,14.926,30.583
107.583,2.454,14.942,30.602
107.625,2.454,14.978,30.693
107.667,2.454,14.925,30.664
107.708,2.453,14.991,30.920
107.750,2.453,14.874,30.717
107.792,2.453,14.792,30.449
107.833,2.453,14.791,30.643
107.875,2.453,14.785,30.659
107.958,6.011,29.711,31.200
108.000,6.013,29.563,31.352
108.042,6.013,29.384,31.271
108.083,6.014,29.505,31.016
108.125,6.014,29.515,31.476
108.167,6.014,29.385,31.305
108.208,6.014,29.572,31.187
108.250,6.014,29.241,31.351
108.292,6.013,29.431,31.361
108.375,2.454,13.644,30.570
108.417,2.454,13.655,30.511
108.458,2.454,13.672,30.572
108.500,2.454,13.671,30.487
108.542,2.453,13.676,30.617
108.583,2.454,13.673,30.500
108.625,2.453,13.677,30.602
108.667,2.454,13.679,30.596
108.708,2.454,13.673,30.593
108.750,2.453,13.653,30.744
108.792,2.453,13.662,30.646
108.833,2.454,13.650,30.508
108.875,2.453,13.652,30.567
108.958,6.012,28.604,31.266
109.000,6.012,28.482,31.385
109.042,6.014,28.466,31.205
109.083,6.014,28.700,31.429
109.125,6.013,28.346,31.400
109.167,6.013,28.670,31.447
109.208,6.015,28.696,31.261
109.250,6.015,28.601,31.388
109.292,6.013,28.559,31.130
109.375,2.454,13.329,30.700
109.417,2.455,13.337,30.686
109.458,2.454,13.342,30.914
109.500,2.455,13.345,30.923
109.542,2.454,13.351,30.502
109.583,2.454,13.337,30.425
109.625,2.454,13.336,30.532
109.667,2.454,13.343,30.654
109.708,2.453,13.344,30.930
109.750,2.453,13.331,30.664
109.792,2.453,13.311,30.782
109.833,2.453,13.326,30.562
109.875,2.454,13.321,30.918
109.958,6.013,29.408,31.333
110.000,6.013,29.130,31.281
110.042,6.015,29.288,31.117
110.083,6.015,29.303,30.902
110.125,6.014,29.297,31.243
110.167,6.015,29.144,31.169
110.208,6.014,29.223,30.996
110.250,6.014,29.301,31.233
110.292,6.016,29.319,31.474
110.375,6.015,29.030,31.091
110.417,6.016,29.099,31.467
110.458,6.014,29.179,31.343
110.500,6.016,29.063,31.211
110.542,6.017,29.126,31.528
110.583,6.018,29.018,31.290
110.625,6.017,29.000,31.434
110.667,6.019,29.190,31.372
110.708,6.017,29.158,31.473
110.750,6.018,29.247,31.165
110.792,6.016,29.104,31.460
110.833,6.016,29.128,31.395
110.875,6.015,28.363,31.195
110.958,6.017,28.889,31.237
111.000,6.014,29.079,31.199
111.042,6.014,29.012,31.529
111.083,6.012,28.351,31.383
111.125,6.015,29.080,31.202
111.167,6.013,29.075,31.307
111.208,6.012,29.057,31.287
111.250,6.013,28.872,31.352
111.292,6.014,28.936,31.135
111.375,6.014,29.062,31.490
111.417,6.015,29.032,30.952
111.458,6.016,29.148,31.127
111.500,6.017,29.122,31.343
111.542,6.018,28.944,30.984
111.583,6.016,29.064,31.208
111.625,6.015,29.061,31.057
111.667,6.017,29.371,31.237
111.708,6.018,29.080,31.296
111.750,6.019,28.659,31.189
111.792,6.016,29.071,30.985
111.833,6.014,28.674,31.310
111.875,6.014,28.876,31.147
111.958,6.015,28.903,31.042
112.000,6.014,28.921,31.163
112.042,6.015,29.038,31.096
112.083,6.015,29.010,30.896
112.125,6.015,28.925,30.959
112.167,6.014,28.957,31.189
112.208,6.014,29.081,31.015
112.250,6.014,29.059,31.224
112.292,6.014,28.955,31.314
112.375,2.760,15.408,30.651
112.417,2.760,15.309,30.433
112.458,2.761,15.319,30.511
112.500,2.760,15.302,30.602
112.542,2.761,15.293,30.495
112.583,2.760,15.305,30.590
112.625,2.760,15.298,30.564
112.667,2.760,15.430,30.513
112.708,2.760,15.451,30.531
112.750,2.760,15.428,30.416
112.792,2.759,15.443,30.358
112.833,2.759,15.709,30.531
112.875,2.759,15.636,30.512
112.958,6.013,29.572,31.118
113.000,6.014,28.949,31.067
113.042,6.014,29.284,30.850
113.083,6.012,28.678,30.998
113.125,6.013,29.361,31.026
113.167,6.012,29.205,30.915
113.208,6.011,29.378,31.091
113.250,6.012,29.463,31.012
113.292,6.012,28.639,31.083
113.375,2.760,15.886,30.534
113.417,2.759,15.876,30.403
113.458,2.759,15.885,30.579
113.500,2.759,15.868,30.476
113.542,2.759,15.853,30.426
113.583,2.759,15.847,30.450
113.625,2.758,15.833,30.244
113.667,2.759,15.853,30.337
113.708,2.759,15.861,30.375
113.750,2.759,15.857,30.279
113.792,2.758,15.852,30.262
113.833,2.759,15.849,30.307
113.875,2.759,15.850,30.366
113.958,6.010,29.696,30.919
114.000,6.011,29.525,30.948
114.042,6.012,29.492,31.204
114.083,6.013,29.427,30.945
114.125,6.013,29.539,31.030
114.167,6.013,29.578,30.871
114.208,6.015,29.551,31.197
114.250,6.015,29.544,31.029
114.292,6.014,29.510,30.773
114.375,2.760,15.082,30.254
114.417,2.760,14.883,30.380
114.458,2.760,14.998,30.241
114.500,2.761,15.032,30.488
114.542,2.760,14.978,30.325
114.583,2.760,14.900,30.265
114.625,2.759,14.973,30.346
114.667,2.758,14.943,30.140
114.708,2.757,14.984,30.107
114.750,2.757,14.823,30.682
114.792,2.757,15.117,30.571
114.833,2.758,15.138,30.378
114.875,2.758,15.083,30.474
114.958,6.011,29.160,31.256
115.000,6.013,29.252,30.948
115.042,6.014,29.456,31.129
115.083,6.014,29.206,31.306
115.125,6.013,29.351,31.238
115.167,6.013,29.404,31.074
115.208,6.014,29.436,31.025
115.250,6.014,29.301,31.096
115.292,6.014,29.384,31.178
115.375,2.760,15.319,30.032
115.417,2.758,15.125,30.551
115.458,2.758,15.279,30.453
115.500,2.757,15.302,30.460
115.542,2.758,15.357,30.377
115.583,2.757,15.403,30.678
115.625,2.758,15.459,30.486
115.667,2.758,15.413,30.524
115.708,2.758,15.453,30.415
115.750,2.758,15.493,30.792
115.792,2.759,15.480,30.666
115.833,2.758,15.511,30.646
115.875,2.759,15.472,30.787
115.958,6.013,29.203,31.346
116.000,6.012,29.483,31.001
116.042,6.013,29.574,30.831
116.083,6.014,29.545,31.090
116.125,6.013,28.813,30.986
116.167,6.013,29.433,31.025
116.208,6.015,28.998,30.924
116.250,6.014,29.541,30.852
116.292,6.011,29.143,30.468
116.375,2.758,15.203,30.101
116.417,2.757,15.236,30.392
116.458,2.756,15.205,30.522
116.500,2.755,15.197,30.385
116.542,2.756,15.216,30.440
116.583,2.757,15.236,30.335
116.625,2.757,15.289,30.545
116.667,2.757,15.296,30.493
116.708,2.757,15.302,30.484
116.750,2.756,15.280,30.637
116.792,2.758,15.267,30.382
116.833,2.757,15.248,30.576
116.875,2.757,15.438,30.499
116.958,6.010,28.580,31.252
117.000,6.012,28.536,31.196
117.042,6.013,28.476,31.234
117.083,6.013,28.539,30.798
117.125,6.012,28.719,31.012
117.167,6.012,28.613,31.147
117.208,6.011,28.443,31.214
117.250,6.011,28.621,31.004
117.292,6.012,28.559,31.057
117.375,6.014,28.688,31.103
117.417,6.013,28.590,31.094
117.458,6.013,28.692,30.992
117.500,6.015,28.639,30.935
117.542,6.014,28.476,31.183
117.583,6.014,28.548,31.232
117.625,6.016,28.786,31.191
117.667,6.015,28.292,31.147
117.708,6.014,28.515,31.037
117.750,6.016,28.765,31.036
117.792,6.014,28.671,31.254
117.833,6.013,28.686,31.304
117.875,6.014,28.602,30.871
117.958,6.012,28.575,31.056
118.000,6.014,28.604,31.193
118.042,6.013,28.521,31.034
118.083,6.014,28.532,31.156
118.125,6.013,28.687,31.085
118.167,6.012,28.595,31.056
118.208,6.012,28.695,31.273
118.250,6.011,28.868,31.101
118.292,6.014,28.625,31.474
118.375,6.014,28.787,31.173
118.417,6.014,28.604,31.180
118.458,6.015,28.586,31.185
118.500,6.015,28.650,31.155
118.542,6.013,28.605,31.159
118.583,6.015,28.440,31.312
118.625,6.012,28.670,31.092
118.667,6.013,28.746,31.237
118.708,6.013,28.839,30.803
118.750,6.014,28.655,31.117
118.792,6.014,28.580,31.015
118.833,6.014,28.616,30.892
118.875,6.014,28.818,31.295
118.958,6.015,28.675,31.014
119.000,6.014,28.738,31.296
119.042,6.013,28.751,31.303
119.083,6.014,28.591,31.321
119.125,6.013,28.766,31.438
119.167,6.013,28.832,31.333
119.208,6.012,28.572,31.335
119.250,6.013,28.641,31.136
119.292,6.014,28.606,31.279
119.375,2.760,15.110,30.129
119.417,2.760,15.681,30.689
119.458,2.759,15.669,30.336
119.500,2.759,15.658,30.478
119.542,2.759,15.634,30.308
119.583,2.758,15.661,30.283
119.625,2.759,15.684,30.457
119.667,2.759,15.862,30.472
119.708,2.758,15.786,30.449
119.750,2.758,15.792,30.602
119.792,2.759,15.778,30.303
119.833,2.758,15.788,30.460
119.875,2.759,15.790,30.615
119.958,5.490,26.421,31.207
120.000,5.491,26.677,31.155
120.042,5.491,26.763,31.104
120.083,5.491,26.555,31.020
120.125,5.490,26.727,30.953
